status,station_no,name,district,address,parking_spaces,lat,lng,COUNTYNAME
1,337,彩虹橋,內湖區,潭美街27號西側(行善公園東南角)(鄰近饒河街夜市/彩虹橋),30,25.05301,121.57592,臺北市
1,338,成德國中,南港區,東新街108巷10之1號(西側),32,25.04573,121.58794,臺北市
1,339,重慶國中,大同區,敦煌路68號(北側),34,25.07581,121.51816,臺北市
1,340,南京光復路口,松山區,南京東路四段182號(北側),22,25.05143,121.55716,臺北市
1,341,捷運芝山站(1號出口),士林區,文林路 / 福華路口(東側),38,25.10094,121.52243,臺北市
1,342,文林建民路口,北投區,文林北路224-238號(東南側),30,25.10779,121.51468,臺北市
1,343,忠孝東路六段185巷口,南港區,忠孝東路六段187號(東南側),30,25.04904,121.58755,臺北市
1,344,捷運忠孝復興站(5號出口),大安區,復興南路一段133號(西南側)(鄰近東區地下街),42,25.04264,121.54401,臺北市
1,345,中正運動中心,中正區,信義路一段1號(西側)(鄰近臺北市青少年發展處/中正親子館),52,25.03806,121.51943,臺北市
1,346,陽明高中,士林區,中正路510號(西南側),36,25.09157,121.51669,臺北市
1,347,博愛寶慶路口,中正區,博愛路 / 寶慶路口(西北側)(鄰近總統府/中山堂),26,25.04134,121.51135,臺北市
1,348,民生立體停車場,松山區,民生東路五段82號(東側),24,25.058522,121.55942,臺北市
1,349,重慶酒泉街口,大同區,重慶北路三段272號(東側)(鄰近保安宮),28,25.07183,121.51364,臺北市
1,350,復興南路二段128巷口,大安區,復興南路二段144-3號前方,32,25.02904,121.54336,臺北市
1,351,中山青島路口,中正區,中山南路 / 青島東路口東北側,38,25.04469,121.51954,臺北市
1,352,民權迪化街口,大同區,迪化街一段351號(東北側)(鄰近延三夜市(大橋頭夜市)),46,25.06318,121.50944,臺北市
1,353,紀州庵,中正區,水源路 / 同安街口 (東側),30,25.02088,121.52049,臺北市
1,354,建國濟南路口,大安區,建國南路一段/濟南路三段口(東南側),28,25.040033,121.538084,臺北市
1,355,福山公園,南港區,研究院路二段61巷15號(東側),34,25.04478,121.61759,臺北市
1,356,臺北市網球中心,內湖區,民權東路六段/民權東路六段210巷口(西南側),32,25.0674,121.59749,臺北市
1,357,松友公園,信義區,信義路六段76巷2弄16號(南側),26,25.03423,121.57636,臺北市
1,358,新明成功路口,內湖區,新明路/成功路二段口(西南側),30,25.06058,121.5911,臺北市
1,359,健安新城,松山區,三民路41號(東側),34,25.05601,121.56358,臺北市
1,360,民權建國路口,中山區,民權東路三段/建國北路三段口(東北側)(鄰近建國假日花市),44,25.06252,121.53754,臺北市
1,361,振興醫院,北投區,振興街/明德路口(西北側)(鄰近國立臺北護理健康大學),32,25.1177,121.5222,臺北市
1,362,和平金山路口,大安區,和平東路一段 / 金山南路二段口(西南側)(鄰近臺灣師範大學),30,25.02672,121.52533,臺北市
1,363,復興南路一段340巷口,大安區,復興南路一段322號(東南側),32,25.03617,121.5435,臺北市
1,364,嘉興公園,大安區,樂業街101巷 / 樂業街口(北側側),38,25.02109,121.55219,臺北市
1,365,陽明大學,北投區,東華街二段136號(南側),50,25.11912,121.51223,臺北市
1,366,碧湖公園,內湖區,內湖路二段/內湖路二段103巷口(東北側)(鄰近碧湖公園),42,25.07988,121.58287,臺北市
1,367,豐年公園,北投區,大業路539號(東側),30,25.13597,121.497019,臺北市
1,368,臺灣戲曲中心,士林區,文林路751號(南側)(鄰近臺灣戲曲中心),44,25.10208,121.51979,臺北市
1,369,世新大學,文山區,木柵路一段17巷1號(西側),34,24.98862,121.54361,臺北市
1,370,新和國小,萬華區,中華路二段416巷/萬大路277巷37弄口(東側),32,25.02656,121.50242,臺北市
1,371,南門國中,中正區,廣州街8巷/廣州街口(東南側),38,25.03532,121.50834,臺北市
1,372,重慶民族路口,大同區,重慶北路三段154號(前方/東側),26,25.06825,121.51359,臺北市
1,373,中崙福成宮,松山區,市民大道四段63號(鄰近微風廣場/黑松世界),32,25.04525,121.546635,臺北市
1,374,麗湖國小,內湖區,金湖路363巷5號對側,34,25.073322,121.602225,臺北市
1,375,銘傳大學,士林區,中山北路五段250號(銘傳大學對側)(鄰近銘傳大學/士林夜市),48,25.087714,121.526766,臺北市
1,376,民生建國路口,中山區,民生東路三段 / 建國北路二段口,36,25.057778,121.536915,臺北市
1,377,南港路二段178巷口,南港區,南港路二段 / 南港路二段178巷口(北側),30,25.053675,121.599693,臺北市
2,378,陽光街321巷口,內湖區,陽光街321巷 / 陽光街口(南側),42,25.073193,121.578691,臺北市
1,379,春光公園,信義區,忠孝東路五段721號(對側),38,25.042619,121.580762,臺北市
1,380,塔悠疏散門,松山區,塔悠路 / 撫遠街389巷口(南側),30,25.064713,121.567899,臺北市
1,381,民權東路六段15巷,內湖區,民權東路六段15巷35號,30,25.06853,121.578125,臺北市
1,382,聯合醫院和平院區,中正區,中華路二段33號(南側),42,25.03516,121.50639,臺北市
1,383,一壽橋,文山區,樟新街64號前方,26,24.97848,121.55545,臺北市
1,384,松基公園,松山區,長春路339巷 / 復興北路189巷口,30,25.05491,121.5448,臺北市
1,385,和興路26巷口,文山區,和興路44巷 / 和興路26巷口,40,24.9856,121.54531,臺北市
1,386,錦州吉林路口,中山區,錦州街162號前方,30,25.06029,121.52981,臺北市
1,387,吳興街260巷,信義區,吳興街260巷 / 吳興街260巷19弄口(鄰近台北醫學大學),32,25.0261,121.56316,臺北市
1,388,景華街128巷口,文山區,景華街126號前方,24,24.995563,121.547092,臺北市
1,389,福德國小,信義區,福德街251巷2號(對面/東側),30,25.038324,121.586245,臺北市
1,390,稻香重三路口,北投區,稻香路 / 稻香路43巷口(西北側),34,25.139937,121.489594,臺北市
1,391,景仁公園,文山區,景仁街 / 羅斯福路六段142巷口(北側),30,24.9966,121.540295,臺北市
1,392,南京東興路口,松山區,南京東路五段 / 東興路口(北側),30,25.051489,121.565347,臺北市
1,393,內溝溪生態展示館,內湖區,康樂街236之3號(西北側),24,25.087217,121.623062,臺北市
1,394,松德虎林街口,信義區,松德路71號前方,32,25.038352,121.576248,臺北市
1,395,安強公園,信義區,虎林街212巷58號(西南側),28,25.036844,121.575413,臺北市
1,396,新東街51巷口,松山區,三民路 / 新東街51巷口(東側)(鄰近松山親子館),28,25.061501,121.563318,臺北市
1,397,劍潭海外青年活動中心,士林區,通河街 / 通河街2巷(南側)(鄰近圓山大飯店/劍潭公園)(鄰近芝山岩/芝山巖惠濟宮/芝山文化生態綠園),36,25.079603,121.5237,臺北市
1,398,聯合醫院陽明院區,士林區,雨聲街105號(南側),30,25.104546,121.531949,臺北市
1,399,和平龍泉街口,大安區,和平東路一段178號(前側)(鄰近臺灣師範大學),34,25.026404,121.52946,臺北市
1,400,和平敦化路口,大安區,和平東路三段 / 敦化南路二段口(東側),34,25.02444,121.549076,臺北市
1,401,南京新生路口,中山區,新生北路一段 / 南京東路一段口(橋墩下方)(鄰近林森公園/康樂公園),34,25.051944,121.527661,臺北市
1,402,下灣公園,內湖區,民權東路六段206巷 / 民權東路六段190巷75弄口,28,25.065159,121.595611,臺北市
1,403,捷運內湖站(1號出口),內湖區,成功路四段182巷 / 成功路四段182巷6弄口(東南側),28,25.083868,121.593929,臺北市
1,404,民族延平路口,大同區,民族西路 310 號前方,30,25.068653,121.510569,臺北市
1,1001,大鵬華城,新店區,新北市新店區中正路700巷3號,38,24.99116,121.53398,新北市
1,1002,汐止火車站,汐止區,南昌街/新昌路口(西側廣場),56,25.068914,121.662748,新北市
1,1003,汐止區公所,汐止區,新台五路一段/仁愛路口(新台五路側汐止地政事務所前機車停車場),46,25.064162,121.658301,新北市
1,1004,國泰綜合醫院,汐止區,建成路78號對面停車場,56,25.07315,121.662555,新北市
1,1005,裕隆公園,新店區,寶中路/品牌路口(東南側),40,24.979649,121.546319,新北市
1,1006,捷運大坪林站(5號出口),新店區,中興路三段224號(對面),94,24.98283,121.54362,新北市
1,1007,汐科火車站(北),汐止區,大同路二段184巷/龍安路202巷(西側)(汐科火車站北站出口前),34,25.064106,121.653019,新北市
1,1008,興華公園,三重區,重陽路一段120巷/中華路2巷,40,25.060125,121.483101,新北市
1,1009,三重國民運動中心,三重區,集美街/重新路四段184巷,68,25.054391,121.488489,新北市
1,1010,捷運三重站(3號出口),三重區,捷運路/捷運路37巷,34,25.055883,121.484739,新北市
1,1011,樟樹國小,汐止區,樟樹二路/樟樹一路141巷,48,25.066688,121.640367,新北市
1,1012,金龍國小,汐止區,中興路/民族六街,52,25.0688,121.628908,新北市
1,1013,白雲國小,汐止區,民權街二段90號,46,25.047578,121.618888,新北市
1,1014,東勢宜興活動中心,汐止區,東勢街/芳園街,52,25.039031,121.624333,新北市
1,1015,後港公園,新莊區,建安街/建安街57巷,40,25.025358,121.428348,新北市
1,1016,福營行政中心,新莊區,四維路17號-20號,42,25.024125,121.42387,新北市
1,1017,西盛公園,新莊區,新莊區西盛街/西盛街201巷,36,25.017113,121.428048,新北市
1,1018,忠誠里(北新路2段97巷),新店區,北新路二段/北新路二段97巷,40,24.974272,121.542779,新北市
1,1019,仁愛廣場,蘆洲區,民權路139號旁,50,25.090565,121.471621,新北市
1,1020,重陽國小,三重區,中正北路/三民街175巷,42,25.066245,121.484337,新北市
1,1021,明志國中,三重區,中正北路107號,50,25.063396,121.488982,新北市
1,1022,三重商工,三重區,中正北路/中正北路276巷,64,25.068681,121.480705,新北市
1,1023,捷運新莊站(1號出口),新莊區,中正路/中華路一段(鄰近新莊廟街),58,25.036152,121.452069,新北市
1,1024,原興廣場,汐止區,原興路/中興路150巷,52,25.065042,121.633149,新北市
1,1025,文化白雲公園,汐止區,水源路二段42號訖水源路二段68號,76,25.056875,121.655207,新北市
1,1026,秀山國小,中和區,更生街/自立路(西南側),62,24.996151,121.521988,新北市
1,1027,捷運永安市場站,中和區,中安街/中和路378巷(東南側),72,25.001013,121.511588,新北市
1,1028,福和國中,永和區,永貞路/永亨路(東南側),66,25.005952,121.52093,新北市
1,1029,仁愛公園,永和區,仁愛路/保生路(鄰近世界宗教博物館),60,25.009838,121.505825,新北市
1,1030,中和公園,中和區,安樂路/得和路(西南側),46,25.000726,121.51435,新北市
1,1031,金龍公園,汐止區,湖前街31巷2弄/湖前街31巷,52,25.069473,121.631525,新北市
1,1032,重陽公園,蘆洲區,集賢路221巷重陽活動中心(鄰近蘆洲兒童親子分館),50,25.085688,121.483618,新北市
1,1033,捷運三民高中站(1號出口),蘆洲區,三民路105號(鄰近湧蓮寺/紫禁城博物館),78,25.085815,121.472722,新北市
1,1034,中原公園,蘆洲區,長興路22號前通道,58,25.083316,121.463894,新北市
1,1035,丹鳳派出所,新莊區,雙鳳路77巷丹鳳派出所前,38,25.027694,121.414662,新北市
1,1036,小金門友誼公園,新店區,民族路/建興街,60,24.977227,121.53814,新北市
1,1037,中興寶橋路口,新店區,中興路三段1號旁,52,24.97618,121.54687,新北市
1,1038,新莊棒球場,新莊區,和興街75號/復興路一段23號(鄰近新莊綜合運動場),74,25.041603,121.446053,新北市
1,1039,頂溪國小,永和區,文化路133號(西側)(鄰近永和親子圖書閱覽室),44,25.015811,121.511261,新北市
1,1040,永和國小,永和區,中正路390號至426號對面,38,25.002272,121.517442,新北市
1,1041,秀朗國小,永和區,民生路15號至23號對面,48,24.999392,121.522843,新北市
1,1042,台北慈濟醫院,新店區,建國路289號旁空地,40,24.985872,121.536887,新北市
1,1043,捷運頂溪站(1號出口),永和區,中興街1號對面,36,25.012176,121.515271,新北市
1,1044,保安永平路口,永和區,保安路248號至250號對面,42,25.012691,121.506471,新北市
1,1045,崇光女中,新店區,三民路14號至三民路18號,36,24.972127,121.539554,新北市
1,1046,新店高中,新店區,三民路159巷/三民路108號(對面人行道),42,24.974181,121.534209,新北市
1,1047,新莊文化藝術中心,新莊區,中平路133號前(鄰近新莊文化藝術中心),48,25.04715,121.444453,新北市
1,1048,中華中原路口,新莊區,中原路/中華路二段,58,25.054232,121.451752,新北市
1,1049,新北高中,三重區,三信路1號旁,60,25.087225,121.489525,新北市
1,1050,福壽公園,新莊區,福壽街130號至140號(對面福壽公園),36,25.051829,121.457746,新北市
1,1051,保長公園,汐止區,保長路/保長路45巷,60,25.079523,121.674342,新北市
1,1052,新店公有中央市場,新店區,中央四街64號對面,36,24.975308,121.527287,新北市
1,1053,永平高中,永和區,永平路/永平路203巷口(靠學校圍牆路側)(鄰近樂華夜市/世界宗教博物館),34,25.00979,121.509092,新北市
1,1054,惠國市場,新店區,中正路75巷至中正路95巷間(鄰近馬公友誼公園),36,24.970415,121.543384,新北市
1,1055,陽光橋,新店區,溪園路/中山路,40,24.978494,121.524176,新北市
1,1056,中興寶慶街口,新店區,中興路三段/寶慶街,50,24.986942,121.54195,新北市
1,1057,東方科學園區,汐止區,新台五路一段90-116號,52,25.061262,121.649512,新北市
1,1058,連興龍安路口,汐止區,連興路/龍安路28巷,70,25.062989,121.65443,新北市
1,1059,青山國民中小學,汐止區,莊敬街33號,50,25.061034,121.655586,新北市
1,1060,汐止區綜合運動場,汐止區,汐科路/秀峰路,44,25.066238,121.659067,新北市
1,1061,汐止公園,汐止區,大同路二段451號,52,25.067682,121.659763,新北市
1,1062,保順環河西路口,永和區,保順環河西路口,58,25.010786,121.503376,新北市
1,1063,台灣科學園區,汐止區,大同路一段237號前空地,40,25.0579,121.634899,新北市
1,1064,中正國小,新店區,三民路36號-42-1號前機車格,32,24.971496,121.536296,新北市
1,1065,開元市民活動中心,三重區,開元街58號/長元街65巷16弄對面,42,25.066074,121.503557,新北市
1,1066,雍和科學園區,汐止區,南陽街185號,44,25.058078,121.626018,新北市
1,1067,二重國小,三重區,頂崁街164號至188號(對面二重國小),46,25.065976,121.477656,新北市
1,1068,二重國中,三重區,忠孝路三段75巷1號至忠孝路三段75巷11號(對面人行道),70,25.065957,121.480465,新北市
1,1069,三重行政中心,三重區,新北大道一段15巷至新北大道一段5巷2弄(區公所人行道),44,25.060566,121.488229,新北市
1,1070,新北市立圖書館三重分館,三重區,自強路一段162號至自強路一段二弄4號(對面停車場),50,25.066099,121.495529,新北市
1,1071,三張公園,三重區,大智街127號至大智路137號(對面三張公園),40,25.070507,121.490935,新北市
1,1072,捷運丹鳳站(1號出口),新莊區,中正路/民安路,46,25.029032,121.422799,新北市
1,1073,永福橋,永和區,豫溪街217巷27號對面人行道,50,25.010032,121.524184,新北市
1,1074,中港國小,新莊區,中和街70號對面,50,25.045673,121.4478,新北市
1,1075,六合公園,三重區,自強路二段74巷27號對面,40,25.069499,121.487588,新北市
1,1076,正義公園,三重區,文化北路101號至119號對面,52,25.068551,121.497818,新北市
1,1077,捷運徐匯中學站(1號出口),蘆洲區,中山一路3號(捷運徐匯中學站1號出口旁),56,25.080468,121.479852,新北市
1,1078,黃城公園,新莊區,中信街74號旁,38,25.052382,121.448239,新北市
1,1079,捷運菜寮站(3號出口),三重區,重新路三段67號旁,30,25.060471,121.492198,新北市
1,1080,捷運三和國中站(1號出口),三重區,三和路四段95號至97號對面(捷運三和國中站1號出口),88,25.075881,121.487795,新北市
1,1081,中和國民運動中心,中和區,和城路一段/中正二橋,50,24.993477,121.487692,新北市
1,1082,四維公園,新莊區,四維路181號對面(四維活動中心出口前),40,25.021308,121.422185,新北市
1,1083,蘆洲國民運動中心,蘆洲區,長興路237巷/長興路,42,25.091945,121.461613,新北市
1,1084,和平公園,三重區,忠孝路二段/忠孝路二段32巷,36,25.070884,121.485712,新北市
1,1085,三重綜合體育館,三重區,新北大道一段1號前人行道,52,25.061446,121.491926,新北市
1,1086,信義公園,三重區,信義西街18號對面人行道(鄰近三和夜市),36,25.064804,121.498749,新北市
1,1087,捷運小碧潭站(1號出口),新店區,捷運小碧潭站1號出口旁西側人行道(環河路側)(鄰近小碧潭景觀廣場),44,24.97152,121.53029,新北市
1,1088,秀得里(成功路二段),永和區,成功路二段28號至34號,28,25.000705,121.526729,新北市
1,1089,永平公園,蘆洲區,永樂街38巷42弄公園人行道(永平市場南側),44,25.089987,121.459424,新北市
1,1090,永康公園,蘆洲區,長安街297號(對面),34,25.08492,121.45821,新北市
1,1091,頭前運動公園,新莊區,頭成街165號對面人行道,50,25.05218,121.462124,新北市
1,1092,頭前國中,新莊區,中原路3至9號對面人行道,42,25.054464,121.459318,新北市
1,1093,建國民權路口,新店區,建國路259號前人行道,46,24.983184,121.537462,新北市
2,1094,聯邦公園,三重區,三民街/中華路,48,25.064447,121.48371,新北市
1,1095,捷運蘆洲站,蘆洲區,三民路/中正路口,92,25.091637,121.464031,新北市
1,1096,集成成功路口,三重區,集成路2號至8號前人行道,32,25.051542,121.488208,新北市
1,1097,板橋國民運動中心,板橋區,英士路/智樂路,44,25.022235,121.458152,新北市
1,1098,永安公園,板橋區,雙十路一段25號前人行道,38,25.024478,121.477572,新北市
1,1099,捷運江子翠站(3號出口),板橋區,文化路二段/雙十路二段(鄰近石雕公園/板橋農村公園),44,25.029729,121.472359,新北市
1,1100,音樂公園,板橋區,大同街97號對面公園人行道,48,25.028631,121.48046,新北市
1,1101,捷運七張站(1號出口),新店區,北新路二段/北新路二段121巷,42,24.974996,121.542767,新北市
1,1102,北新國小,新店區,寶橋路8號前人行道,44,24.974233,121.544428,新北市
1,1103,捷運新埔站(2號出口),板橋區,文化路一段318號旁廣場,40,25.022095,121.467598,新北市
1,1104,聯合醫院板橋院區,板橋區,龍泉街131號旁人行道(立體停車場前),34,25.023832,121.457773,新北市
2,1105,捷運板橋站(3號出口),板橋區,文化路一段117號對面人行道(鄰近板橋高鐵站),68,25.014797,121.462051,新北市
1,1106,民生公園,板橋區,民生路一段/民生路一段30巷,42,25.013087,121.475894,新北市
2,1107,新北市政府(新府路),板橋區,新府路1號對面人行道(鄰近板橋高鐵站/新北市市民廣場),56,25.012374,121.464224,新北市
2,1108,捷運板橋站(1號出口),板橋區,縣民大道二段3號(秀泰影城門口)(鄰近板橋高鐵站),102,25.013174,121.4619,新北市
1,1109,板橋地政事務所,板橋區,實踐路5號對面,52,25.007983,121.463387,新北市
1,1110,板橋戶政事務所,板橋區,中正路6號前人行道(鄰近林家花園(林本源園邸)/大觀義學(大觀書社)),44,25.012839,121.456308,新北市
1,1111,板橋和平公園,板橋區,重慶路355號前廣場,40,24.997679,121.464326,新北市
1,1112,碧華公園,三重區,溪尾街303號(對面公園),36,25.083741,121.487491,新北市
1,1113,五福里(五華街),三重區,五華街64號對面人行道(碧華國中旁),52,25.081725,121.493902,新北市
1,1114,同安公園,三重區,正義南路/同安東街(正義南路側公園廣場)(鄰近新北市眷村文化園區（空軍三重一村）),30,25.05732,121.499067,新北市
1,1115,中華里(中華路二段),新莊區,中華路2段31號對面,38,25.045951,121.453766,新北市
1,1116,中華自治街口,新莊區,中華路2段/自治街口人行道(中港大排東側),36,25.047855,121.453202,新北市
1,1117,捷運府中站(3號出口),板橋區,府中路31號至53號對面(鄰近板橋慈惠宮/府中商圈(板橋後站商圈)),42,25.008999,121.458776,新北市
1,1118,捷運亞東醫院站(2號出口),板橋區,南雅南路二段122-23號前人行道,52,24.99783,121.452315,新北市
1,1119,新泰公園,新莊區,建中街116巷/建中街116巷3弄,42,25.0372,121.444946,新北市
1,1120,上林里(環河東路一段),永和區,環河東路一段/竹林路75巷25弄,38,25.014999,121.520951,新北市
1,1121,進安公園,三重區,仁義街258號至290號,34,25.086031,121.493774,新北市
1,1122,自強溪尾街口,三重區,自強路4段/溪尾街,40,25.07822,121.490157,新北市
1,1123,捷運三重國小站,三重區,仁愛街/三和路3段11巷,52,25.070418,121.497126,新北市
1,1124,五堵火車站,汐止區,鄉長路一段人行道側,68,25.077493,121.666869,新北市
1,1125,捷運南勢角站(4號出口),中和區,捷運路3號(對面)(鄰近興南夜市),76,24.98942,121.50995,新北市
1,1126,柳堤公園,蘆洲區,長樂路125號對面公園通道,42,25.087989,121.462192,新北市
1,1127,新北市立圖書館總館,板橋區,貴興路119巷(鄰近新北市立圖書館總館),36,25.001583,121.455524,新北市
1,1128,永福國小,三重區,永福街/下竹圍街,36,25.077714,121.480315,新北市
1,1129,明志國小,泰山區,明志路二段324號對面人行道(鄰近明志書院),64,25.045729,121.426269,新北市
1,1130,蘆洲三民公園,蘆洲區,三民路615號對面人行道(鄰近大台北都會公園),34,25.094306,121.460134,新北市
1,1131,臺北醫院,新莊區,思源路131號至137號前人行道,34,25.043536,121.459772,新北市
1,1132,重新重安街口,三重區,重新路三段/重安街,36,25.058443,121.489751,新北市
1,1133,柴埕市民活動中心,新店區,安民街/安民街65巷,38,24.966775,121.516479,新北市
1,1134,思賢國小,新莊區,福樂街66號對面,52,25.046446,121.457716,新北市
1,1135,莊敬公園,板橋區,萬板路/民生路二段(鄰近板橋萬板親子圖書閱覽室),38,25.020983,121.470821,新北市
1,1136,豐年國小,新莊區,瓊泰路161號對面人行道,34,25.031278,121.44323,新北市
1,1137,新海長江路口,板橋區,長江路一段/新海路,36,25.02853,121.457367,新北市
1,1138,捷運新埔站(4號出口),板橋區,民生路二段250號前人行道,50,25.023491,121.468559,新北市
1,1139,板橋仁愛公園,板橋區,國慶路49巷23號對面,52,24.99643,121.459696,新北市
1,1140,泰山國小,泰山區,泰林路2段257號旁人行道,32,25.062345,121.431475,新北市
1,1141,縣民民族路口,板橋區,縣民大道一段/民族路(鄰近府中商圈(板橋後站商圈)),36,25.010012,121.461097,新北市
1,1142,光華東帝士,新莊區,民安西路370號至376號前,40,25.010795,121.427836,新北市
1,1143,廣福公園,板橋區,廣權路/廣和街,38,24.991643,121.462872,新北市
1,1144,板橋四維公園,板橋區,陽明街251號至259號對面人行道,54,25.025464,121.462633,新北市
1,1145,捷運頂埔站(2號出口),土城區,新北市土城區中央路四段53號(前),52,24.959276,121.419008,新北市
1,1146,龍門龍濱路口,三重區,龍濱路192號對面,36,25.073475,121.500977,新北市
1,1147,青潭國小,新店區,北宜路2段149號對面,40,24.953101,121.551813,新北市
1,1148,金城忠義路口,土城區,金城路一段/忠義路,34,24.969399,121.440808,新北市
1,1149,華德公園,板橋區,四川路二段245巷60號對面,38,24.991683,121.45332,新北市
1,1150,橋東里(忠孝東路),汐止區,忠孝東路484號至488號前,40,25.073682,121.666257,新北市
1,1151,中山國中,板橋區,文化路一段188巷56號,36,25.018559,121.467509,新北市
1,1152,捷運土城站(2號出口),土城區,金城路1段/和平路,52,24.972631,121.443563,新北市
1,1153,四川遠東路口,板橋區,遠東路5號前人行道(四川路側),48,24.998003,121.457355,新北市
1,1154,員林社區公園,土城區,員林街12巷對面,42,24.977883,121.443237,新北市
1,1155,中正橋,永和區,環河東路一段/光復街(鄰近楊三郎美術館),30,25.017757,121.516809,新北市
1,1156,北港國小,汐止區,汐萬路二段279號,44,25.089027,121.645946,新北市
1,1157,捷運新店站,新店區,中興路一段34號前(高架橋下停車場),54,24.958605,121.538659,新北市
1,1158,錦和運動公園,中和區,錦和路163號,36,24.992086,121.490671,新北市
1,1159,新樹公園,新莊區,新樹路627號對面,32,25.003383,121.433154,新北市
1,1160,中和環球購物中心,中和區,中山路三段130號,40,25.006367,121.474223,新北市
1,1161,楓樹腳公園,泰山區,楓江路26巷26號前人行道(鄰近泰山親子圖書閱覽室),36,25.061938,121.434939,新北市
1,1162,厚德公園,三重區,忠孝路一段37號,36,25.071988,121.4912,新北市
1,1163,板橋信義公園,板橋區,四川路二段6號對面(鄰近玉美人孕婦裝觀光工廠),40,24.996183,121.456476,新北市
1,1164,國光里(國光路),板橋區,國光路76號旁,34,25.017755,121.458308,新北市
1,1165,民生長江路口,板橋區,民生路三段/長江路一段(64高架橋下方),100,25.030904,121.463596,新北市
1,1166,華福市民活動中心,中和區,民德路296號對面停車格位,36,24.995482,121.467525,新北市
1,1167,浮洲合宜住宅(合安一路),板橋區,合安一路/大觀路二段153巷,34,24.999329,121.446343,新北市
1,1168,建福公園,新莊區,建福路/建福路49巷,38,25.027694,121.426685,新北市
1,1169,水河里活動中心,蘆洲區,民族路408巷/復興路323巷,52,25.093949,121.473913,新北市
2,1170,金城延和路口,土城區,金城路三段/延和路(土城台電變電站),38,24.989155,121.470454,新北市
1,1171,國光公園,板橋區,中正路325巷/中正路341巷,48,25.019828,121.453852,新北市
1,1172,樹林火車站(後站),樹林區,後站街6巷11號對面,66,24.992553,121.424652,新北市
1,1173,文林國小,樹林區,千歲街59號,32,24.997856,121.42636,新北市
1,1174,土城綜合體育場,土城區,裕民路195巷旁,44,24.983671,121.454211,新北市
1,1175,板橋福德公園,板橋區,新站路1號對面(鄰近新北市市民廣場),32,25.011498,121.467415,新北市
1,1176,光華公園,樹林區,保安街2段259號對面(鄰近樹林興仁花園夜市),32,25.005412,121.413157,新北市
1,1177,樹林大安活動中心,樹林區,備前街/復興路372巷口,36,24.986391,121.41477,新北市
1,1178,三民中山一路口,蘆洲區,三民路8號前(鄰近紫禁城博物館),36,25.082229,121.476004,新北市
1,1179,義學國小,泰山區,民生路33號對面人行道,34,25.051762,121.431669,新北市
1,1180,自然公園,三重區,如意街/集賢路口,34,25.08984,121.487987,新北市
1,1181,板林溪北路口,板橋區,板林路/溪北路,46,24.990555,121.42635,新北市
1,1182,新北市藝文中心,板橋區,莊敬路/文化路2段182巷(鄰近新北市藝文中心),40,25.026542,121.472279,新北市
1,1183,大安中央路口,土城區,大安路/中央路三段,32,24.965619,121.43261,新北市
1,1184,中和地政事務所,中和區,復興路280號,28,24.990393,121.502397,新北市
1,1185,華夏科技大學,中和區,工專路111號,64,24.980672,121.507652,新北市
1,1186,同興公園,泰山區,仁義路15號對面,34,25.055188,121.432128,新北市
1,1187,新五泰國民運動中心,泰山區,全興路214號對面,42,25.055865,121.434262,新北市
1,1188,溪洲公園停車場,板橋區,溪崑二街145號,34,24.986723,121.42682,新北市
1,1189,崑崙公園,板橋區,大觀路三段212巷70號對面,38,24.993406,121.429636,新北市
1,1190,捷運海山站(3號出口),土城區,海山路46號對面機車格位,74,24.986923,121.449335,新北市
1,1191,興化公園,新莊區,五工二路/五工三路50巷,38,25.065234,121.461115,新北市
1,1192,潤泰社區,板橋區,三民路二段35巷口,36,25.017953,121.479375,新北市
1,1193,西盛館,新莊區,新樹路499號前人行道(西盛館),30,25.011905,121.432713,新北市
1,1194,秀朗成功路口,中和區,秀朗路三段 / 成功路二段,38,24.995821,121.52655,新北市
1,1195,板橋國中,板橋區,中正路441號前人行道(鄰近435藝文特區),54,25.024903,121.45431,新北市
1,1196,永豐公園活動中心,板橋區,永豐街221號,32,25.021127,121.476853,新北市
1,1197,義仁市民活動中心,泰山區,明志路二段177號,36,25.050479,121.427667,新北市
1,1198,鶯歌國中,鶯歌區,建國路420號對面人行道(鄰近新太源藝術工坊),34,24.951734,121.342963,新北市
1,1199,捷運迴龍站(3號出口),新莊區,中正路/中正路746巷,60,25.02276,121.413053,新北市
1,1200,捷運先嗇宮站(2號出口),三重區,重新路五段515號,50,25.046068,121.470987,新北市
1,1201,鶯歌火車站(仁愛路),鶯歌區,仁愛路55號對側人行道(鄰近鶯歌車站/宏德宮(孫臏廟)),58,24.955591,121.354376,新北市
2,1202,建國育英路口,鶯歌區,鶯歌區建國路/育英街口機車停車場內(鄰近許新旺陶瓷紀念博物館/鶯歌光點美學館),50,24.952761,121.347193,新北市
1,1203,鶯歌陶瓷老街,鶯歌區,鶯歌區尖山埔路/國慶街(停車場內)(鄰近鶯歌陶瓷老街(鶯歌老街)/鶯歌光點美學館),44,24.952226,121.351035,新北市
1,1204,立泰里(中環路二段),新莊區,新莊區中環路二段423號(對面橋下)(鄰近新莊文化藝術中心),40,25.045676,121.442133,新北市
1,1205,竹圍公園,淡水區,淡水區民生路108號旁公園通道(竹圍公園),28,25.138234,121.463395,新北市
1,1206,新北市立鶯歌陶瓷博物館,鶯歌區,鶯歌區文化路407號(鄰近鶯歌陶瓷博物館),40,24.949549,121.352832,新北市
