station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.2746472764347
4-9,3,543.2746472764347
2-8,4,761.7051321602632
4-8,5,946.0933096554595
3-8,6,1115.5601205654427
0-8,7,1308.9560874313522
0-7,8,1537.9166389620077
3-7,8,1537.9166389620077
4-7,8,1537.9166389620077
1-7,9,1707.2160163791639
2-7,9,1707.2160163791639
0-0,10,1987.3431979322613
0-1,10,1987.3431979322613
0-2,10,1987.3431979322613
2-2,10,1987.3431979322613
3-4,10,1987.3431979322613
3-5,10,1987.3431979322613
4-5,10,1987.3431979322613
0-5,10,1987.3431979322613
3-2,10,1987.3431979322613
1-2,10,1987.3431979322613
2-5,10,1987.3431979322613
4-2,10,1987.3431979322613
1-5,10,1987.3431979322613
5-5,10,1987.3431979322613
6-5,10,1987.3431979322613
5-2,10,1987.3431979322613
6-2,10,1987.3431979322613
0-3,10,1987.3431979322613
3-1,10,1987.3431979322613
6-3,10,1987.3431979322613
2-4,10,1987.3431979322613
2-1,10,1987.3431979322613
5-6,10,1987.3431979322613
6-6,10,1987.3431979322613
1-4,10,1987.3431979322613
2-3,10,1987.3431979322613
3-3,10,1987.3431979322613
4-3,10,1987.3431979322613
5-3,10,1987.3431979322613
1-3,10,1987.3431979322613
0-4,10,1987.3431979322613
4-4,10,1987.3431979322613
5-4,10,1987.3431979322613
1-1,10,1987.3431979322613
2-0,10,1987.3431979322613
6-4,10,1987.3431979322613
0-6,10,1987.3431979322613
3-6,10,1987.3431979322613
4-6,10,1987.3431979322613
2-6,10,1987.3431979322613
1-6,10,1987.3431979322613
6-7,10,1987.3431979322613
4-1,10,1987.3431979322613
1-0,10,1987.3431979322613
3-0,10,1987.3431979322613
5-1,10,1987.3431979322613
6-1,10,1987.3431979322613
5-7,10,1987.3431979322613
6-12,10,1987.3431979322613
6-23,10,1987.3431979322613
0-23,10,1987.3431979322613
1-23,10,1987.3431979322613
4-0,10,1987.3431979322613
5-0,10,1987.3431979322613
6-0,10,1987.3431979322613
6-22,10,1987.3431979322613
3-23,10,1987.3431979322613
6-9,11,2204.5164038560597
5-9,12,2373.4246629791705
5-8,13,2553.4808593321586
6-8,13,2553.4808593321586
6-14,14,2730.4661756079618
6-13,15,2895.240314336884
6-15,15,2895.240314336884
0-11,16,3060.3446127353427
2-11,16,3060.3446127353427
3-11,16,3060.3446127353427
4-11,16,3060.3446127353427
0-12,16,3060.3446127353427
2-12,16,3060.3446127353427
3-12,16,3060.3446127353427
4-12,16,3060.3446127353427
2-14,16,3060.3446127353427
3-14,16,3060.3446127353427
0-15,16,3060.3446127353427
3-15,16,3060.3446127353427
2-15,16,3060.3446127353427
0-13,16,3060.3446127353427
2-13,16,3060.3446127353427
3-13,16,3060.3446127353427
4-13,16,3060.3446127353427
0-14,16,3060.3446127353427
4-14,16,3060.3446127353427
0-10,17,3226.7208663349725
1-10,17,3226.7208663349725
2-10,17,3226.7208663349725
3-10,17,3226.7208663349725
4-10,17,3226.7208663349725
4-15,18,3409.3706614125203
6-19,19,3609.170561312395
6-21,20,3810.2849566201403
6-20,21,3998.95662910968
5-23,22,4173.358463962413
4-23,23,4348.666763822973
0-22,24,4519.92174701319
3-22,24,4519.92174701319
1-22,25,4683.632581880293
5-22,26,4873.482522622976
4-22,27,5044.426958039868
5-21,28,5224.25465334846
4-21,29,5409.378935926408
3-21,30,5584.413218282752
0-21,31,5749.049180332359
1-21,32,5931.06291607777
4-20,33,6141.112910126805
3-20,34,6337.637717721164
2-20,35,6516.640510995459
0-20,36,6700.6187705806615
1-20,37,6882.651734628385
6-18,38,7073.866273824546
5-18,39,7260.858252262125
5-19,40,7462.665090600175
5-10,41,7659.614322637266
6-10,42,7842.201288218054
5-16,43,8037.825928792804
6-16,44,8217.795370643358
5-12,45,8395.927344191063
5-15,46,8583.389340339616
5-13,47,8766.809622751349
5-14,48,8961.511959665931
5-11,49,9160.366177624717
6-11,50,9340.82115816003
1-16,51,9550.66872188189
0-16,52,9715.838331677396
2-16,53,9880.203606902767
4-16,53,9880.203606902767
3-16,54,10051.026940526262
5-20,55,10292.79335672173
2-23,56,10543.05521957742
2-17,57,10796.641496808661
0-17,58,10996.728977676405
1-17,59,11193.972482005445
3-17,60,11400.156865507202
4-17,61,11610.670523021388
1-18,62,11867.507046903798
0-18,63,12083.210547107203
2-18,64,12297.280629089717
3-18,65,12504.741468767956
4-18,66,12710.590928325177
3-19,67,12943.713213832161
2-19,68,13156.551180370088
1-19,69,13359.299793189017
4-19,70,13555.485929294502
0-19,71,13762.067632259697
6-17,72,14004.247317617492
5-17,73,14206.46007685884
2-22,74,14466.511994752173
2-21,75,14710.352106300703
1-8,76,15003.384527715127
