station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
6-7,14,2547.37371895705
0-6,15,2661.810140105563
3-6,15,2661.810140105563
4-6,15,2661.810140105563
2-6,15,2661.810140105563
1-6,15,2661.810140105563
2-0,16,2779.842385601765
0-1,17,2901.526402629475
0-2,18,3010.14637385938
2-2,18,3010.14637385938
3-4,18,3010.14637385938
3-5,18,3010.14637385938
4-5,18,3010.14637385938
0-5,18,3010.14637385938
3-2,18,3010.14637385938
1-2,18,3010.14637385938
2-5,18,3010.14637385938
4-2,18,3010.14637385938
1-5,18,3010.14637385938
5-5,18,3010.14637385938
6-5,18,3010.14637385938
5-2,18,3010.14637385938
6-2,18,3010.14637385938
0-3,18,3010.14637385938
3-1,18,3010.14637385938
6-3,18,3010.14637385938
2-4,18,3010.14637385938
2-1,18,3010.14637385938
5-6,18,3010.14637385938
6-6,18,3010.14637385938
1-4,18,3010.14637385938
2-3,18,3010.14637385938
3-3,18,3010.14637385938
4-3,18,3010.14637385938
5-3,18,3010.14637385938
1-3,18,3010.14637385938
0-4,18,3010.14637385938
4-4,18,3010.14637385938
5-4,18,3010.14637385938
1-1,18,3010.14637385938
0-0,19,3121.6620661766938
6-4,20,3253.066023499143
4-1,21,3389.488162464928
3-0,22,3517.0812657268207
1-0,23,3637.1562423039577
6-1,24,3770.872359507532
5-1,25,3892.5481582515717
6-12,26,4046.807679837761
5-7,27,4192.010985585254
6-23,28,4340.25065638899
6-22,29,4494.32206840303
1-23,30,4651.108547411904
0-23,31,4787.823579504208
4-0,32,4934.455772422408
5-0,33,5077.620013767794
6-0,34,5222.688962891995
3-23,35,5379.354211112524
6-9,36,5572.4163772663305
5-9,37,5741.324636389441
5-8,38,5928.981237658888
6-8,39,6089.965708959694
6-14,40,6262.685134618767
6-15,41,6419.650098862384
6-13,42,6564.691472270112
4-14,43,6737.480360801754
0-14,44,6892.825138634805
0-15,45,7062.557280552593
3-15,46,7209.4075444270575
2-15,47,7357.126872884778
4-12,48,7505.642865289637
3-12,49,7634.204134729542
2-12,50,7759.160126982814
0-12,51,7892.2315363839325
4-11,52,8039.798470349506
3-11,53,8164.578276408019
2-11,54,8282.819555156178
0-11,55,8412.472939223082
2-14,56,8562.045664009387
3-14,57,8708.946991437018
4-13,58,8874.443214958887
3-13,59,9027.014509768887
2-13,60,9172.048988428274
0-13,61,9325.450422580632
0-10,62,9502.453247416848
1-10,63,9653.519458066352
2-10,64,9801.455254951352
3-10,65,9958.967159263375
4-10,66,10107.940311206938
4-15,67,10298.966487423706
6-19,68,10498.766387323582
6-21,69,10699.880782631326
6-20,70,10888.552455120865
5-23,71,11062.954289973599
4-23,72,11238.26258983416
3-22,73,11407.460698570634
0-22,74,11554.92933930486
1-22,75,11717.13599761456
5-22,76,11906.985938357242
4-22,77,12077.930373774134
5-21,78,12257.758069082727
4-21,79,12442.882351660675
3-21,80,12617.916634017018
0-21,81,12782.552596066625
1-21,82,12964.566331812035
4-20,83,13174.61632586107
3-20,84,13371.14113345543
2-20,85,13550.143926729725
0-20,86,13734.122186314928
1-20,87,13916.155150362652
6-18,88,14107.369689558813
5-18,89,14294.361667996392
5-19,90,14496.168506334443
5-10,91,14693.117738371535
6-10,92,14875.704703952324
5-16,93,15071.329344527074
6-16,94,15251.298786377629
5-12,95,15429.430759925333
5-15,96,15616.892756073887
5-13,97,15800.31303848562
5-14,98,15995.015375400202
5-11,99,16193.869593358988
6-11,100,16374.3245738943
1-16,101,16584.17213761616
0-16,102,16749.341747411665
4-16,103,16913.469746241848
2-16,104,17072.61747635447
3-16,105,17252.842335904978
5-20,106,17494.608752100445
2-23,107,17744.870614956133
2-17,108,17998.456892187376
0-17,109,18198.54437305512
1-17,110,18395.78787738416
3-17,111,18601.972260885916
4-17,112,18812.485918400103
1-18,113,19069.322442282515
0-18,114,19285.025942485918
2-18,115,19499.096024468432
3-18,116,19706.55686414667
4-18,117,19912.406323703894
3-19,118,20145.528609210876
2-19,119,20358.366575748805
1-19,120,20561.115188567735
4-19,121,20757.301324673223
0-19,122,20963.883027638418
6-17,123,21206.062712996212
5-17,124,21408.27547223756
2-22,125,21668.327390130893
2-21,126,21912.167501679425
1-8,127,22205.19992309385
