station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
0-7,9,1701.2818382588953
3-7,9,1701.2818382588953
4-7,9,1701.2818382588953
2-7,10,1861.4999387318219
1-7,11,2021.4530568633545
0-0,12,2318.6637365495276
0-1,12,2318.6637365495276
0-2,12,2318.6637365495276
2-2,12,2318.6637365495276
3-4,12,2318.6637365495276
3-5,12,2318.6637365495276
4-5,12,2318.6637365495276
0-5,12,2318.6637365495276
3-2,12,2318.6637365495276
1-2,12,2318.6637365495276
2-5,12,2318.6637365495276
4-2,12,2318.6637365495276
1-5,12,2318.6637365495276
5-5,12,2318.6637365495276
6-5,12,2318.6637365495276
5-2,12,2318.6637365495276
6-2,12,2318.6637365495276
0-3,12,2318.6637365495276
3-1,12,2318.6637365495276
6-3,12,2318.6637365495276
2-4,12,2318.6637365495276
2-1,12,2318.6637365495276
5-6,12,2318.6637365495276
6-6,12,2318.6637365495276
1-4,12,2318.6637365495276
2-3,12,2318.6637365495276
3-3,12,2318.6637365495276
4-3,12,2318.6637365495276
5-3,12,2318.6637365495276
1-3,12,2318.6637365495276
0-4,12,2318.6637365495276
4-4,12,2318.6637365495276
5-4,12,2318.6637365495276
1-1,12,2318.6637365495276
2-0,12,2318.6637365495276
6-4,12,2318.6637365495276
0-6,12,2318.6637365495276
3-6,12,2318.6637365495276
4-6,12,2318.6637365495276
2-6,12,2318.6637365495276
1-6,12,2318.6637365495276
6-7,12,2318.6637365495276
4-1,12,2318.6637365495276
1-0,12,2318.6637365495276
3-0,12,2318.6637365495276
5-1,12,2318.6637365495276
6-1,12,2318.6637365495276
5-7,12,2318.6637365495276
6-12,12,2318.6637365495276
6-23,12,2318.6637365495276
0-23,13,2480.1592685585615
1-23,13,2480.1592685585615
4-0,13,2480.1592685585615
5-0,13,2480.1592685585615
6-0,13,2480.1592685585615
6-22,13,2480.1592685585615
3-23,13,2480.1592685585615
6-9,14,2677.7698355782086
5-9,15,2846.6780947013194
5-8,16,3034.334695970766
6-8,17,3195.319167271572
6-14,18,3368.038592930645
6-13,19,3532.812731659567
6-15,19,3532.812731659567
0-14,20,3700.389342138259
4-14,20,3700.389342138259
0-11,21,3860.8113000456874
2-11,21,3860.8113000456874
3-11,21,3860.8113000456874
4-11,21,3860.8113000456874
0-12,21,3860.8113000456874
2-12,21,3860.8113000456874
3-12,21,3860.8113000456874
4-12,21,3860.8113000456874
2-14,21,3860.8113000456874
3-14,21,3860.8113000456874
0-15,21,3860.8113000456874
3-15,21,3860.8113000456874
2-15,21,3860.8113000456874
0-13,22,4020.9398944692193
2-13,22,4020.9398944692193
3-13,22,4020.9398944692193
4-13,22,4020.9398944692193
0-10,23,4188.581439526813
1-10,23,4188.581439526813
2-10,23,4188.581439526813
3-10,23,4188.581439526813
4-10,23,4188.581439526813
4-15,24,4371.231234604361
6-19,25,4571.0311345042355
6-21,26,4772.145529811981
6-20,27,4960.81720230152
5-23,28,5135.219037154254
4-23,29,5310.527337014813
0-22,30,5481.78232020503
3-22,30,5481.78232020503
1-22,31,5645.493155072134
5-22,32,5835.3430958148165
4-22,33,6006.287531231708
5-21,34,6186.115226540301
4-21,35,6371.239509118249
3-21,36,6546.273791474592
0-21,37,6710.9097535242
1-21,38,6892.92348926961
4-20,39,7102.973483318647
3-20,40,7299.498290913006
2-20,41,7478.501084187301
0-20,42,7662.479343772503
1-20,43,7844.512307820227
6-18,44,8035.726847016387
5-18,45,8222.718825453967
5-19,46,8424.525663792017
5-10,47,8621.47489582911
6-10,48,8804.061861409898
5-16,49,8999.686501984648
6-16,50,9179.655943835203
5-12,51,9357.787917382908
5-15,52,9545.249913531461
5-13,53,9728.670195943194
5-14,54,9923.372532857777
5-11,55,10122.226750816562
6-11,56,10302.681731351875
1-16,57,10512.529295073735
0-16,58,10677.698904869241
4-16,59,10841.826903699422
2-16,60,11000.974633812044
3-16,61,11181.19949336255
5-20,62,11422.965909558017
2-23,63,11673.227772413707
2-17,64,11926.814049644949
0-17,65,12126.901530512692
1-17,66,12324.145034841733
3-17,67,12530.32941834349
4-17,68,12740.843075857676
1-18,69,12997.679599740086
0-18,70,13213.38309994349
2-18,71,13427.453181926005
3-18,72,13634.914021604243
4-18,73,13840.763481161464
3-19,74,14073.885766668449
2-19,75,14286.723733206376
1-19,76,14489.472346025304
4-19,77,14685.65848213079
0-19,78,14892.240185095985
6-17,79,15134.41987045378
5-17,80,15336.632629695128
2-22,81,15596.68454758846
2-21,82,15840.52465913699
1-8,83,16133.557080551414
