station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
6-7,14,2547.37371895705
0-6,15,2658.947926026766
3-6,15,2658.947926026766
4-6,15,2658.947926026766
2-6,16,2742.8201042561227
1-6,17,2828.552245253534
2-0,18,2961.7663586199487
0-1,19,3083.450375647659
5-4,20,3200.095135495669
4-4,21,3302.158841091733
1-3,22,3403.967485125528
5-3,23,3509.229064061054
4-3,24,3591.405703077261
3-3,25,3673.1675523714152
1-4,26,3755.5083077723707
2-3,27,3839.8113326291336
2-1,28,3952.3324417598205
6-3,29,4057.8928510049536
0-3,30,4144.910090676182
0-2,31,4229.917638629608
2-2,31,4229.917638629608
3-4,31,4229.917638629608
3-5,31,4229.917638629608
4-5,31,4229.917638629608
0-5,31,4229.917638629608
3-2,31,4229.917638629608
1-2,31,4229.917638629608
2-5,31,4229.917638629608
4-2,31,4229.917638629608
1-5,31,4229.917638629608
5-5,31,4229.917638629608
6-5,31,4229.917638629608
5-2,31,4229.917638629608
6-2,31,4229.917638629608
3-1,32,4315.514759973788
2-4,33,4415.033602410786
6-6,34,4517.121799573828
5-6,35,4597.855931141586
0-4,36,4715.082208059348
1-1,37,4831.756969683274
0-0,38,4941.388169621978
6-4,39,5072.792126944427
4-1,40,5209.214265910212
3-0,41,5336.807369172105
1-0,42,5456.882345749242
6-1,43,5590.598462952816
5-1,44,5712.274261696855
6-12,45,5866.533783283045
5-7,46,6011.737089030538
6-23,47,6159.976759834274
6-22,48,6314.048171848314
1-23,49,6470.834650857188
0-23,50,6607.549682949492
4-0,51,6754.181875867692
5-0,52,6897.346117213078
6-0,53,7042.415066337279
3-23,54,7199.080314557808
6-9,55,7392.142480711615
5-9,56,7561.050739834725
5-8,57,7748.707341104172
6-8,58,7909.691812404978
6-14,59,8082.411238064051
6-15,60,8239.376202307669
6-13,61,8384.417575715397
4-14,62,8557.206464247038
0-14,63,8712.55124208009
0-15,64,8882.283383997878
3-15,65,9029.133647872342
2-15,66,9176.852976330063
4-12,67,9325.368968734922
3-12,68,9453.930238174828
2-12,69,9578.886230428101
0-12,70,9711.95763982922
4-11,71,9859.524573794793
3-11,72,9984.304379853305
2-11,73,10102.545658601464
0-11,74,10232.199042668368
2-14,75,10381.771767454673
3-14,76,10528.673094882304
4-13,77,10694.169318404172
3-13,78,10846.740613214173
2-13,79,10991.77509187356
0-13,80,11145.176526025918
0-10,81,11322.179350862134
1-10,82,11473.245561511638
2-10,83,11621.181358396638
3-10,84,11778.69326270866
4-10,85,11927.666414652223
4-15,86,12118.692590868992
6-19,87,12318.492490768867
6-21,88,12519.606886076612
6-20,89,12708.278558566151
5-23,90,12882.680393418885
4-23,91,13057.988693279445
3-22,92,13227.18680201592
0-22,93,13374.655442750145
1-22,94,13536.862101059845
5-22,95,13726.712041802528
4-22,96,13897.65647721942
5-21,97,14077.484172528013
4-21,98,14262.608455105961
3-21,99,14437.642737462304
0-21,100,14602.278699511911
1-21,101,14784.29243525732
4-20,102,14994.342429306356
3-20,103,15190.867236900716
2-20,104,15369.87003017501
0-20,105,15553.848289760213
1-20,106,15735.881253807938
6-18,107,15927.095793004099
5-18,108,16114.087771441678
5-19,109,16315.894609779729
5-10,110,16512.84384181682
6-10,111,16695.430807397606
5-16,112,16891.055447972354
6-16,113,17071.024889822907
5-12,114,17249.156863370612
5-15,115,17436.618859519163
5-13,116,17620.039141930898
5-14,117,17814.74147884548
5-11,118,18013.595696804266
6-11,119,18194.05067733958
1-16,120,18403.898241061437
0-16,121,18569.067850856944
4-16,122,18733.195849687127
2-16,123,18892.343579799748
3-16,124,19072.568439350256
5-20,125,19314.334855545723
2-23,126,19564.59671840141
2-17,127,19818.182995632655
0-17,128,20018.2704765004
1-17,129,20215.513980829437
3-17,130,20421.698364331194
4-17,131,20632.21202184538
1-18,132,20889.04854572779
0-18,133,21104.752045931193
2-18,134,21318.822127913707
3-18,135,21526.282967591946
4-18,136,21732.13242714917
3-19,137,21965.25471265615
2-19,138,22178.09267919408
1-19,139,22380.84129201301
4-19,140,22577.027428118497
0-19,141,22783.609131083693
6-17,142,23025.788816441487
5-17,143,23228.001575682836
2-22,144,23488.053493576168
2-21,145,23731.8936051247
1-8,146,24024.926026539124
