station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.2746472764347
4-9,3,543.2746472764347
2-8,4,761.7051321602632
4-8,5,946.0933096554595
3-8,6,1115.5601205654427
0-8,7,1308.9560874313522
0-7,8,1537.9166389620077
3-7,8,1537.9166389620077
4-7,8,1537.9166389620077
1-7,9,1707.2160163791639
2-7,9,1707.2160163791639
0-0,10,1991.7946695794235
0-1,10,1991.7946695794235
0-2,10,1991.7946695794235
2-2,10,1991.7946695794235
3-4,10,1991.7946695794235
3-5,10,1991.7946695794235
4-5,10,1991.7946695794235
0-5,10,1991.7946695794235
3-2,10,1991.7946695794235
1-2,10,1991.7946695794235
2-5,10,1991.7946695794235
4-2,10,1991.7946695794235
1-5,10,1991.7946695794235
5-5,10,1991.7946695794235
6-5,10,1991.7946695794235
5-2,10,1991.7946695794235
6-2,10,1991.7946695794235
0-3,10,1991.7946695794235
3-1,10,1991.7946695794235
6-3,10,1991.7946695794235
2-4,10,1991.7946695794235
2-1,10,1991.7946695794235
5-6,10,1991.7946695794235
6-6,10,1991.7946695794235
1-4,10,1991.7946695794235
2-3,10,1991.7946695794235
3-3,10,1991.7946695794235
4-3,10,1991.7946695794235
5-3,10,1991.7946695794235
1-3,10,1991.7946695794235
0-4,10,1991.7946695794235
4-4,10,1991.7946695794235
5-4,10,1991.7946695794235
1-1,10,1991.7946695794235
2-0,10,1991.7946695794235
6-4,10,1991.7946695794235
0-6,10,1991.7946695794235
3-6,10,1991.7946695794235
4-6,10,1991.7946695794235
2-6,10,1991.7946695794235
1-6,10,1991.7946695794235
6-7,10,1991.7946695794235
4-1,10,1991.7946695794235
1-0,10,1991.7946695794235
3-0,10,1991.7946695794235
5-1,10,1991.7946695794235
6-1,10,1991.7946695794235
5-7,10,1991.7946695794235
6-12,10,1991.7946695794235
6-23,10,1991.7946695794235
0-23,11,2153.2902015884574
1-23,11,2153.2902015884574
4-0,11,2153.2902015884574
5-0,11,2153.2902015884574
6-0,11,2153.2902015884574
6-22,11,2153.2902015884574
3-23,11,2153.2902015884574
6-9,12,2350.9007686081045
5-9,13,2519.8090277312153
5-8,14,2707.465629000662
6-8,15,2868.450100301468
6-14,16,3041.169525960541
6-13,17,3205.943664689463
6-15,17,3205.943664689463
0-14,18,3373.520275168155
4-14,18,3373.520275168155
0-11,19,3534.951625100064
2-11,19,3534.951625100064
3-11,19,3534.951625100064
4-11,19,3534.951625100064
0-12,19,3534.951625100064
2-12,19,3534.951625100064
3-12,19,3534.951625100064
4-12,19,3534.951625100064
2-14,19,3534.951625100064
3-14,19,3534.951625100064
0-15,19,3534.951625100064
3-15,19,3534.951625100064
2-15,19,3534.951625100064
0-13,19,3534.951625100064
2-13,19,3534.951625100064
3-13,19,3534.951625100064
4-13,19,3534.951625100064
0-10,20,3700.4324263727913
1-10,20,3700.4324263727913
2-10,20,3700.4324263727913
3-10,20,3700.4324263727913
4-10,20,3700.4324263727913
4-15,21,3883.082221450339
6-19,22,4082.8821213502138
6-21,23,4283.996516657959
6-20,24,4472.668189147498
5-23,25,4647.070024000232
4-23,26,4822.378323860791
0-22,27,4993.633307051008
3-22,27,4993.633307051008
1-22,28,5157.344141918112
5-22,29,5347.194082660794
4-22,30,5518.138518077686
5-21,31,5697.9662133862785
4-21,32,5883.090495964227
3-21,33,6058.12477832057
0-21,34,6222.760740370178
1-21,35,6404.774476115588
4-20,36,6614.824470164624
3-20,37,6811.349277758983
2-20,38,6990.352071033278
0-20,39,7174.33033061848
1-20,40,7356.363294666204
6-18,41,7547.577833862364
5-18,42,7734.569812299943
5-19,43,7936.376650637993
5-10,44,8133.325882675084
6-10,45,8315.912848255874
5-16,46,8511.537488830623
6-16,47,8691.506930681178
5-12,48,8869.638904228883
5-15,49,9057.100900377436
5-13,50,9240.521182789169
5-14,51,9435.223519703752
5-11,52,9634.077737662537
6-11,53,9814.53271819785
1-16,54,10024.38028191971
0-16,55,10189.549891715216
2-16,56,10353.915166940587
4-16,56,10353.915166940587
3-16,57,10524.738500564083
5-20,58,10766.50491675955
2-23,59,11016.76677961524
2-17,60,11270.353056846481
0-17,61,11470.440537714225
1-17,62,11667.684042043265
3-17,63,11873.868425545023
4-17,64,12084.382083059209
1-18,65,12341.218606941618
0-18,66,12556.922107145023
2-18,67,12770.992189127537
3-18,68,12978.453028805776
4-18,69,13184.302488362997
3-19,70,13417.424773869981
2-19,71,13630.262740407908
1-19,72,13833.011353226837
4-19,73,14029.197489332322
0-19,74,14235.779192297518
6-17,75,14477.958877655312
5-17,76,14680.17163689666
2-22,77,14940.223554789993
2-21,78,15184.063666338523
1-8,79,15477.096087752947
