station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
3-7,9,1699.8073814774227
4-7,9,1699.8073814774227
0-7,10,1850.1889284695524
2-7,11,2009.1071464308673
1-7,12,2169.0602645624
0-0,13,2469.5481099364697
0-1,13,2469.5481099364697
0-2,13,2469.5481099364697
2-2,13,2469.5481099364697
3-4,13,2469.5481099364697
3-5,13,2469.5481099364697
4-5,13,2469.5481099364697
0-5,13,2469.5481099364697
3-2,13,2469.5481099364697
1-2,13,2469.5481099364697
2-5,13,2469.5481099364697
4-2,13,2469.5481099364697
1-5,13,2469.5481099364697
5-5,13,2469.5481099364697
6-5,13,2469.5481099364697
5-2,13,2469.5481099364697
6-2,13,2469.5481099364697
0-3,13,2469.5481099364697
3-1,13,2469.5481099364697
6-3,13,2469.5481099364697
2-4,13,2469.5481099364697
2-1,13,2469.5481099364697
5-6,13,2469.5481099364697
6-6,13,2469.5481099364697
1-4,13,2469.5481099364697
2-3,13,2469.5481099364697
3-3,13,2469.5481099364697
4-3,13,2469.5481099364697
5-3,13,2469.5481099364697
1-3,13,2469.5481099364697
0-4,13,2469.5481099364697
4-4,13,2469.5481099364697
5-4,13,2469.5481099364697
1-1,13,2469.5481099364697
2-0,13,2469.5481099364697
6-4,13,2469.5481099364697
0-6,13,2469.5481099364697
3-6,13,2469.5481099364697
4-6,13,2469.5481099364697
2-6,13,2469.5481099364697
1-6,13,2469.5481099364697
6-7,13,2469.5481099364697
4-1,13,2469.5481099364697
1-0,13,2469.5481099364697
3-0,13,2469.5481099364697
5-1,14,2604.1871675536822
6-1,14,2604.1871675536822
6-12,15,2759.077779679565
5-7,16,2904.2810854270583
6-23,17,3052.520756230794
6-22,18,3206.592168244834
1-23,19,3363.3786472537076
0-23,20,3500.093679346013
4-0,21,3646.725872264212
5-0,22,3789.8901136095983
6-0,23,3934.9590627337993
3-23,24,4091.6243109543284
6-9,25,4284.686477108135
5-9,26,4453.594736231245
5-8,27,4641.251337500692
6-8,28,4802.235808801498
6-14,29,4974.955234460571
6-15,30,5131.920198704188
6-13,31,5276.961572111916
4-14,32,5449.750460643558
0-14,33,5605.095238476609
0-15,34,5774.827380394397
3-15,35,5921.6776442688615
2-15,36,6069.396972726582
4-12,37,6217.912965131441
2-12,38,6350.090580638465
3-12,38,6350.090580638465
0-12,39,6484.637313856464
0-11,40,6628.292005697683
2-11,40,6628.292005697683
3-11,40,6628.292005697683
4-11,40,6628.292005697683
2-14,41,6777.799632136031
3-14,42,6924.700959563662
4-13,43,7090.197183085529
3-13,44,7242.768477895529
2-13,45,7387.802956554915
0-13,46,7541.204390707272
0-10,47,7718.207215543488
1-10,48,7869.273426192991
2-10,49,8017.209223077991
3-10,50,8174.721127390014
4-10,51,8323.694279333577
4-15,52,8514.720455550345
6-19,53,8714.52035545022
6-21,54,8915.634750757965
6-20,55,9104.306423247504
5-23,56,9278.708258100238
4-23,57,9454.016557960798
3-22,58,9623.214666697273
0-22,59,9770.683307431498
1-22,60,9932.889965741198
5-22,61,10122.739906483881
4-22,62,10293.684341900773
5-21,63,10473.512037209366
4-21,64,10658.636319787314
3-21,65,10833.670602143657
0-21,66,10998.306564193264
1-21,67,11180.320299938674
4-20,68,11390.37029398771
3-20,69,11586.89510158207
2-20,70,11765.897894856364
0-20,71,11949.876154441567
1-20,72,12131.909118489291
6-18,73,12323.123657685452
5-18,74,12510.115636123031
5-19,75,12711.922474461082
5-10,76,12908.871706498174
6-10,77,13091.458672078963
5-16,78,13287.083312653713
6-16,79,13467.052754504268
5-12,80,13645.184728051972
5-15,81,13832.646724200526
5-13,82,14016.067006612258
5-14,83,14210.769343526841
5-11,84,14409.623561485627
6-11,85,14590.07854202094
1-16,86,14799.9261057428
0-16,87,14965.095715538306
4-16,88,15129.223714368487
2-16,89,15288.371444481108
3-16,90,15468.596304031616
5-20,91,15710.362720227084
2-23,92,15960.624583082774
2-17,93,16214.210860314015
0-17,94,16414.29834118176
1-17,95,16611.541845510797
3-17,96,16817.726229012555
4-17,97,17028.23988652674
1-18,98,17285.07641040915
0-18,99,17500.779910612553
2-18,100,17714.849992595067
3-18,101,17922.310832273306
4-18,102,18128.16029183053
3-19,103,18361.28257733751
2-19,104,18574.12054387544
1-19,105,18776.86915669437
4-19,106,18973.055292799858
0-19,107,19179.636995765053
6-17,108,19421.816681122848
5-17,109,19624.029440364196
2-22,110,19884.08135825753
2-21,111,20127.92146980606
1-8,112,20420.953891220484
