station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.2746472764347
4-9,3,543.2746472764347
2-8,4,761.7051321602632
3-8,5,946.872335301217
4-8,5,946.872335301217
0-8,6,1137.863743743554
0-7,7,1367.4287595669568
3-7,7,1367.4287595669568
4-7,7,1367.4287595669568
1-7,7,1367.4287595669568
2-7,7,1367.4287595669568
0-0,8,1609.1942158386048
0-1,8,1609.1942158386048
0-2,8,1609.1942158386048
2-2,8,1609.1942158386048
3-4,8,1609.1942158386048
3-5,8,1609.1942158386048
4-5,8,1609.1942158386048
0-5,8,1609.1942158386048
3-2,8,1609.1942158386048
1-2,8,1609.1942158386048
2-5,8,1609.1942158386048
4-2,8,1609.1942158386048
1-5,8,1609.1942158386048
5-5,8,1609.1942158386048
6-5,8,1609.1942158386048
5-2,8,1609.1942158386048
6-2,8,1609.1942158386048
0-3,8,1609.1942158386048
3-1,8,1609.1942158386048
6-3,8,1609.1942158386048
2-4,8,1609.1942158386048
2-1,8,1609.1942158386048
5-6,8,1609.1942158386048
6-6,8,1609.1942158386048
1-4,8,1609.1942158386048
2-3,8,1609.1942158386048
3-3,8,1609.1942158386048
4-3,8,1609.1942158386048
5-3,8,1609.1942158386048
1-3,8,1609.1942158386048
0-4,8,1609.1942158386048
4-4,8,1609.1942158386048
5-4,8,1609.1942158386048
1-1,8,1609.1942158386048
2-0,8,1609.1942158386048
6-4,8,1609.1942158386048
0-6,8,1609.1942158386048
3-6,8,1609.1942158386048
4-6,8,1609.1942158386048
2-6,8,1609.1942158386048
1-6,8,1609.1942158386048
6-7,8,1609.1942158386048
4-1,8,1609.1942158386048
1-0,8,1609.1942158386048
3-0,8,1609.1942158386048
5-1,8,1609.1942158386048
6-1,8,1609.1942158386048
5-7,8,1609.1942158386048
6-12,8,1609.1942158386048
6-23,8,1609.1942158386048
0-23,8,1609.1942158386048
1-23,8,1609.1942158386048
4-0,8,1609.1942158386048
5-0,8,1609.1942158386048
6-0,8,1609.1942158386048
6-22,8,1609.1942158386048
3-23,8,1609.1942158386048
5-9,9,1821.5515635578413
6-9,9,1821.5515635578413
5-8,10,2002.930984114382
6-8,10,2002.930984114382
0-10,11,2183.5868603496074
1-10,11,2183.5868603496074
2-10,11,2183.5868603496074
3-10,11,2183.5868603496074
4-10,11,2183.5868603496074
0-11,11,2183.5868603496074
2-11,11,2183.5868603496074
3-11,11,2183.5868603496074
4-11,11,2183.5868603496074
0-12,11,2183.5868603496074
2-12,11,2183.5868603496074
3-12,11,2183.5868603496074
4-12,11,2183.5868603496074
2-14,11,2183.5868603496074
3-14,11,2183.5868603496074
0-15,11,2183.5868603496074
3-15,11,2183.5868603496074
2-15,11,2183.5868603496074
0-13,11,2183.5868603496074
2-13,11,2183.5868603496074
3-13,11,2183.5868603496074
4-13,11,2183.5868603496074
0-14,11,2183.5868603496074
4-14,11,2183.5868603496074
6-13,11,2183.5868603496074
6-15,11,2183.5868603496074
6-14,11,2183.5868603496074
4-15,12,2361.1611072000687
6-19,13,2560.9610070999433
6-21,14,2762.0754024076887
5-23,15,2951.9531142882233
6-20,15,2951.9531142882233
0-22,16,3130.5932466828203
3-22,16,3130.5932466828203
1-22,16,3130.5932466828203
4-23,16,3130.5932466828203
4-22,17,3311.383671388776
5-22,17,3311.383671388776
5-21,18,3494.141474150553
4-21,19,3679.2657567285014
0-21,20,3857.914670631667
3-21,20,3857.914670631667
1-21,21,4037.848474806035
4-20,22,4247.898468855071
3-20,23,4444.42327644943
2-20,24,4623.426069723725
0-20,25,4807.404329308927
1-20,26,4989.437293356651
6-18,27,5180.651832552811
5-18,28,5367.64381099039
5-19,29,5569.450649328441
5-10,30,5766.399881365532
6-10,31,5948.98684694632
5-16,32,6144.61148752107
6-16,33,6324.580929371624
5-12,34,6502.712902919328
5-15,35,6690.174899067881
5-13,36,6873.595181479614
5-14,37,7068.297518394198
5-11,38,7267.151736352983
6-11,39,7447.6067168882955
0-16,40,7661.707960674974
2-16,40,7661.707960674974
4-16,40,7661.707960674974
1-16,40,7661.707960674974
3-16,40,7661.707960674974
5-20,41,7893.156895852603
2-23,42,8143.418758708292
2-17,43,8397.005035939534
0-17,44,8597.092516807279
1-17,45,8794.33602113632
3-17,46,9000.520404638077
4-17,47,9211.034062152263
1-18,48,9467.870586034673
0-18,49,9683.574086238077
2-18,50,9897.644168220591
3-18,51,10105.10500789883
4-18,52,10310.954467456051
3-19,53,10544.076752963036
2-19,54,10756.914719500963
1-19,55,10959.663332319891
4-19,56,11155.849468425376
0-19,57,11362.431171390572
6-17,58,11604.610856748366
5-17,59,11806.823615989715
2-22,60,12066.875533883047
2-21,61,12310.715645431577
1-8,62,12603.748066846001
