station_no,class,Diff
0-9,0,0
2-9,0,0
3-9,0,0
4-9,0,0
1-9,0,0
2-8,1,219.92851310338213
3-8,1,219.92851310338213
4-8,1,219.92851310338213
0-8,2,413.82938663997976
0-7,3,643.3944024633826
3-7,3,643.3944024633826
4-7,3,643.3944024633826
1-7,3,643.3944024633826
2-7,3,643.3944024633826
0-0,4,885.1598587350304
0-1,4,885.1598587350304
0-2,4,885.1598587350304
2-2,4,885.1598587350304
3-4,4,885.1598587350304
3-5,4,885.1598587350304
4-5,4,885.1598587350304
0-5,4,885.1598587350304
3-2,4,885.1598587350304
1-2,4,885.1598587350304
2-5,4,885.1598587350304
4-2,4,885.1598587350304
1-5,4,885.1598587350304
5-5,4,885.1598587350304
6-5,4,885.1598587350304
5-2,4,885.1598587350304
6-2,4,885.1598587350304
0-3,4,885.1598587350304
3-1,4,885.1598587350304
6-3,4,885.1598587350304
2-4,4,885.1598587350304
2-1,4,885.1598587350304
5-6,4,885.1598587350304
6-6,4,885.1598587350304
1-4,4,885.1598587350304
2-3,4,885.1598587350304
3-3,4,885.1598587350304
4-3,4,885.1598587350304
5-3,4,885.1598587350304
1-3,4,885.1598587350304
0-4,4,885.1598587350304
4-4,4,885.1598587350304
5-4,4,885.1598587350304
1-1,4,885.1598587350304
2-0,4,885.1598587350304
6-4,4,885.1598587350304
0-6,4,885.1598587350304
3-6,4,885.1598587350304
4-6,4,885.1598587350304
2-6,4,885.1598587350304
1-6,4,885.1598587350304
6-7,4,885.1598587350304
4-1,4,885.1598587350304
1-0,4,885.1598587350304
3-0,4,885.1598587350304
5-1,4,885.1598587350304
6-1,4,885.1598587350304
5-7,4,885.1598587350304
6-12,4,885.1598587350304
6-23,4,885.1598587350304
0-23,4,885.1598587350304
1-23,4,885.1598587350304
4-0,4,885.1598587350304
5-0,4,885.1598587350304
6-0,4,885.1598587350304
6-22,4,885.1598587350304
3-23,4,885.1598587350304
0-10,5,1075.2686299033135
1-10,5,1075.2686299033135
2-10,5,1075.2686299033135
3-10,5,1075.2686299033135
4-10,5,1075.2686299033135
0-11,5,1075.2686299033135
2-11,5,1075.2686299033135
3-11,5,1075.2686299033135
4-11,5,1075.2686299033135
0-12,5,1075.2686299033135
2-12,5,1075.2686299033135
3-12,5,1075.2686299033135
4-12,5,1075.2686299033135
2-14,5,1075.2686299033135
3-14,5,1075.2686299033135
0-15,5,1075.2686299033135
3-15,5,1075.2686299033135
2-15,5,1075.2686299033135
0-13,5,1075.2686299033135
2-13,5,1075.2686299033135
3-13,5,1075.2686299033135
4-13,5,1075.2686299033135
0-14,5,1075.2686299033135
4-14,5,1075.2686299033135
6-13,5,1075.2686299033135
6-15,5,1075.2686299033135
6-14,5,1075.2686299033135
4-15,5,1075.2686299033135
5-8,5,1075.2686299033135
6-8,5,1075.2686299033135
5-9,5,1075.2686299033135
6-9,5,1075.2686299033135
6-19,5,1075.2686299033135
6-21,6,1268.5508174744787
0-22,7,1459.6156123227156
3-22,7,1459.6156123227156
1-22,7,1459.6156123227156
4-23,7,1459.6156123227156
5-23,7,1459.6156123227156
6-20,7,1459.6156123227156
4-22,7,1459.6156123227156
5-22,7,1459.6156123227156
5-21,7,1459.6156123227156
0-21,8,1650.8374351985494
3-21,8,1650.8374351985494
4-21,8,1650.8374351985494
1-21,8,1650.8374351985494
4-20,9,1852.2908573151685
0-20,10,2043.2776927714217
1-20,10,2043.2776927714217
2-20,10,2043.2776927714217
3-20,10,2043.2776927714217
5-18,11,2244.4236793782516
6-18,11,2244.4236793782516
5-19,12,2446.6853739864337
5-10,13,2640.002623205574
6-10,13,2640.002623205574
5-12,13,2640.002623205574
6-16,13,2640.002623205574
5-16,13,2640.002623205574
5-13,13,2640.002623205574
5-15,13,2640.002623205574
5-14,14,2831.704311752151
5-11,15,3036.555564076415
6-11,15,3036.555564076415
0-16,16,3244.9420226367843
2-16,16,3244.9420226367843
4-16,16,3244.9420226367843
1-16,16,3244.9420226367843
3-16,16,3244.9420226367843
5-20,17,3476.3909578144135
2-23,18,3726.652820670103
2-17,19,3980.2390979013444
0-17,20,4180.326578769089
1-17,21,4377.570083098129
3-17,22,4583.754466599887
4-17,23,4794.268124114073
1-18,24,5051.104647996483
0-18,25,5266.808148199888
2-18,26,5480.878230182401
3-18,27,5688.33906986064
4-18,28,5894.188529417861
3-19,29,6127.3108149248455
2-19,30,6340.1487814627735
1-19,31,6542.897394281703
4-19,32,6739.083530387188
0-19,33,6945.665233352383
6-17,34,7187.844918710177
5-17,35,7390.057677951527
2-22,36,7650.109595844859
2-21,37,7893.94970739339
1-8,38,8186.982128807813
