station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
0-6,14,2558.5496852942642
3-6,14,2558.5496852942642
4-6,14,2558.5496852942642
2-6,14,2558.5496852942642
1-6,14,2558.5496852942642
6-7,14,2558.5496852942642
0-0,15,2678.930569451229
0-1,15,2678.930569451229
0-2,15,2678.930569451229
2-2,15,2678.930569451229
3-4,15,2678.930569451229
3-5,15,2678.930569451229
4-5,15,2678.930569451229
0-5,15,2678.930569451229
3-2,15,2678.930569451229
1-2,15,2678.930569451229
2-5,15,2678.930569451229
4-2,15,2678.930569451229
1-5,15,2678.930569451229
5-5,15,2678.930569451229
6-5,15,2678.930569451229
5-2,15,2678.930569451229
6-2,15,2678.930569451229
0-3,15,2678.930569451229
3-1,15,2678.930569451229
6-3,15,2678.930569451229
2-4,15,2678.930569451229
2-1,15,2678.930569451229
5-6,15,2678.930569451229
6-6,15,2678.930569451229
1-4,15,2678.930569451229
2-3,15,2678.930569451229
3-3,15,2678.930569451229
4-3,15,2678.930569451229
5-3,15,2678.930569451229
1-3,15,2678.930569451229
0-4,15,2678.930569451229
4-4,15,2678.930569451229
5-4,15,2678.930569451229
1-1,15,2678.930569451229
2-0,15,2678.930569451229
6-4,16,2797.3485592797592
4-1,17,2933.7706982455443
3-0,18,3061.363801507437
1-0,19,3181.438778084574
6-1,20,3315.1548952881485
5-1,21,3436.830694032188
6-12,22,3591.0902156183774
5-7,23,3736.2935213658707
6-23,24,3884.5331921696065
6-22,25,4038.604604183646
1-23,26,4195.39108319252
0-23,27,4332.106115284824
4-0,28,4478.738308203024
5-0,29,4621.90254954841
6-0,30,4766.971498672611
3-23,31,4923.63674689314
6-9,32,5116.6989130469465
5-9,33,5285.607172170057
5-8,34,5473.263773439504
6-8,35,5634.24824474031
6-14,36,5806.967670399383
6-15,37,5963.932634643
6-13,38,6108.974008050728
4-14,39,6281.76289658237
0-14,40,6437.107674415421
0-15,41,6606.839816333209
3-15,42,6753.690080207673
2-15,43,6901.409408665394
4-12,44,7049.9254010702525
3-12,45,7178.486670510158
2-12,46,7303.44266276343
0-12,47,7436.514072164548
4-11,48,7584.081006130122
2-11,49,7711.426663330968
3-11,49,7711.426663330968
0-11,50,7841.312943435664
2-14,51,7990.88566822197
3-14,52,8137.7869956496015
4-13,53,8303.28321917147
3-13,54,8455.85451398147
2-13,55,8600.888992640857
0-13,56,8754.290426793215
0-10,57,8931.293251629431
1-10,58,9082.359462278935
2-10,59,9230.295259163935
3-10,60,9387.807163475958
4-10,61,9536.78031541952
4-15,62,9727.80649163629
6-19,63,9927.606391536165
6-21,64,10128.720786843909
6-20,65,10317.392459333449
5-23,66,10491.794294186182
4-23,67,10667.102594046743
3-22,68,10836.300702783217
0-22,69,10983.769343517442
1-22,70,11145.976001827143
5-22,71,11335.825942569825
4-22,72,11506.770377986717
5-21,73,11686.59807329531
4-21,74,11871.722355873258
3-21,75,12046.7566382296
0-21,76,12211.392600279209
1-21,77,12393.406336024618
4-20,78,12603.456330073654
3-20,79,12799.981137668014
2-20,80,12978.983930942308
0-20,81,13162.96219052751
1-20,82,13344.995154575236
6-18,83,13536.209693771396
5-18,84,13723.201672208976
5-19,85,13925.008510547026
5-10,86,14121.957742584118
6-10,87,14304.544708164907
5-16,88,14500.169348739657
6-16,89,14680.138790590212
5-12,90,14858.270764137917
5-15,91,15045.73276028647
5-13,92,15229.153042698203
5-14,93,15423.855379612785
5-11,94,15622.709597571571
6-11,95,15803.164578106884
1-16,96,16013.012141828744
0-16,97,16178.18175162425
4-16,98,16342.309750454431
2-16,99,16501.457480567053
3-16,100,16681.68234011756
5-20,101,16923.448756313028
2-23,102,17173.710619168716
2-17,103,17427.29689639996
0-17,104,17627.384377267703
1-17,105,17824.62788159674
3-17,106,18030.8122650985
4-17,107,18241.325922612683
1-18,108,18498.162446495095
0-18,109,18713.865946698497
2-18,110,18927.93602868101
3-18,111,19135.39686835925
4-18,112,19341.246327916473
3-19,113,19574.368613423456
2-19,114,19787.206579961385
1-19,115,19989.955192780315
4-19,116,20186.141328885802
0-19,117,20392.723031850997
6-17,118,20634.90271720879
5-17,119,20837.11547645014
2-22,120,21097.167394343473
2-21,121,21341.007505892005
1-8,122,21634.03992730643
