station_no,class,Diff
1-9,0,0
0-9,1,188.28209498012242
2-9,1,188.28209498012242
3-9,1,188.28209498012242
4-9,1,188.28209498012242
2-8,2,413.05765474422583
3-8,3,598.2248578851796
4-8,3,598.2248578851796
0-8,4,789.2162663275167
0-7,5,1018.7812821509194
3-7,5,1018.7812821509194
4-7,5,1018.7812821509194
1-7,5,1018.7812821509194
2-7,5,1018.7812821509194
0-0,6,1260.5467384225674
0-1,6,1260.5467384225674
0-2,6,1260.5467384225674
2-2,6,1260.5467384225674
3-4,6,1260.5467384225674
3-5,6,1260.5467384225674
4-5,6,1260.5467384225674
0-5,6,1260.5467384225674
3-2,6,1260.5467384225674
1-2,6,1260.5467384225674
2-5,6,1260.5467384225674
4-2,6,1260.5467384225674
1-5,6,1260.5467384225674
5-5,6,1260.5467384225674
6-5,6,1260.5467384225674
5-2,6,1260.5467384225674
6-2,6,1260.5467384225674
0-3,6,1260.5467384225674
3-1,6,1260.5467384225674
6-3,6,1260.5467384225674
2-4,6,1260.5467384225674
2-1,6,1260.5467384225674
5-6,6,1260.5467384225674
6-6,6,1260.5467384225674
1-4,6,1260.5467384225674
2-3,6,1260.5467384225674
3-3,6,1260.5467384225674
4-3,6,1260.5467384225674
5-3,6,1260.5467384225674
1-3,6,1260.5467384225674
0-4,6,1260.5467384225674
4-4,6,1260.5467384225674
5-4,6,1260.5467384225674
1-1,6,1260.5467384225674
2-0,6,1260.5467384225674
6-4,6,1260.5467384225674
0-6,6,1260.5467384225674
3-6,6,1260.5467384225674
4-6,6,1260.5467384225674
2-6,6,1260.5467384225674
1-6,6,1260.5467384225674
6-7,6,1260.5467384225674
4-1,6,1260.5467384225674
1-0,6,1260.5467384225674
3-0,6,1260.5467384225674
5-1,6,1260.5467384225674
6-1,6,1260.5467384225674
5-7,6,1260.5467384225674
6-12,6,1260.5467384225674
6-23,6,1260.5467384225674
0-23,6,1260.5467384225674
1-23,6,1260.5467384225674
4-0,6,1260.5467384225674
5-0,6,1260.5467384225674
6-0,6,1260.5467384225674
6-22,6,1260.5467384225674
3-23,6,1260.5467384225674
0-10,7,1450.528980990349
1-10,7,1450.528980990349
2-10,7,1450.528980990349
3-10,7,1450.528980990349
4-10,7,1450.528980990349
0-11,7,1450.528980990349
2-11,7,1450.528980990349
3-11,7,1450.528980990349
4-11,7,1450.528980990349
0-12,7,1450.528980990349
2-12,7,1450.528980990349
3-12,7,1450.528980990349
4-12,7,1450.528980990349
2-14,7,1450.528980990349
3-14,7,1450.528980990349
0-15,7,1450.528980990349
3-15,7,1450.528980990349
2-15,7,1450.528980990349
0-13,7,1450.528980990349
2-13,7,1450.528980990349
3-13,7,1450.528980990349
4-13,7,1450.528980990349
0-14,7,1450.528980990349
4-14,7,1450.528980990349
6-13,7,1450.528980990349
6-15,7,1450.528980990349
6-14,7,1450.528980990349
4-15,7,1450.528980990349
5-8,7,1450.528980990349
6-8,7,1450.528980990349
5-9,7,1450.528980990349
6-9,7,1450.528980990349
6-19,8,1638.8526914416132
6-21,9,1839.9670867493583
0-22,10,2030.2071976969635
3-22,10,2030.2071976969635
1-22,10,2030.2071976969635
4-23,10,2030.2071976969635
5-23,10,2030.2071976969635
6-20,10,2030.2071976969635
4-22,11,2217.9356627923444
5-22,11,2217.9356627923444
5-21,11,2217.9356627923444
0-21,12,2409.415093428037
3-21,12,2409.415093428037
4-21,12,2409.415093428037
1-21,12,2409.415093428037
4-20,13,2610.868515544656
2-20,14,2800.320282756655
3-20,14,2800.320282756655
0-20,15,2985.741379522844
1-20,15,2985.741379522844
6-18,16,3181.721703273919
5-18,17,3368.713681711498
5-19,18,3570.5205200495484
5-10,19,3767.495136068094
6-10,19,3767.495136068094
5-12,20,3955.832150417722
6-16,20,3955.832150417722
5-16,20,3955.832150417722
5-13,21,4143.192618783354
5-15,21,4143.192618783354
5-14,22,4336.382192903511
5-11,23,4541.2334452277755
6-11,23,4541.2334452277755
0-16,24,4749.619903788144
2-16,24,4749.619903788144
4-16,24,4749.619903788144
1-16,24,4749.619903788144
3-16,24,4749.619903788144
5-20,25,4981.0688389657735
2-23,26,5231.330701821463
2-17,27,5484.916979052704
0-17,28,5685.004459920448
1-17,29,5882.247964249488
3-17,30,6088.432347751246
4-17,31,6298.946005265432
1-18,32,6555.782529147843
0-18,33,6771.486029351247
2-18,34,6985.556111333761
3-18,35,7193.0169510119995
4-18,36,7398.8664105692205
3-19,37,7631.988696076205
2-19,38,7844.826662614133
1-19,39,8047.575275433062
4-19,40,8243.761411538548
0-19,41,8450.343114503743
6-17,42,8692.522799861537
5-17,43,8894.735559102886
2-22,44,9154.787476996218
2-21,45,9398.627588544749
1-8,46,9691.66000995917
