station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
6-7,14,2547.37371895705
0-6,15,2661.810140105563
3-6,15,2661.810140105563
4-6,15,2661.810140105563
2-6,15,2661.810140105563
1-6,15,2661.810140105563
2-0,16,2779.842385601765
0-1,17,2901.526402629475
5-4,18,3018.1711624774853
4-4,19,3120.234868073549
1-3,20,3222.043512107344
3-3,21,3323.2562050723313
4-3,21,3323.2562050723313
5-3,21,3323.2562050723313
1-4,22,3414.1633344349066
2-3,22,3414.1633344349066
2-1,23,3522.7879988465943
0-2,24,3615.0999671467575
2-2,24,3615.0999671467575
3-4,24,3615.0999671467575
3-5,24,3615.0999671467575
4-5,24,3615.0999671467575
0-5,24,3615.0999671467575
3-2,24,3615.0999671467575
1-2,24,3615.0999671467575
2-5,24,3615.0999671467575
4-2,24,3615.0999671467575
1-5,24,3615.0999671467575
5-5,24,3615.0999671467575
6-5,24,3615.0999671467575
5-2,24,3615.0999671467575
6-2,24,3615.0999671467575
0-3,24,3615.0999671467575
3-1,24,3615.0999671467575
6-3,24,3615.0999671467575
2-4,25,3706.187312945016
5-6,26,3812.385740459087
6-6,26,3812.385740459087
0-4,27,3925.994333275579
1-1,28,4042.669094899505
0-0,29,4152.300294838209
6-4,30,4283.704252160658
4-1,31,4420.126391126443
3-0,32,4547.719494388336
1-0,33,4667.794470965473
6-1,34,4801.510588169047
5-1,35,4923.186386913087
6-12,36,5077.445908499276
5-7,37,5222.64921424677
6-23,38,5370.888885050505
6-22,39,5524.960297064546
1-23,40,5681.746776073419
0-23,41,5818.461808165724
4-0,42,5965.094001083923
5-0,43,6108.25824242931
6-0,44,6253.327191553511
3-23,45,6409.99243977404
6-9,46,6603.054605927846
5-9,47,6771.962865050957
5-8,48,6959.619466320403
6-8,49,7120.603937621209
6-14,50,7293.323363280282
6-15,51,7450.288327523899
6-13,52,7595.3297009316275
4-14,53,7768.118589463269
0-14,54,7923.46336729632
0-15,55,8093.195509214108
3-15,56,8240.045773088574
2-15,57,8387.765101546294
4-12,58,8536.281093951153
3-12,59,8664.842363391059
2-12,60,8789.798355644332
0-12,61,8922.86976504545
4-11,62,9070.436699011025
3-11,63,9195.216505069537
2-11,64,9313.457783817696
0-11,65,9443.1111678846
2-14,66,9592.683892670904
3-14,67,9739.585220098536
4-13,68,9905.081443620404
3-13,69,10057.652738430404
2-13,70,10202.687217089791
0-13,71,10356.08865124215
0-10,72,10533.091476078365
1-10,73,10684.157686727869
2-10,74,10832.093483612869
3-10,75,10989.605387924892
4-10,76,11138.578539868455
4-15,77,11329.604716085223
6-19,78,11529.404615985099
6-21,79,11730.519011292843
6-20,80,11919.190683782383
5-23,81,12093.592518635116
4-23,82,12268.900818495677
3-22,83,12438.098927232151
0-22,84,12585.567567966376
1-22,85,12747.774226276077
5-22,86,12937.62416701876
4-22,87,13108.568602435651
5-21,88,13288.396297744244
4-21,89,13473.520580322192
3-21,90,13648.554862678535
0-21,91,13813.190824728143
1-21,92,13995.204560473552
4-20,93,14205.254554522588
3-20,94,14401.779362116948
2-20,95,14580.782155391242
0-20,96,14764.760414976445
1-20,97,14946.79337902417
6-18,98,15138.00791822033
5-18,99,15324.99989665791
5-19,100,15526.80673499596
5-10,101,15723.755967033052
6-10,102,15906.342932613841
5-16,103,16101.96757318859
6-16,104,16281.937015039146
5-12,105,16460.06898858685
5-15,106,16647.5309847354
5-13,107,16830.951267147135
5-14,108,17025.653604061717
5-11,109,17224.507822020503
6-11,110,17404.962802555816
1-16,111,17614.810366277674
0-16,112,17779.97997607318
4-16,113,17944.107974903363
2-16,114,18103.255705015985
3-16,115,18283.480564566493
5-20,116,18525.24698076196
2-23,117,18775.50884361765
2-17,118,19029.09512084889
0-17,119,19229.182601716635
1-17,120,19426.426106045674
3-17,121,19632.61048954743
4-17,122,19843.124147061615
1-18,123,20099.960670944027
0-18,124,20315.66417114743
2-18,125,20529.734253129944
3-18,126,20737.195092808182
4-18,127,20943.044552365405
3-19,128,21176.166837872388
2-19,129,21389.004804410317
1-19,130,21591.753417229247
4-19,131,21787.939553334734
0-19,132,21994.52125629993
6-17,133,22236.700941657724
5-17,134,22438.913700899073
2-22,135,22698.965618792405
2-21,136,22942.805730340937
1-8,137,23235.83815175536
