station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
0-7,9,1701.2818382588953
3-7,9,1701.2818382588953
4-7,9,1701.2818382588953
1-7,10,1870.5812156760514
2-7,10,1870.5812156760514
0-0,11,2155.159868876311
0-1,11,2155.159868876311
0-2,11,2155.159868876311
2-2,11,2155.159868876311
3-4,11,2155.159868876311
3-5,11,2155.159868876311
4-5,11,2155.159868876311
0-5,11,2155.159868876311
3-2,11,2155.159868876311
1-2,11,2155.159868876311
2-5,11,2155.159868876311
4-2,11,2155.159868876311
1-5,11,2155.159868876311
5-5,11,2155.159868876311
6-5,11,2155.159868876311
5-2,11,2155.159868876311
6-2,11,2155.159868876311
0-3,11,2155.159868876311
3-1,11,2155.159868876311
6-3,11,2155.159868876311
2-4,11,2155.159868876311
2-1,11,2155.159868876311
5-6,11,2155.159868876311
6-6,11,2155.159868876311
1-4,11,2155.159868876311
2-3,11,2155.159868876311
3-3,11,2155.159868876311
4-3,11,2155.159868876311
5-3,11,2155.159868876311
1-3,11,2155.159868876311
0-4,11,2155.159868876311
4-4,11,2155.159868876311
5-4,11,2155.159868876311
1-1,11,2155.159868876311
2-0,11,2155.159868876311
6-4,11,2155.159868876311
0-6,11,2155.159868876311
3-6,11,2155.159868876311
4-6,11,2155.159868876311
2-6,11,2155.159868876311
1-6,11,2155.159868876311
6-7,11,2155.159868876311
4-1,11,2155.159868876311
1-0,11,2155.159868876311
3-0,11,2155.159868876311
5-1,11,2155.159868876311
6-1,11,2155.159868876311
5-7,11,2155.159868876311
6-12,11,2155.159868876311
6-23,11,2155.159868876311
0-23,12,2316.655400885345
1-23,12,2316.655400885345
4-0,12,2316.655400885345
5-0,12,2316.655400885345
6-0,12,2316.655400885345
6-22,12,2316.655400885345
3-23,12,2316.655400885345
6-9,13,2514.265967904992
5-9,14,2683.174227028103
5-8,15,2870.8308282975495
6-8,16,3031.8152995983555
6-14,17,3204.5347252574284
6-13,18,3369.3088639863504
6-15,18,3369.3088639863504
0-14,19,3536.8854744650425
4-14,19,3536.8854744650425
0-11,20,3698.3168243969517
2-11,20,3698.3168243969517
3-11,20,3698.3168243969517
4-11,20,3698.3168243969517
0-12,20,3698.3168243969517
2-12,20,3698.3168243969517
3-12,20,3698.3168243969517
4-12,20,3698.3168243969517
2-14,20,3698.3168243969517
3-14,20,3698.3168243969517
0-15,20,3698.3168243969517
3-15,20,3698.3168243969517
2-15,20,3698.3168243969517
0-13,20,3698.3168243969517
2-13,20,3698.3168243969517
3-13,20,3698.3168243969517
4-13,20,3698.3168243969517
0-10,21,3863.797625669679
1-10,21,3863.797625669679
2-10,21,3863.797625669679
3-10,21,3863.797625669679
4-10,21,3863.797625669679
4-15,22,4046.4474207472267
6-19,23,4246.247320647101
6-21,24,4447.361715954847
6-20,25,4636.033388444386
5-23,26,4810.43522329712
4-23,27,4985.743523157679
0-22,28,5156.998506347896
3-22,28,5156.998506347896
1-22,29,5320.709341215
5-22,30,5510.559281957682
4-22,31,5681.503717374574
5-21,32,5861.3314126831665
4-21,33,6046.455695261115
3-21,34,6221.489977617458
0-21,35,6386.125939667066
1-21,36,6568.139675412476
4-20,37,6778.189669461512
3-20,38,6974.714477055871
2-20,39,7153.717270330166
0-20,40,7337.695529915368
1-20,41,7519.728493963092
6-18,42,7710.943033159252
5-18,43,7897.935011596831
5-19,44,8099.741849934881
5-10,45,8296.691081971972
6-10,46,8479.278047552762
5-16,47,8674.902688127511
6-16,48,8854.872129978066
5-12,49,9033.004103525771
5-15,50,9220.466099674324
5-13,51,9403.886382086057
5-14,52,9598.58871900064
5-11,53,9797.442936959425
6-11,54,9977.897917494738
1-16,55,10187.745481216598
0-16,56,10352.915091012104
2-16,57,10517.280366237475
4-16,57,10517.280366237475
3-16,58,10688.10369986097
5-20,59,10929.870116056438
2-23,60,11180.131978912128
2-17,61,11433.71825614337
0-17,62,11633.805737011113
1-17,63,11831.049241340153
3-17,64,12037.23362484191
4-17,65,12247.747282356097
1-18,66,12504.583806238506
0-18,67,12720.287306441911
2-18,68,12934.357388424425
3-18,69,13141.818228102664
4-18,70,13347.667687659885
3-19,71,13580.78997316687
2-19,72,13793.627939704797
1-19,73,13996.376552523725
4-19,74,14192.56268862921
0-19,75,14399.144391594406
6-17,76,14641.3240769522
5-17,77,14843.536836193549
2-22,78,15103.58875408688
2-21,79,15347.428865635411
1-8,80,15640.461287049835
