station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
6-7,14,2547.37371895705
0-6,15,2661.810140105563
3-6,15,2661.810140105563
4-6,15,2661.810140105563
2-6,15,2661.810140105563
1-6,15,2661.810140105563
2-0,16,2779.842385601765
0-1,17,2901.526402629475
5-4,18,3018.1711624774853
4-4,19,3120.234868073549
1-3,20,3222.043512107344
1-4,21,3320.2034759316316
2-3,21,3320.2034759316316
3-3,21,3320.2034759316316
4-3,21,3320.2034759316316
5-3,21,3320.2034759316316
2-1,22,3428.7857237509206
0-2,23,3521.097692051084
2-2,23,3521.097692051084
3-4,23,3521.097692051084
3-5,23,3521.097692051084
4-5,23,3521.097692051084
0-5,23,3521.097692051084
3-2,23,3521.097692051084
1-2,23,3521.097692051084
2-5,23,3521.097692051084
4-2,23,3521.097692051084
1-5,23,3521.097692051084
5-5,23,3521.097692051084
6-5,23,3521.097692051084
5-2,23,3521.097692051084
6-2,23,3521.097692051084
0-3,23,3521.097692051084
3-1,23,3521.097692051084
6-3,23,3521.097692051084
2-4,24,3612.1850378493423
5-6,25,3718.3834653634135
6-6,25,3718.3834653634135
0-4,26,3831.992058179905
1-1,27,3948.6668198038315
0-0,28,4058.298019742535
6-4,29,4189.701977064984
4-1,30,4326.124116030769
3-0,31,4453.717219292662
1-0,32,4573.792195869799
6-1,33,4707.508313073373
5-1,34,4829.1841118174125
6-12,35,4983.443633403602
5-7,36,5128.6469391510955
6-23,37,5276.886609954831
6-22,38,5430.958021968871
1-23,39,5587.744500977745
0-23,40,5724.4595330700495
4-0,41,5871.091725988249
5-0,42,6014.255967333635
6-0,43,6159.3249164578365
3-23,44,6315.9901646783655
6-9,45,6509.052330832172
5-9,46,6677.960589955283
5-8,47,6865.617191224729
6-8,48,7026.601662525535
6-14,49,7199.321088184608
6-15,50,7356.286052428225
6-13,51,7501.327425835953
4-14,52,7674.116314367595
0-14,53,7829.461092200646
0-15,54,7999.193234118434
3-15,55,8146.043497992899
2-15,56,8293.76282645062
4-12,57,8442.278818855479
3-12,58,8570.840088295385
2-12,59,8695.796080548658
0-12,60,8828.867489949776
4-11,61,8976.43442391535
3-11,62,9101.214229973863
2-11,63,9219.455508722021
0-11,64,9349.108892788925
2-14,65,9498.68161757523
3-14,66,9645.582945002861
4-13,67,9811.07916852473
3-13,68,9963.65046333473
2-13,69,10108.684941994117
0-13,70,10262.086376146475
0-10,71,10439.089200982691
1-10,72,10590.155411632195
2-10,73,10738.091208517195
3-10,74,10895.603112829218
4-10,75,11044.57626477278
4-15,76,11235.602440989549
6-19,77,11435.402340889425
6-21,78,11636.516736197169
6-20,79,11825.188408686708
5-23,80,11999.590243539442
4-23,81,12174.898543400002
3-22,82,12344.096652136477
0-22,83,12491.565292870702
1-22,84,12653.771951180403
5-22,85,12843.621891923085
4-22,86,13014.566327339977
5-21,87,13194.39402264857
4-21,88,13379.518305226518
3-21,89,13554.55258758286
0-21,90,13719.188549632468
1-21,91,13901.202285377878
4-20,92,14111.252279426913
3-20,93,14307.777087021273
2-20,94,14486.779880295568
0-20,95,14670.75813988077
1-20,96,14852.791103928495
6-18,97,15044.005643124656
5-18,98,15230.997621562236
5-19,99,15432.804459900286
5-10,100,15629.753691937378
6-10,101,15812.340657518167
5-16,102,16007.965298092917
6-16,103,16187.934739943472
5-12,104,16366.066713491176
5-15,105,16553.52870963973
5-13,106,16736.948992051464
5-14,107,16931.651328966047
5-11,108,17130.505546924833
6-11,109,17310.960527460145
1-16,110,17520.808091182003
0-16,111,17685.97770097751
4-16,112,17850.105699807693
2-16,113,18009.253429920314
3-16,114,18189.478289470822
5-20,115,18431.24470566629
2-23,116,18681.506568521978
2-17,117,18935.09284575322
0-17,118,19135.180326620964
1-17,119,19332.423830950003
3-17,120,19538.60821445176
4-17,121,19749.121871965945
1-18,122,20005.958395848356
0-18,123,20221.66189605176
2-18,124,20435.731978034273
3-18,125,20643.192817712512
4-18,126,20849.042277269735
3-19,127,21082.164562776718
2-19,128,21295.002529314646
1-19,129,21497.751142133577
4-19,130,21693.937278239064
0-19,131,21900.51898120426
6-17,132,22142.698666562053
5-17,133,22344.911425803402
2-22,134,22604.963343696734
2-21,135,22848.803455245266
1-8,136,23141.83587665969
