station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
0-7,9,1701.2818382588953
3-7,9,1701.2818382588953
4-7,9,1701.2818382588953
2-7,10,1861.4999387318219
1-7,11,2021.4530568633545
0-0,12,2321.3471324329394
0-1,12,2321.3471324329394
0-2,12,2321.3471324329394
2-2,12,2321.3471324329394
3-4,12,2321.3471324329394
3-5,12,2321.3471324329394
4-5,12,2321.3471324329394
0-5,12,2321.3471324329394
3-2,12,2321.3471324329394
1-2,12,2321.3471324329394
2-5,12,2321.3471324329394
4-2,12,2321.3471324329394
1-5,12,2321.3471324329394
5-5,12,2321.3471324329394
6-5,12,2321.3471324329394
5-2,12,2321.3471324329394
6-2,12,2321.3471324329394
0-3,12,2321.3471324329394
3-1,12,2321.3471324329394
6-3,12,2321.3471324329394
2-4,12,2321.3471324329394
2-1,12,2321.3471324329394
5-6,12,2321.3471324329394
6-6,12,2321.3471324329394
1-4,12,2321.3471324329394
2-3,12,2321.3471324329394
3-3,12,2321.3471324329394
4-3,12,2321.3471324329394
5-3,12,2321.3471324329394
1-3,12,2321.3471324329394
0-4,12,2321.3471324329394
4-4,12,2321.3471324329394
5-4,12,2321.3471324329394
1-1,12,2321.3471324329394
2-0,12,2321.3471324329394
6-4,12,2321.3471324329394
0-6,12,2321.3471324329394
3-6,12,2321.3471324329394
4-6,12,2321.3471324329394
2-6,12,2321.3471324329394
1-6,12,2321.3471324329394
6-7,12,2321.3471324329394
4-1,12,2321.3471324329394
1-0,12,2321.3471324329394
3-0,12,2321.3471324329394
5-1,12,2321.3471324329394
6-1,12,2321.3471324329394
5-7,13,2476.2604382660084
6-12,13,2476.2604382660084
6-23,13,2476.2604382660084
0-23,14,2631.2886350856184
1-23,14,2631.2886350856184
4-0,14,2631.2886350856184
5-0,14,2631.2886350856184
6-0,14,2631.2886350856184
6-22,14,2631.2886350856184
3-23,15,2788.0717773013225
6-9,16,2981.133943455129
5-9,17,3150.04220257824
5-8,18,3337.6988038476866
6-8,19,3498.6832751484926
6-14,20,3671.4027008075655
6-13,21,3836.1768395364875
6-15,21,3836.1768395364875
4-14,22,4005.1348956419074
0-14,23,4160.479673474959
0-11,24,4318.973869246319
2-11,24,4318.973869246319
3-11,24,4318.973869246319
4-11,24,4318.973869246319
0-12,24,4318.973869246319
2-12,24,4318.973869246319
3-12,24,4318.973869246319
4-12,24,4318.973869246319
2-14,24,4318.973869246319
3-14,24,4318.973869246319
0-15,24,4318.973869246319
3-15,24,4318.973869246319
2-15,24,4318.973869246319
2-13,25,4476.9325926392685
3-13,25,4476.9325926392685
4-13,25,4476.9325926392685
0-13,26,4633.327947370927
0-10,27,4805.502475467273
1-10,27,4805.502475467273
2-10,27,4805.502475467273
3-10,28,4963.772178620762
4-10,28,4963.772178620762
4-15,29,5149.761783019287
6-19,30,5349.561682919161
6-21,31,5550.676078226907
6-20,32,5739.347750716446
5-23,33,5913.7495855691795
4-23,34,6089.057885429739
0-22,35,6260.312868619956
3-22,35,6260.312868619956
1-22,36,6424.02370348706
5-22,37,6613.873644229742
4-22,38,6784.818079646634
5-21,39,6964.645774955226
4-21,40,7149.770057533175
3-21,41,7324.804339889518
0-21,42,7489.440301939126
1-21,43,7671.454037684536
4-20,44,7881.5040317335715
3-20,45,8078.028839327931
2-20,46,8257.031632602226
0-20,47,8441.009892187429
1-20,48,8623.042856235154
6-18,49,8814.257395431314
5-18,50,9001.249373868894
5-19,51,9203.056212206944
5-10,52,9400.005444244036
6-10,53,9582.592409824825
5-16,54,9778.217050399575
6-16,55,9958.18649225013
5-12,56,10136.318465797835
5-15,57,10323.780461946388
5-13,58,10507.20074435812
5-14,59,10701.903081272703
5-11,60,10900.757299231489
6-11,61,11081.212279766802
1-16,62,11291.059843488661
0-16,63,11456.229453284168
4-16,64,11620.35745211435
2-16,65,11779.50518222697
3-16,66,11959.730041777479
5-20,67,12201.496457972946
2-23,68,12451.758320828636
2-17,69,12705.344598059877
0-17,70,12905.43207892762
1-17,71,13102.675583256661
3-17,72,13308.859966758419
4-17,73,13519.373624272605
1-18,74,13776.210148155014
0-18,75,13991.913648358419
2-18,76,14205.983730340933
3-18,77,14413.444570019172
4-18,78,14619.294029576393
3-19,79,14852.416315083377
2-19,80,15065.254281621304
1-19,81,15268.002894440233
4-19,82,15464.189030545718
0-19,83,15670.770733510913
6-17,84,15912.950418868708
5-17,85,16115.163178110057
2-22,86,16375.215096003389
2-21,87,16619.05520755192
1-8,88,16912.087628966343
