station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
6-7,14,2547.37371895705
0-6,15,2658.947926026766
3-6,15,2658.947926026766
4-6,15,2658.947926026766
2-6,16,2742.8201042561227
1-6,17,2828.552245253534
2-0,18,2961.7663586199487
0-1,19,3083.450375647659
5-4,20,3200.095135495669
4-4,21,3302.158841091733
1-3,22,3403.967485125528
5-3,23,3509.229064061054
3-3,24,3596.5883247741945
4-3,24,3596.5883247741945
1-4,25,3686.484978753493
2-3,26,3770.788003610256
2-1,27,3883.309112740943
6-3,28,3988.869521986076
0-3,29,4075.8867616573043
0-2,30,4160.89430961073
2-2,30,4160.89430961073
3-4,30,4160.89430961073
3-5,30,4160.89430961073
4-5,30,4160.89430961073
0-5,30,4160.89430961073
3-2,30,4160.89430961073
1-2,30,4160.89430961073
2-5,30,4160.89430961073
4-2,30,4160.89430961073
1-5,30,4160.89430961073
5-5,30,4160.89430961073
6-5,30,4160.89430961073
5-2,30,4160.89430961073
6-2,30,4160.89430961073
3-1,31,4246.49143095491
2-4,32,4346.010273391908
5-6,33,4452.20870090598
6-6,33,4452.20870090598
0-4,34,4565.817293722472
1-1,35,4682.492055346398
0-0,36,4792.123255285102
6-4,37,4923.527212607551
4-1,38,5059.949351573336
3-0,39,5187.542454835228
1-0,40,5307.6174314123655
6-1,41,5441.333548615939
5-1,42,5563.009347359979
6-12,43,5717.268868946168
5-7,44,5862.472174693662
6-23,45,6010.711845497398
6-22,46,6164.783257511438
1-23,47,6321.569736520311
0-23,48,6458.284768612616
4-0,49,6604.916961530816
5-0,50,6748.081202876202
6-0,51,6893.150152000403
3-23,52,7049.815400220932
6-9,53,7242.877566374738
5-9,54,7411.785825497849
5-8,55,7599.442426767296
6-8,56,7760.426898068102
6-14,57,7933.146323727175
6-15,58,8090.111287970792
6-13,59,8235.152661378519
4-14,60,8407.94154991016
0-14,61,8563.286327743212
0-15,62,8733.018469661
3-15,63,8879.868733535464
2-15,64,9027.588061993185
4-12,65,9176.104054398043
3-12,66,9304.66532383795
2-12,67,9429.621316091223
0-12,68,9562.692725492341
4-11,69,9710.259659457915
3-11,70,9835.039465516427
2-11,71,9953.280744264586
0-11,72,10082.93412833149
2-14,73,10232.506853117795
3-14,74,10379.408180545426
4-13,75,10544.904404067294
3-13,76,10697.475698877295
2-13,77,10842.510177536682
0-13,78,10995.91161168904
0-10,79,11172.914436525256
1-10,80,11323.98064717476
2-10,81,11471.91644405976
3-10,82,11629.428348371783
4-10,83,11778.401500315345
4-15,84,11969.427676532114
6-19,85,12169.22757643199
6-21,86,12370.341971739734
6-20,87,12559.013644229273
5-23,88,12733.415479082007
4-23,89,12908.723778942567
3-22,90,13077.921887679042
0-22,91,13225.390528413267
1-22,92,13387.597186722967
5-22,93,13577.44712746565
4-22,94,13748.391562882542
5-21,95,13928.219258191135
4-21,96,14113.343540769083
3-21,97,14288.377823125425
0-21,98,14453.013785175033
1-21,99,14635.027520920443
4-20,100,14845.077514969478
3-20,101,15041.602322563838
2-20,102,15220.605115838132
0-20,103,15404.583375423335
1-20,104,15586.61633947106
6-18,105,15777.83087866722
5-18,106,15964.8228571048
5-19,107,16166.62969544285
5-10,108,16363.578927479943
6-10,109,16546.16589306073
5-16,110,16741.790533635478
6-16,111,16921.75997548603
5-12,112,17099.891949033736
5-15,113,17287.353945182287
5-13,114,17470.77422759402
5-14,115,17665.476564508604
5-11,116,17864.33078246739
6-11,117,18044.785763002703
1-16,118,18254.63332672456
0-16,119,18419.802936520067
4-16,120,18583.93093535025
2-16,121,18743.078665462872
3-16,122,18923.30352501338
5-20,123,19165.069941208847
2-23,124,19415.331804064535
2-17,125,19668.91808129578
0-17,126,19869.005562163522
1-17,127,20066.24906649256
3-17,128,20272.433449994318
4-17,129,20482.947107508502
1-18,130,20739.783631390914
0-18,131,20955.487131594316
2-18,132,21169.55721357683
3-18,133,21377.01805325507
4-18,134,21582.867512812292
3-19,135,21815.989798319275
2-19,136,22028.827764857204
1-19,137,22231.576377676134
4-19,138,22427.76251378162
0-19,139,22634.344216746817
6-17,140,22876.52390210461
5-17,141,23078.73666134596
2-22,142,23338.78857923929
2-21,143,23582.628690787824
1-8,144,23875.661112202248
