station_no,class,Diff
0-9,0,0
2-9,0,0
3-9,0,0
4-9,0,0
1-9,0,0
2-8,1,219.92851310338213
3-8,1,219.92851310338213
4-8,1,219.92851310338213
0-8,2,413.82938663997976
0-7,3,643.3944024633826
3-7,3,643.3944024633826
4-7,3,643.3944024633826
1-7,3,643.3944024633826
2-7,3,643.3944024633826
0-0,4,875.2285817644777
0-1,4,875.2285817644777
0-2,4,875.2285817644777
2-2,4,875.2285817644777
3-4,4,875.2285817644777
3-5,4,875.2285817644777
4-5,4,875.2285817644777
0-5,4,875.2285817644777
3-2,4,875.2285817644777
1-2,4,875.2285817644777
2-5,4,875.2285817644777
4-2,4,875.2285817644777
1-5,4,875.2285817644777
5-5,4,875.2285817644777
6-5,4,875.2285817644777
5-2,4,875.2285817644777
6-2,4,875.2285817644777
0-3,4,875.2285817644777
3-1,4,875.2285817644777
6-3,4,875.2285817644777
2-4,4,875.2285817644777
2-1,4,875.2285817644777
5-6,4,875.2285817644777
6-6,4,875.2285817644777
1-4,4,875.2285817644777
2-3,4,875.2285817644777
3-3,4,875.2285817644777
4-3,4,875.2285817644777
5-3,4,875.2285817644777
1-3,4,875.2285817644777
0-4,4,875.2285817644777
4-4,4,875.2285817644777
5-4,4,875.2285817644777
1-1,4,875.2285817644777
2-0,4,875.2285817644777
6-4,4,875.2285817644777
0-6,4,875.2285817644777
3-6,4,875.2285817644777
4-6,4,875.2285817644777
2-6,4,875.2285817644777
1-6,4,875.2285817644777
6-7,4,875.2285817644777
4-1,4,875.2285817644777
1-0,4,875.2285817644777
3-0,4,875.2285817644777
5-1,4,875.2285817644777
6-1,4,875.2285817644777
5-7,4,875.2285817644777
6-12,4,875.2285817644777
6-23,4,875.2285817644777
0-23,4,875.2285817644777
1-23,4,875.2285817644777
4-0,4,875.2285817644777
5-0,4,875.2285817644777
6-0,4,875.2285817644777
6-22,4,875.2285817644777
3-23,4,875.2285817644777
0-10,4,875.2285817644777
1-10,4,875.2285817644777
2-10,4,875.2285817644777
3-10,4,875.2285817644777
4-10,4,875.2285817644777
0-11,4,875.2285817644777
2-11,4,875.2285817644777
3-11,4,875.2285817644777
4-11,4,875.2285817644777
0-12,4,875.2285817644777
2-12,4,875.2285817644777
3-12,4,875.2285817644777
4-12,4,875.2285817644777
2-14,4,875.2285817644777
3-14,4,875.2285817644777
0-15,4,875.2285817644777
3-15,4,875.2285817644777
2-15,4,875.2285817644777
0-13,4,875.2285817644777
2-13,4,875.2285817644777
3-13,4,875.2285817644777
4-13,4,875.2285817644777
0-14,4,875.2285817644777
4-14,4,875.2285817644777
6-13,4,875.2285817644777
6-15,4,875.2285817644777
6-14,4,875.2285817644777
4-15,4,875.2285817644777
5-8,4,875.2285817644777
6-8,4,875.2285817644777
5-9,4,875.2285817644777
6-9,4,875.2285817644777
6-19,4,875.2285817644777
6-21,5,1072.6853292946414
0-22,6,1263.7501241428786
3-22,6,1263.7501241428786
1-22,6,1263.7501241428786
4-23,6,1263.7501241428786
5-23,6,1263.7501241428786
6-20,6,1263.7501241428786
4-22,6,1263.7501241428786
5-22,6,1263.7501241428786
5-21,6,1263.7501241428786
0-21,7,1454.9719470187124
3-21,7,1454.9719470187124
4-21,7,1454.9719470187124
1-21,7,1454.9719470187124
4-20,8,1656.4253691353315
0-20,9,1847.4122045915847
1-20,9,1847.4122045915847
2-20,9,1847.4122045915847
3-20,9,1847.4122045915847
5-18,10,2048.5581911984145
6-18,10,2048.5581911984145
5-19,11,2250.8198858065966
5-10,12,2444.137135025737
6-10,12,2444.137135025737
5-12,12,2444.137135025737
6-16,12,2444.137135025737
5-16,12,2444.137135025737
5-13,12,2444.137135025737
5-15,12,2444.137135025737
5-14,13,2635.838823572314
5-11,14,2840.690075896578
6-11,14,2840.690075896578
0-16,15,3049.0765344569472
2-16,15,3049.0765344569472
4-16,15,3049.0765344569472
1-16,15,3049.0765344569472
3-16,15,3049.0765344569472
5-20,16,3280.5254696345764
2-23,17,3530.787332490266
2-17,18,3784.3736097215074
0-17,19,3984.461090589252
1-17,20,4181.704594918292
3-17,21,4387.88897842005
4-17,22,4598.402635934236
1-18,23,4855.239159816647
0-18,24,5070.942660020051
2-18,25,5285.012742002565
3-18,26,5492.473581680803
4-18,27,5698.323041238024
3-19,28,5931.445326745009
2-19,29,6144.283293282937
1-19,30,6347.031906101866
4-19,31,6543.218042207352
0-19,32,6749.799745172547
6-17,33,6991.97943053034
5-17,34,7194.19218977169
2-22,35,7454.244107665022
2-21,36,7698.084219213553
1-8,37,7991.116640627976
