station_no,class,Diff
1-9,0,0
0-9,1,186.73242889225213
2-9,2,368.6609862987242
3-9,3,543.0112085526691
4-9,4,703.3046893932822
2-8,5,925.070331457151
4-8,6,1109.4585089523473
3-8,7,1278.9253198623305
0-8,8,1472.32128672824
4-7,9,1700.0843214814677
3-7,10,1828.9718693672119
0-7,11,1977.8073490083243
2-7,12,2136.725566969639
1-7,13,2296.6786851011716
6-7,14,2547.37371895705
0-6,15,2661.810140105563
3-6,15,2661.810140105563
4-6,15,2661.810140105563
2-6,15,2661.810140105563
1-6,15,2661.810140105563
0-0,16,2780.590583646154
0-1,16,2780.590583646154
0-2,16,2780.590583646154
2-2,16,2780.590583646154
3-4,16,2780.590583646154
3-5,16,2780.590583646154
4-5,16,2780.590583646154
0-5,16,2780.590583646154
3-2,16,2780.590583646154
1-2,16,2780.590583646154
2-5,16,2780.590583646154
4-2,16,2780.590583646154
1-5,16,2780.590583646154
5-5,16,2780.590583646154
6-5,16,2780.590583646154
5-2,16,2780.590583646154
6-2,16,2780.590583646154
0-3,16,2780.590583646154
3-1,16,2780.590583646154
6-3,16,2780.590583646154
2-4,16,2780.590583646154
2-1,16,2780.590583646154
5-6,16,2780.590583646154
6-6,16,2780.590583646154
1-4,16,2780.590583646154
2-3,16,2780.590583646154
3-3,16,2780.590583646154
4-3,16,2780.590583646154
5-3,16,2780.590583646154
1-3,16,2780.590583646154
0-4,16,2780.590583646154
4-4,16,2780.590583646154
5-4,16,2780.590583646154
1-1,16,2780.590583646154
2-0,16,2780.590583646154
6-4,17,2899.008573474684
4-1,18,3035.430712440469
3-0,19,3163.023815702362
1-0,20,3283.098792279499
6-1,21,3416.8149094830733
5-1,22,3538.490708227113
6-12,23,3692.750229813302
5-7,24,3837.9535355607954
6-23,25,3986.1932063645313
6-22,26,4140.264618378571
1-23,27,4297.051097387444
0-23,28,4433.766129479749
4-0,29,4580.3983223979485
5-0,30,4723.562563743335
6-0,31,4868.631512867536
3-23,32,5025.296761088065
6-9,33,5218.358927241871
5-9,34,5387.267186364982
5-8,35,5574.923787634429
6-8,36,5735.908258935235
6-14,37,5908.6276845943075
6-15,38,6065.592648837925
6-13,39,6210.634022245653
4-14,40,6383.422910777294
0-14,41,6538.767688610345
0-15,42,6708.499830528133
3-15,43,6855.350094402598
2-15,44,7003.069422860319
4-12,45,7151.585415265177
3-12,46,7280.146684705083
2-12,47,7405.102676958356
0-12,48,7538.174086359474
4-11,49,7685.741020325047
3-11,50,7810.52082638356
2-11,51,7928.76210513172
0-11,52,8058.415489198624
2-14,53,8207.988213984929
3-14,54,8354.88954141256
4-13,55,8520.385764934428
3-13,56,8672.957059744429
2-13,57,8817.991538403816
0-13,58,8971.392972556174
0-10,59,9148.39579739239
1-10,60,9299.462008041894
2-10,61,9447.397804926894
3-10,62,9604.909709238917
4-10,63,9753.88286118248
4-15,64,9944.909037399248
6-19,65,10144.708937299123
6-21,66,10345.823332606868
6-20,67,10534.495005096407
5-23,68,10708.89683994914
4-23,69,10884.205139809701
3-22,70,11053.403248546176
0-22,71,11200.8718892804
1-22,72,11363.078547590101
5-22,73,11552.928488332784
4-22,74,11723.872923749675
5-21,75,11903.700619058269
4-21,76,12088.824901636217
3-21,77,12263.85918399256
0-21,78,12428.495146042167
1-21,79,12610.508881787577
4-20,80,12820.558875836612
3-20,81,13017.083683430972
2-20,82,13196.086476705266
0-20,83,13380.06473629047
1-20,84,13562.097700338194
6-18,85,13753.312239534354
5-18,86,13940.304217971934
5-19,87,14142.111056309985
5-10,88,14339.060288347076
6-10,89,14521.647253927866
5-16,90,14717.271894502615
6-16,91,14897.24133635317
5-12,92,15075.373309900875
5-15,93,15262.835306049428
5-13,94,15446.255588461161
5-14,95,15640.957925375744
5-11,96,15839.81214333453
6-11,97,16020.267123869842
1-16,98,16230.114687591702
0-16,99,16395.28429738721
4-16,100,16559.412296217393
2-16,101,16718.560026330015
3-16,102,16898.784885880523
5-20,103,17140.55130207599
2-23,104,17390.81316493168
2-17,105,17644.39944216292
0-17,106,17844.486923030665
1-17,107,18041.730427359704
3-17,108,18247.91481086146
4-17,109,18458.42846837565
1-18,110,18715.26499225806
0-18,111,18930.968492461463
2-18,112,19145.038574443977
3-18,113,19352.499414122216
4-18,114,19558.34887367944
3-19,115,19791.47115918642
2-19,116,20004.30912572435
1-19,117,20207.05773854328
4-19,118,20403.243874648768
0-19,119,20609.825577613963
6-17,120,20852.005262971757
5-17,121,21054.218022213106
2-22,122,21314.26994010644
2-21,123,21558.11005165497
1-8,124,21851.142473069394
