time_id,station_no,avalible_spaces,empty_spaces,forbidden_spaces,diff
73,500101001,12,0,0,1.0
73,500101002,0,15,0,0.0
73,500101003,6,10,0,0.0
73,500101004,2,9,0,1.0
73,500101005,2,14,0,-1.0
73,500101006,3,8,0,0.0
73,500101007,1,10,0,0.0
73,500101008,8,9,0,0.0
73,500101010,5,15,0,0.0
73,500101011,3,4,0,1.0
73,500101012,4,4,0,-2.0
73,500101014,3,8,0,0.0
73,500101016,0,8,0,0.0
73,500101015,4,10,0,0.0
73,500101017,0,10,0,0.0
73,500101018,2,3,0,-1.0
73,500101019,3,12,0,-2.0
73,500101020,2,3,0,0.0
73,500101021,6,1,0,0.0
73,500101023,4,23,0,0.0
73,500101024,3,27,0,0.0
73,500101025,0,12,0,0.0
73,500101026,1,14,0,1.0
73,500101027,2,13,0,0.0
73,500101028,5,15,0,1.0
73,500101029,2,13,0,1.0
73,500101030,2,13,0,0.0
73,500101031,4,16,0,0.0
73,500101032,25,7,0,-2.0
73,500101033,13,7,0,0.0
73,500101034,3,15,0,0.0
73,500101035,4,7,0,1.0
73,500101036,2,18,0,0.0
73,500101037,9,11,0,0.0
73,500101038,1,26,0,0.0
73,500101039,4,24,0,0.0
73,500101040,2,23,0,0.0
73,500101041,5,16,0,0.0
73,500101042,6,9,0,0.0
73,500101091,0,25,0,0.0
73,500101092,2,11,0,0.0
73,500101093,1,14,0,0.0
73,500106001,7,13,0,0.0
73,500106002,2,18,0,0.0
73,500106003,8,4,0,0.0
73,500106004,3,9,0,0.0
73,500101013,7,2,0,0.0
73,500101009,7,9,4,0.0
73,500101022,2,58,0,-7.0
73,500101094,7,16,0,-1.0
73,500119076,0,10,0,0.0
73,500119051,2,25,0,1.0
73,500119066,1,19,0,-1.0
73,500119050,1,19,0,1.0
73,500119062,2,10,0,0.0
73,500119087,1,29,0,0.0
73,500119090,3,17,0,0.0
73,500119064,4,6,0,0.0
73,500119077,4,52,0,1.0
73,500119085,2,12,0,0.0
73,500119008,1,9,0,0.0
73,500119052,3,13,0,0.0
73,500119074,2,8,0,0.0
73,500119075,1,39,0,0.0
73,500119086,2,8,0,0.0
73,500119005,19,18,0,0.0
73,500119072,0,12,0,0.0
73,500119073,0,10,0,0.0
73,500119080,2,8,0,0.0
73,500119009,16,14,0,0.0
73,500119048,1,52,0,0.0
73,500119068,1,9,0,1.0
73,500119070,5,20,0,1.0
73,500119044,1,9,0,0.0
73,500119054,3,7,0,0.0
73,500119046,0,11,0,0.0
73,500119043,13,29,0,-1.0
73,500119078,2,8,0,0.0
73,500119058,4,6,0,-1.0
73,500119060,3,9,0,0.0
73,500119071,2,17,0,0.0
73,500119079,6,13,0,0.0
73,500119056,5,5,0,0.0
73,500119082,2,8,0,0.0
73,500119055,4,6,0,0.0
73,500119045,1,12,0,0.0
73,500119069,1,9,0,0.0
73,500119083,2,16,0,0.0
73,500119007,9,9,0,0.0
73,500119047,1,9,0,0.0
73,500119057,1,9,0,0.0
73,500119061,2,25,0,0.0
73,500119006,14,18,0,0.0
73,500119059,2,18,0,0.0
73,500119065,5,5,0,0.0
73,500119067,3,23,0,1.0
73,500119088,2,17,0,0.0
73,500119089,3,7,0,0.0
73,500119049,4,26,0,0.0
73,500119063,1,9,0,0.0
73,500119081,2,9,0,-1.0
73,500119053,0,19,0,0.0
73,500119084,1,9,0,0.0
73,501201002,36,4,0,0.0
73,501201003,13,10,0,-1.0
73,501201001,10,13,0,0.0
73,501201004,3,12,0,-3.0
73,501208001,5,14,0,0.0
73,501208002,23,6,0,0.0
73,501208003,5,19,0,-1.0
73,501208004,2,10,0,1.0
73,501207001,28,16,0,-1.0
73,501201005,11,8,0,0.0
73,501201006,6,10,0,-1.0
73,501201007,4,15,0,0.0
73,501201008,12,13,0,-1.0
73,501201009,9,11,0,2.0
73,501201010,6,4,0,0.0
73,501207002,8,9,0,0.0
73,501207003,6,19,0,0.0
73,501207004,3,7,0,0.0
73,501207005,0,17,0,-1.0
73,501207006,3,12,0,-1.0
73,501207007,4,15,0,-1.0
73,501208005,8,7,0,1.0
73,501208006,16,5,0,0.0
73,501208007,14,16,0,0.0
73,501208008,1,16,0,-1.0
73,501208009,10,20,0,-4.0
73,501208010,5,10,0,0.0
73,501205001,5,12,0,0.0
73,501203001,4,16,0,2.0
73,501203002,2,21,0,0.0
73,501203003,6,15,0,0.0
73,501203004,5,10,0,0.0
73,501203005,13,7,0,0.0
73,501203006,7,8,0,0.0
73,501203007,9,6,0,0.0
73,501203008,11,5,0,0.0
73,501201011,8,14,0,-1.0
73,501201012,0,18,0,0.0
73,501205002,15,19,0,0.0
73,501205003,14,5,0,0.0
73,501208011,8,9,0,1.0
73,501203009,6,8,0,0.0
73,501207008,13,5,0,0.0
73,501207009,8,12,0,-2.0
73,501208012,9,21,0,-4.0
73,501207010,3,12,0,-2.0
73,501207011,7,9,0,0.0
73,501207012,4,11,7,-2.0
73,501203010,25,7,0,0.0
73,501203011,8,5,0,-1.0
73,501203012,9,8,0,0.0
73,501212001,9,7,0,0.0
73,501207013,9,11,0,0.0
73,501207014,5,15,0,1.0
73,501201013,0,22,0,0.0
73,501201014,5,14,0,0.0
73,501207015,10,6,0,1.0
73,501207016,8,18,0,1.0
73,501207017,1,22,0,1.0
73,501207018,1,14,0,0.0
73,501207019,3,15,0,1.0
73,501208013,10,10,0,-6.0
73,501208014,2,17,0,-3.0
73,501208015,5,10,0,-1.0
73,501208016,1,16,0,-2.0
73,501207020,6,13,0,0.0
73,501207021,3,12,0,0.0
73,501207022,11,12,0,-1.0
73,501203013,9,6,0,0.0
73,501207023,8,8,0,-1.0
73,501207024,1,19,0,0.0
73,501207025,4,10,0,1.0
73,501208017,5,10,0,0.0
73,501203014,5,11,0,-2.0
73,501203015,5,7,0,0.0
73,501205004,7,10,0,-1.0
73,501205005,4,18,0,0.0
73,501205006,15,2,0,-1.0
73,501205007,10,2,0,0.0
73,501207026,1,15,0,-1.0
73,501207027,15,3,0,0.0
73,501208018,5,10,0,0.0
73,501208019,11,5,0,0.0
73,501208020,5,16,0,3.0
73,501208021,4,13,0,0.0
73,501208022,7,8,0,0.0
73,501208023,8,21,0,3.0
73,501212002,5,8,0,-1.0
73,501212003,6,9,0,0.0
73,501212004,8,8,0,0.0
73,501203016,8,9,0,0.0
73,501203017,9,33,0,1.0
73,501203018,0,14,0,0.0
73,501203019,14,1,0,0.0
73,501203020,1,32,0,-1.0
73,501203021,10,10,0,0.0
73,501203022,17,1,0,0.0
73,501207030,22,27,0,5.0
73,501205008,6,8,0,0.0
73,501207028,20,36,0,4.0
73,501201015,9,16,0,0.0
73,501205009,9,16,0,-1.0
73,501207036,6,9,0,0.0
73,501207031,8,8,0,0.0
73,501203023,5,13,0,1.0
73,501203024,2,15,0,0.0
73,501207032,1,15,0,0.0
73,501202001,8,6,0,0.0
73,501203025,9,42,4,4.0
73,501203026,3,12,0,-1.0
73,501212005,11,4,0,0.0
73,501212006,0,15,0,0.0
73,501212007,6,10,0,0.0
73,501212008,7,5,0,0.0
73,501207033,9,12,0,-4.0
73,501207034,5,19,0,-1.0
73,501207035,9,12,0,1.0
73,501203027,4,11,0,0.0
73,501206001,14,34,0,4.0
73,501206002,1,17,0,1.0
73,501201016,18,8,0,0.0
73,501203028,6,20,0,0.0
73,501203029,25,8,0,-1.0
73,501205010,1,13,0,0.0
73,501205011,21,9,0,0.0
73,501203030,2,28,0,0.0
73,501203031,0,17,0,0.0
73,501203032,19,0,0,2.0
73,501203033,8,20,0,0.0
73,501206003,1,43,0,1.0
73,501212009,4,13,0,0.0
73,501202002,25,2,0,3.0
73,501204001,12,13,0,0.0
73,501204002,1,12,0,0.0
73,501206004,7,15,0,0.0
73,501202003,0,30,0,-1.0
73,501203034,13,10,0,0.0
73,501203035,11,6,0,-1.0
73,501203036,23,7,0,-1.0
73,501203037,2,18,0,0.0
73,501203038,6,9,0,0.0
73,501205012,2,18,0,0.0
73,501202004,8,11,0,-1.0
73,501202005,12,14,0,1.0
73,501202006,8,8,0,1.0
73,501206005,14,20,0,2.0
73,501206006,8,9,0,-3.0
73,501202007,6,13,0,1.0
73,501203039,4,8,0,0.0
