time_id,station_no,avalible_spaces,empty_spaces,forbidden_spaces,diff
89,500101001,1,16,0,1.0
89,500101002,0,15,0,0.0
89,500101003,6,10,0,1.0
89,500101004,0,11,0,0.0
89,500101005,2,14,0,1.0
89,500101006,1,10,0,1.0
89,500101007,2,9,0,0.0
89,500101008,2,15,0,0.0
89,500101010,0,20,0,0.0
89,500101011,1,6,0,0.0
89,500101012,0,8,0,0.0
89,500101014,3,8,0,-1.0
89,500101016,0,8,0,0.0
89,500101015,1,13,0,1.0
89,500101017,0,10,0,0.0
89,500101018,0,5,0,0.0
89,500101019,4,11,0,0.0
89,500101020,0,5,0,0.0
89,500101021,0,7,0,0.0
89,500101023,0,27,0,0.0
89,500101024,12,18,0,0.0
89,500101025,4,8,0,-1.0
89,500101026,1,14,0,0.0
89,500101027,7,8,0,-2.0
89,500101028,14,6,0,2.0
89,500101029,8,7,0,0.0
89,500101030,5,10,0,0.0
89,500101031,7,13,0,1.0
89,500101032,16,16,0,-2.0
89,500101033,9,11,0,0.0
89,500101034,18,0,0,0.0
89,500101035,4,7,0,0.0
89,500101036,6,14,0,0.0
89,500101037,4,16,0,-1.0
89,500101038,4,23,0,0.0
89,500101039,9,19,0,0.0
89,500101040,0,25,0,0.0
89,500101041,1,20,0,1.0
89,500101042,0,15,0,-1.0
89,500101091,3,22,0,0.0
89,500101092,1,12,0,0.0
89,500101093,1,14,0,0.0
89,500106001,6,14,0,-1.0
89,500106002,0,20,0,0.0
89,500106003,1,11,0,1.0
89,500106004,1,11,0,0.0
89,500101013,4,5,0,0.0
89,500101009,0,16,4,-1.0
89,500101022,1,59,0,0.0
89,500101094,1,22,0,-1.0
89,500119076,6,4,0,0.0
89,500119051,7,20,0,0.0
89,500119066,1,19,0,-1.0
89,500119050,12,8,0,-1.0
89,500119062,1,11,0,0.0
89,500119087,2,28,0,2.0
89,500119090,12,8,0,-1.0
89,500119064,0,10,0,-1.0
89,500119077,17,39,0,0.0
89,500119085,6,8,0,0.0
89,500119008,5,5,0,-1.0
89,500119052,0,16,0,-9.0
89,500119074,9,1,0,0.0
89,500119075,9,30,0,1.0
89,500119086,4,6,0,1.0
89,500119005,7,30,0,0.0
89,500119072,8,4,0,0.0
89,500119073,1,9,0,0.0
89,500119080,0,10,0,0.0
89,500119009,0,30,0,-2.0
89,500119048,1,52,0,0.0
89,500119068,5,5,0,5.0
