time_id,station_no,avalible_spaces,empty_spaces,forbidden_spaces,diff
119,500101001,0,17,0,0.0
119,500101002,0,15,0,0.0
119,500101003,0,16,0,0.0
119,500101004,0,11,0,0.0
119,500101005,0,16,0,0.0
119,500101006,0,11,0,0.0
119,500101007,0,11,0,0.0
119,500101008,0,17,0,0.0
119,500101010,0,20,0,0.0
119,500101011,0,7,0,0.0
119,500101012,1,7,0,0.0
119,500101014,0,11,0,0.0
119,500101016,0,8,0,0.0
119,500101015,1,13,0,0.0
119,500101017,0,10,0,0.0
119,500101018,0,5,0,0.0
119,500101019,0,15,0,0.0
119,500101020,0,5,0,0.0
119,500101021,1,6,0,0.0
119,500101023,1,26,0,-2.0
119,500101024,22,8,0,0.0
119,500101025,3,9,0,0.0
119,500101026,5,10,0,0.0
119,500101027,2,13,0,1.0
119,500101028,17,3,0,0.0
119,500101029,11,4,0,0.0
119,500101030,11,4,0,1.0
119,500101031,6,14,0,0.0
119,500101032,8,24,0,-1.0
119,500101033,13,7,0,10.0
119,500101034,9,9,0,-1.0
119,500101035,1,10,0,0.0
119,500101036,11,9,0,0.0
119,500101037,2,18,0,0.0
119,500101038,0,27,0,-1.0
119,500101039,7,21,0,0.0
119,500101040,0,25,0,0.0
119,500101041,0,21,0,0.0
119,500101042,0,15,0,0.0
119,500101091,0,25,0,0.0
119,500101092,0,13,0,0.0
119,500101093,0,15,0,0.0
119,500106001,0,20,0,0.0
119,500106002,0,20,0,0.0
119,500106003,0,12,0,-1.0
119,500106004,1,11,0,0.0
119,500101013,0,9,0,0.0
119,500101009,0,16,4,0.0
119,500101022,0,60,0,0.0
119,500101094,0,23,0,0.0
119,500119076,0,10,0,0.0
119,500119051,1,26,0,1.0
119,500119066,3,17,0,2.0
119,500119050,7,13,0,2.0
119,500119062,0,12,0,0.0
119,500119087,10,20,0,0.0
119,500119090,0,20,0,-1.0
119,500119064,1,9,0,1.0
119,500119077,10,46,0,0.0
119,500119085,2,12,0,1.0
119,500119008,1,9,0,0.0
119,500119052,9,4,0,-3.0
119,500119074,0,10,0,-1.0
119,500119075,21,13,0,1.0
119,500119086,4,6,0,0.0
119,500119005,0,37,0,0.0
119,500119072,6,6,0,0.0
119,500119073,0,10,0,0.0
119,500119080,0,10,0,0.0
119,500119009,0,30,0,0.0
119,500119048,1,52,0,0.0
119,500119068,9,1,0,0.0
119,500119070,0,25,0,0.0
119,500119044,1,9,0,1.0
119,500119054,4,6,0,0.0
119,500119046,1,10,0,0.0
119,500119043,1,41,0,0.0
119,500119078,3,7,0,3.0
119,500119058,5,5,0,-4.0
119,500119060,0,12,0,0.0
119,500119071,16,3,0,1.0
119,500119079,8,11,0,-2.0
119,500119056,0,10,0,-1.0
119,500119082,0,10,0,0.0
119,500119055,1,9,0,1.0
119,500119045,0,13,0,0.0
119,500119069,6,4,0,0.0
119,500119083,16,2,0,0.0
119,500119007,0,18,0,0.0
119,500119047,9,1,0,-1.0
119,500119057,0,10,0,0.0
119,500119061,0,27,0,-2.0
119,500119006,0,32,0,0.0
119,500119059,1,19,0,1.0
119,500119065,0,10,0,0.0
119,500119067,3,23,0,3.0
119,500119088,2,17,0,1.0
119,500119089,1,9,0,1.0
119,500119049,21,4,0,1.0
119,500119063,2,8,0,1.0
119,500119081,0,11,0,0.0
119,500119053,12,7,0,1.0
119,500119084,6,4,0,-1.0
119,501201002,24,16,0,0.0
119,501201003,7,16,0,0.0
119,501201001,9,13,0,0.0
119,501201004,12,3,0,-1.0
119,501208001,4,15,0,-13.0
119,501208002,7,22,0,0.0
119,501208003,8,16,0,0.0
119,501208004,4,8,0,0.0
119,501207001,30,14,0,0.0
119,501201005,2,17,0,0.0
119,501201006,8,8,0,-1.0
119,501201007,10,9,0,0.0
119,501201008,9,16,0,0.0
119,501201009,2,18,0,-2.0
119,501201010,7,3,0,0.0
119,501207002,7,10,0,0.0
119,501207003,9,16,0,0.0
119,501207004,1,9,0,0.0
119,501207005,7,10,0,0.0
119,501207006,3,12,0,0.0
119,501207007,11,8,0,0.0
119,501208005,9,6,0,0.0
119,501208006,14,7,0,0.0
119,501208007,9,21,0,1.0
119,501208008,1,16,0,0.0
119,501208009,9,21,0,0.0
119,501208010,7,8,0,0.0
119,501205001,5,12,0,1.0
119,501203001,9,11,0,0.0
119,501203002,10,13,0,0.0
119,501203003,1,20,0,-1.0
119,501203004,5,10,0,0.0
119,501203005,4,16,0,0.0
119,501203006,5,10,0,0.0
119,501203007,9,6,0,0.0
119,501203008,13,3,0,0.0
119,501201011,20,2,0,-1.0
119,501201012,17,1,0,3.0
119,501205002,1,33,0,-1.0
119,501205003,5,14,0,0.0
119,501208011,9,8,0,0.0
119,501203009,5,9,0,2.0
119,501207008,9,9,0,0.0
119,501207009,16,4,0,0.0
119,501208012,9,21,0,0.0
119,501207010,2,13,0,0.0
119,501207011,13,3,0,0.0
119,501207012,4,11,7,0.0
119,501203010,13,19,0,0.0
119,501203011,5,8,0,0.0
119,501203012,11,6,0,0.0
119,501212001,6,10,0,0.0
119,501207013,8,12,0,0.0
119,501207014,4,16,0,-1.0
119,501201013,3,19,0,0.0
119,501201014,8,11,0,0.0
119,501207015,12,4,0,0.0
119,501207016,14,12,0,2.0
119,501207017,8,15,0,0.0
119,501207018,1,14,0,0.0
119,501207019,11,7,0,0.0
119,501208013,1,19,0,-1.0
119,501208014,3,16,0,-1.0
119,501208015,4,11,0,-2.0
119,501208016,12,5,0,0.0
119,501207020,13,6,0,1.0
119,501207021,3,12,0,0.0
119,501207022,8,15,0,0.0
119,501203013,5,10,0,0.0
119,501207023,4,12,0,0.0
119,501207024,2,18,0,0.0
119,501207025,4,10,0,0.0
119,501208017,7,8,0,1.0
119,501203014,3,13,0,0.0
119,501203015,3,9,0,1.0
119,501205004,4,13,0,0.0
119,501205005,2,20,0,0.0
119,501205006,9,8,0,1.0
119,501205007,7,5,0,0.0
119,501207026,4,12,0,0.0
119,501207027,13,5,0,0.0
119,501208018,4,11,0,0.0
119,501208019,8,8,0,0.0
119,501208020,12,9,0,0.0
119,501208021,6,11,0,1.0
119,501208022,2,13,0,0.0
119,501208023,19,10,0,0.0
119,501212002,10,3,0,0.0
119,501212003,4,11,0,0.0
119,501212004,4,12,0,0.0
119,501203016,7,10,0,0.0
119,501203017,21,21,0,0.0
119,501203018,0,14,0,0.0
119,501203019,13,2,0,0.0
119,501203020,2,31,0,0.0
119,501203021,2,18,0,0.0
119,501203022,10,8,0,0.0
119,501207030,28,21,0,-1.0
119,501205008,3,11,0,0.0
119,501207028,46,10,0,0.0
119,501201015,0,25,0,-1.0
119,501205009,1,24,0,-1.0
