time_id,station_no,avalible_spaces,empty_spaces,forbidden_spaces,diff
110,500101001,0,17,0,0.0
110,500101002,0,15,0,0.0
110,500101003,1,15,0,0.0
110,500101004,0,11,0,0.0
110,500101005,0,16,0,-1.0
110,500101006,0,11,0,0.0
110,500101007,0,11,0,0.0
110,500101008,0,17,0,0.0
110,500101010,0,20,0,-1.0
110,500101011,0,7,0,0.0
110,500101012,0,8,0,0.0
110,500101014,1,10,0,1.0
110,500101016,0,8,0,0.0
110,500101015,2,12,0,0.0
110,500101017,0,10,0,0.0
110,500101018,0,5,0,0.0
110,500101019,0,15,0,0.0
110,500101020,0,5,0,0.0
110,500101021,0,7,0,0.0
110,500101023,0,27,0,0.0
110,500101024,22,8,0,0.0
110,500101025,2,10,0,-1.0
110,500101026,6,9,0,0.0
110,500101027,1,14,0,0.0
110,500101028,17,3,0,-1.0
110,500101029,12,3,0,0.0
110,500101030,6,9,0,0.0
110,500101031,6,14,0,-2.0
110,500101032,1,31,0,-3.0
110,500101033,0,20,0,0.0
110,500101034,13,5,0,0.0
110,500101035,3,8,0,0.0
110,500101036,9,11,0,0.0
110,500101037,0,20,0,0.0
110,500101038,2,25,0,2.0
110,500101039,4,24,0,0.0
110,500101040,0,25,0,0.0
110,500101041,0,21,0,0.0
110,500101042,0,15,0,-1.0
110,500101091,1,24,0,1.0
110,500101092,0,13,0,-1.0
110,500101093,0,15,0,0.0
110,500106001,0,20,0,0.0
110,500106002,0,20,0,0.0
110,500106003,0,12,0,0.0
110,500106004,1,11,0,0.0
110,500101013,0,9,0,0.0
110,500101009,0,16,4,0.0
110,500101022,0,60,0,0.0
110,500101094,0,23,0,0.0
110,500119076,3,7,0,-1.0
110,500119051,2,25,0,1.0
110,500119066,0,20,0,0.0
110,500119050,4,16,0,-3.0
110,500119062,0,12,0,0.0
110,500119087,9,21,0,0.0
110,500119090,1,19,0,1.0
110,500119064,0,10,0,0.0
110,500119077,21,35,0,2.0
110,500119085,7,7,0,1.0
110,500119008,0,10,0,0.0
110,500119052,8,5,0,1.0
110,500119074,0,10,0,0.0
110,500119075,17,17,0,1.0
110,500119086,5,4,0,0.0
110,500119005,0,37,0,0.0
110,500119072,8,4,0,1.0
110,500119073,1,9,0,1.0
110,500119080,0,10,0,0.0
110,500119009,0,30,0,0.0
110,500119048,1,52,0,0.0
110,500119068,2,8,0,-2.0
110,500119070,0,25,0,0.0
110,500119044,0,10,0,0.0
110,500119054,6,4,0,-4.0
110,500119046,1,10,0,0.0
110,500119043,0,42,0,0.0
110,500119078,6,4,0,-1.0
110,500119058,1,8,0,0.0
110,500119060,0,12,0,0.0
