week,hour,station_no,rent,lend,time_id
0,0,204,1,0,0-0
0,1,204,0,0,0-1
0,2,204,0,0,0-2
0,3,204,0,0,0-3
0,4,204,0,0,0-4
0,5,204,0,2,0-5
0,6,204,0,0,0-6
0,7,204,3,5,0-7
0,8,204,5,4,0-8
0,9,204,1,7,0-9
0,10,204,3,2,0-10
0,11,204,4,2,0-11
0,12,204,0,4,0-12
0,13,204,7,3,0-13
0,14,204,2,4,0-14
0,15,204,2,2,0-15
0,16,204,8,1,0-16
0,17,204,1,8,0-17
0,18,204,11,3,0-18
0,19,204,7,3,0-19
0,20,204,11,9,0-20
0,21,204,8,4,0-21
0,22,204,8,3,0-22
0,23,204,2,9,0-23
1,0,204,1,1,1-0
1,1,204,0,0,1-1
1,2,204,0,0,1-2
1,3,204,0,1,1-3
1,4,204,0,0,1-4
1,5,204,1,1,1-5
1,6,204,2,2,1-6
1,7,204,3,8,1-7
1,8,204,4,8,1-8
1,9,204,4,2,1-9
1,10,204,2,3,1-10
1,16,204,14,3,1-16
1,17,204,2,11,1-17
1,18,204,2,4,1-18
1,19,204,7,3,1-19
1,20,204,4,3,1-20
1,21,204,7,4,1-21
1,22,204,11,0,1-22
1,23,204,6,1,1-23
2,0,204,1,19,2-0
2,1,204,0,0,2-1
2,2,204,0,0,2-2
2,3,204,0,0,2-3
2,4,204,0,0,2-4
2,5,204,0,0,2-5
2,6,204,2,2,2-6
2,7,204,3,5,2-7
2,8,204,2,5,2-8
2,9,204,2,6,2-9
2,10,204,4,2,2-10
2,11,204,2,7,2-11
2,12,204,22,3,2-12
2,13,204,6,3,2-13
2,14,204,2,0,2-14
2,15,204,3,2,2-15
2,16,204,2,9,2-16
2,17,204,4,5,2-17
2,18,204,5,3,2-18
2,19,204,6,3,2-19
2,20,204,10,4,2-20
2,21,204,12,24,2-21
2,22,204,8,5,2-22
2,23,204,7,6,2-23
3,0,204,2,0,3-0
3,1,204,1,0,3-1
3,2,204,0,0,3-2
3,3,204,0,0,3-3
3,4,204,0,0,3-4
3,5,204,0,1,3-5
3,6,204,0,0,3-6
3,7,204,3,1,3-7
3,8,204,11,6,3-8
3,9,204,2,3,3-9
3,10,204,6,2,3-10
3,11,204,6,4,3-11
3,12,204,2,6,3-12
3,13,204,7,1,3-13
3,14,204,1,17,3-14
3,15,204,4,4,3-15
3,16,204,1,13,3-16
3,17,204,5,6,3-17
3,18,204,7,2,3-18
3,19,204,9,1,3-19
3,20,204,7,1,3-20
3,21,204,11,1,3-21
3,22,204,7,5,3-22
3,23,204,1,15,3-23
4,0,204,1,5,4-0
4,1,204,0,0,4-1
4,2,204,0,0,4-2
4,3,204,0,0,4-3
4,4,204,0,0,4-4
4,5,204,0,2,4-5
4,6,204,0,1,4-6
4,7,204,3,3,4-7
4,8,204,12,2,4-8
4,9,204,4,3,4-9
4,10,204,4,11,4-10
4,11,204,1,6,4-11
4,12,204,2,7,4-12
4,13,204,13,7,4-13
4,14,204,5,2,4-14
4,15,204,5,6,4-15
4,16,204,8,4,4-16
4,17,204,4,10,4-17
4,18,204,3,6,4-18
4,19,204,5,4,4-19
4,20,204,11,2,4-20
4,21,204,3,3,4-21
4,22,204,11,1,4-22
4,23,204,2,15,4-23
5,0,204,3,0,5-0
5,1,204,0,3,5-1
5,2,204,0,0,5-2
5,3,204,0,0,5-3
5,4,204,0,0,5-4
5,5,204,0,1,5-5
5,6,204,4,0,5-6
5,7,204,1,1,5-7
5,8,204,1,5,5-8
5,9,204,0,11,5-9
5,10,204,2,5,5-10
5,11,204,5,2,5-11
5,12,204,13,0,5-12
5,13,204,1,12,5-13
5,14,204,5,6,5-14
5,15,204,6,6,5-15
5,16,204,8,6,5-16
5,17,204,6,2,5-17
5,18,204,7,7,5-18
5,19,204,11,2,5-19
5,20,204,11,3,5-20
5,21,204,6,12,5-21
5,22,204,1,5,5-22
5,23,204,6,2,5-23
6,0,204,3,8,6-0
6,1,204,0,0,6-1
6,2,204,0,1,6-2
6,3,204,0,0,6-3
6,4,204,0,0,6-4
6,5,204,0,2,6-5
6,6,204,4,0,6-6
6,7,204,4,2,6-7
6,8,204,5,3,6-8
6,9,204,6,11,6-9
6,10,204,8,4,6-10
6,11,204,9,7,6-11
6,12,204,2,4,6-12
6,13,204,0,4,6-13
6,14,204,3,9,6-14
6,15,204,7,1,6-15
6,16,204,7,10,6-16
6,17,204,10,6,6-17
6,18,204,6,7,6-18
6,19,204,5,10,6-19
6,20,204,3,5,6-20
6,21,204,7,3,6-21
6,22,204,9,0,6-22
6,23,204,4,18,6-23
