week,hour,station_no,rent,lend,time_id
0,0,63,0,1,0-0
0,1,63,0,1,0-1
0,2,63,0,0,0-2
0,3,63,1,1,0-3
0,4,63,1,0,0-4
0,5,63,2,1,0-5
0,6,63,7,2,0-6
0,7,63,11,22,0-7
0,8,63,13,4,0-8
0,9,63,12,3,0-9
0,10,63,8,6,0-10
0,11,63,7,13,0-11
0,12,63,15,8,0-12
0,13,63,8,7,0-13
0,14,63,12,20,0-14
0,15,63,15,11,0-15
0,16,63,8,18,0-16
0,17,63,23,22,0-17
0,18,63,21,9,0-18
0,19,63,3,13,0-19
0,20,63,6,8,0-20
0,21,63,3,12,0-21
0,22,63,9,6,0-22
0,23,63,7,6,0-23
1,0,63,1,2,1-0
1,1,63,0,2,1-1
1,2,63,2,2,1-2
1,3,63,4,1,1-3
1,4,63,0,1,1-4
1,5,63,2,2,1-5
1,6,63,4,5,1-6
1,7,63,21,15,1-7
1,8,63,18,5,1-8
1,9,63,8,17,1-9
1,10,63,16,10,1-10
1,16,63,9,12,1-16
1,17,63,18,21,1-17
1,18,63,13,3,1-18
1,19,63,15,11,1-19
1,20,63,7,9,1-20
1,21,63,3,13,1-21
1,22,63,5,8,1-22
1,23,63,2,5,1-23
2,0,63,10,1,2-0
2,1,63,1,4,2-1
2,2,63,0,0,2-2
2,3,63,1,1,2-3
2,4,63,0,0,2-4
2,5,63,3,4,2-5
2,6,63,2,3,2-6
2,7,63,25,21,2-7
2,8,63,11,12,2-8
2,9,63,14,15,2-9
2,10,63,9,5,2-10
2,11,63,15,16,2-11
2,12,63,21,13,2-12
2,13,63,12,10,2-13
2,14,63,4,14,2-14
2,15,63,17,7,2-15
2,16,63,12,11,2-16
2,17,63,22,17,2-17
2,18,63,9,8,2-18
2,19,63,8,3,2-19
2,20,63,4,25,2-20
2,21,63,8,18,2-21
2,22,63,13,9,2-22
2,23,63,10,9,2-23
3,0,63,1,13,3-0
3,1,63,0,3,3-1
3,2,63,1,0,3-2
3,3,63,1,0,3-3
3,4,63,1,0,3-4
3,5,63,1,2,3-5
3,6,63,3,1,3-6
3,7,63,9,14,3-7
3,8,63,10,4,3-8
3,9,63,9,1,3-9
3,10,63,4,8,3-10
3,11,63,10,9,3-11
3,12,63,6,17,3-12
3,13,63,24,6,3-13
3,14,63,8,13,3-14
3,15,63,11,3,3-15
3,16,63,5,13,3-16
3,17,63,4,20,3-17
3,18,63,8,6,3-18
3,19,63,16,9,3-19
3,20,63,6,15,3-20
3,21,63,4,7,3-21
3,22,63,11,2,3-22
3,23,63,4,5,3-23
4,0,63,1,8,4-0
4,1,63,8,2,4-1
4,2,63,2,2,4-2
4,3,63,2,2,4-3
4,4,63,2,3,4-4
4,5,63,2,3,4-5
4,6,63,6,1,4-6
4,7,63,13,2,4-7
4,8,63,7,13,4-8
4,9,63,13,5,4-9
4,10,63,15,18,4-10
4,11,63,4,7,4-11
4,12,63,4,20,4-12
4,13,63,8,7,4-13
4,14,63,22,9,4-14
4,15,63,9,7,4-15
4,16,63,3,10,4-16
4,17,63,4,13,4-17
4,18,63,17,9,4-18
4,19,63,10,15,4-19
4,20,63,11,10,4-20
4,21,63,7,12,4-21
4,22,63,3,2,4-22
4,23,63,11,4,4-23
5,0,63,5,3,5-0
5,1,63,1,5,5-1
5,2,63,1,1,5-2
5,3,63,9,7,5-3
5,4,63,0,5,5-4
5,5,63,5,3,5-5
5,6,63,8,0,5-6
5,7,63,15,0,5-7
5,8,63,10,29,5-8
5,9,63,7,8,5-9
5,10,63,21,20,5-10
5,11,63,10,13,5-11
5,12,63,15,15,5-12
5,13,63,19,5,5-13
5,14,63,9,10,5-14
5,15,63,0,7,5-15
5,16,63,12,11,5-16
5,17,63,18,12,5-17
5,18,63,5,7,5-18
5,19,63,4,8,5-19
5,20,63,5,7,5-20
5,21,63,2,11,5-21
5,22,63,4,4,5-22
5,23,63,3,5,5-23
6,0,63,2,2,6-0
6,1,63,16,2,6-1
6,2,63,0,6,6-2
6,3,63,2,3,6-3
6,4,63,1,1,6-4
6,5,63,3,2,6-5
6,6,63,7,0,6-6
6,7,63,7,1,6-7
6,8,63,3,11,6-8
6,9,63,7,6,6-9
6,10,63,5,7,6-10
6,11,63,5,3,6-11
6,12,63,3,0,6-12
6,13,63,4,6,6-13
6,14,63,6,14,6-14
6,15,63,1,7,6-15
6,16,63,4,4,6-16
6,17,63,16,11,6-17
6,18,63,12,5,6-18
6,19,63,3,4,6-19
6,20,63,2,5,6-20
6,21,63,4,4,6-21
6,22,63,5,3,6-22
6,23,63,4,7,6-23
