week,hour,station_no,rent,lend,time_id
0,0,313,16,2,0-0
0,1,313,2,2,0-1
0,2,313,1,2,0-2
0,3,313,0,2,0-3
0,4,313,0,1,0-4
0,5,313,2,1,0-5
0,6,313,0,2,0-6
0,7,313,4,4,0-7
0,8,313,4,8,0-8
0,9,313,6,1,0-9
0,10,313,12,10,0-10
0,11,313,4,6,0-11
0,12,313,10,13,0-12
0,13,313,35,13,0-13
0,14,313,13,5,0-14
0,15,313,11,8,0-15
0,16,313,7,5,0-16
0,17,313,19,18,0-17
0,18,313,19,24,0-18
0,19,313,9,13,0-19
0,20,313,19,20,0-20
0,21,313,2,28,0-21
0,22,313,5,9,0-22
0,23,313,2,3,0-23
1,0,313,1,4,1-0
1,1,313,6,1,1-1
1,2,313,1,1,1-2
1,3,313,0,1,1-3
1,4,313,1,0,1-4
1,5,313,1,0,1-5
1,6,313,2,4,1-6
1,7,313,7,1,1-7
1,8,313,6,10,1-8
1,9,313,11,5,1-9
1,10,313,6,19,1-10
1,16,313,10,7,1-16
1,17,313,23,29,1-17
1,18,313,19,32,1-18
1,19,313,16,11,1-19
1,20,313,18,14,1-20
1,21,313,21,20,1-21
1,22,313,5,12,1-22
1,23,313,2,7,1-23
2,0,313,0,0,2-0
2,1,313,15,3,2-1
2,2,313,0,0,2-2
2,3,313,0,2,2-3
2,4,313,1,1,2-4
2,5,313,2,0,2-5
2,6,313,0,5,2-6
2,7,313,7,9,2-7
2,8,313,5,3,2-8
2,9,313,13,12,2-9
2,10,313,11,6,2-10
2,11,313,12,4,2-11
2,12,313,10,4,2-12
2,13,313,10,8,2-13
2,14,313,15,3,2-14
2,15,313,9,7,2-15
2,16,313,6,15,2-16
2,17,313,10,14,2-17
2,18,313,31,19,2-18
2,19,313,13,11,2-19
2,20,313,12,16,2-20
2,21,313,18,27,2-21
2,22,313,1,28,2-22
2,23,313,5,12,2-23
3,0,313,1,3,3-0
3,1,313,0,2,3-1
3,2,313,0,1,3-2
3,3,313,0,1,3-3
3,4,313,0,0,3-4
3,5,313,1,0,3-5
3,6,313,0,1,3-6
3,7,313,1,0,3-7
3,8,313,9,4,3-8
3,9,313,4,23,3-9
3,10,313,10,4,3-10
3,11,313,13,6,3-11
3,12,313,16,3,3-12
3,13,313,7,9,3-13
3,14,313,9,7,3-14
3,15,313,5,13,3-15
3,16,313,5,7,3-16
3,17,313,20,15,3-17
3,18,313,24,4,3-18
3,19,313,16,24,3-19
3,20,313,4,12,3-20
3,21,313,6,29,3-21
3,22,313,11,5,3-22
3,23,313,10,5,3-23
4,0,313,4,4,4-0
4,1,313,2,4,4-1
4,2,313,3,2,4-2
4,3,313,0,1,4-3
4,4,313,1,0,4-4
4,5,313,0,0,4-5
4,6,313,0,3,4-6
4,7,313,1,6,4-7
4,8,313,1,2,4-8
4,9,313,3,2,4-9
4,10,313,11,2,4-10
4,11,313,10,7,4-11
4,12,313,17,8,4-12
4,13,313,16,1,4-13
4,14,313,15,7,4-14
4,15,313,2,36,4-15
4,16,313,4,8,4-16
4,17,313,27,19,4-17
4,18,313,18,9,4-18
4,19,313,3,20,4-19
4,20,313,9,9,4-20
4,21,313,13,9,4-21
4,22,313,2,10,4-22
4,23,313,5,12,4-23
5,0,313,3,4,5-0
5,1,313,3,3,5-1
5,2,313,6,4,5-2
5,3,313,0,2,5-3
5,4,313,2,0,5-4
5,5,313,0,1,5-5
5,6,313,10,0,5-6
5,7,313,1,4,5-7
5,8,313,5,3,5-8
5,9,313,2,4,5-9
5,10,313,16,6,5-10
5,11,313,3,10,5-11
5,12,313,24,3,5-12
5,13,313,9,15,5-13
5,14,313,22,7,5-14
5,15,313,17,9,5-15
5,16,313,7,12,5-16
5,17,313,8,28,5-17
5,18,313,6,14,5-18
5,19,313,5,16,5-19
5,20,313,15,9,5-20
5,21,313,6,14,5-21
5,22,313,1,5,5-22
5,23,313,8,2,5-23
6,0,313,2,7,6-0
6,1,313,1,1,6-1
6,2,313,13,0,6-2
6,3,313,0,2,6-3
6,4,313,14,0,6-4
6,5,313,3,1,6-5
6,6,313,1,0,6-6
6,7,313,2,14,6-7
6,8,313,3,3,6-8
6,9,313,6,17,6-9
6,10,313,9,9,6-10
6,11,313,7,7,6-11
6,12,313,42,6,6-12
6,13,313,9,16,6-13
6,14,313,6,6,6-14
6,15,313,10,16,6-15
6,16,313,20,19,6-16
6,17,313,11,22,6-17
6,18,313,21,16,6-18
6,19,313,15,7,6-19
6,20,313,1,18,6-20
6,21,313,13,14,6-21
6,22,313,5,6,6-22
6,23,313,1,10,6-23
