week,hour,station_no,rent,lend,time_id
0,0,81,4,4,0-0
0,1,81,1,3,0-1
0,2,81,1,2,0-2
0,3,81,15,1,0-3
0,4,81,2,6,0-4
0,5,81,3,1,0-5
0,6,81,1,2,0-6
0,7,81,2,21,0-7
0,8,81,19,25,0-8
0,9,81,2,7,0-9
0,10,81,4,3,0-10
0,11,81,18,11,0-11
0,12,81,11,7,0-12
0,13,81,9,15,0-13
0,14,81,9,9,0-14
0,15,81,2,9,0-15
0,16,81,20,8,0-16
0,17,81,11,2,0-17
0,18,81,30,15,0-18
0,19,81,11,23,0-19
0,20,81,17,9,0-20
0,21,81,17,21,0-21
0,22,81,9,17,0-22
0,23,81,7,5,0-23
1,0,81,5,3,1-0
1,1,81,1,4,1-1
1,2,81,0,3,1-2
1,3,81,2,1,1-3
1,4,81,2,0,1-4
1,5,81,4,0,1-5
1,6,81,2,3,1-6
1,7,81,15,25,1-7
1,8,81,8,21,1-8
1,9,81,6,7,1-9
1,10,81,16,6,1-10
1,16,81,8,10,1-16
1,17,81,23,4,1-17
1,18,81,21,16,1-18
1,19,81,15,11,1-19
1,20,81,9,10,1-20
1,21,81,5,17,1-21
1,22,81,12,7,1-22
1,23,81,10,2,1-23
2,0,81,7,6,2-0
2,1,81,2,5,2-1
2,2,81,0,2,2-2
2,3,81,1,2,2-3
2,4,81,0,0,2-4
2,5,81,3,2,2-5
2,6,81,1,4,2-6
2,7,81,2,10,2-7
2,8,81,12,22,2-8
2,9,81,1,8,2-9
2,10,81,15,4,2-10
2,11,81,8,7,2-11
2,12,81,7,7,2-12
2,13,81,7,13,2-13
2,14,81,5,11,2-14
2,15,81,6,3,2-15
2,16,81,16,7,2-16
2,17,81,7,5,2-17
2,18,81,16,8,2-18
2,19,81,28,28,2-19
2,20,81,8,11,2-20
2,21,81,9,30,2-21
2,22,81,16,11,2-22
2,23,81,11,10,2-23
3,0,81,8,6,3-0
3,1,81,9,4,3-1
3,2,81,1,0,3-2
3,3,81,0,2,3-3
3,4,81,0,1,3-4
3,5,81,14,0,3-5
3,6,81,0,3,3-6
3,7,81,6,9,3-7
3,8,81,0,18,3-8
3,9,81,0,4,3-9
3,10,81,7,5,3-10
3,11,81,6,3,3-11
3,12,81,8,9,3-12
3,13,81,10,11,3-13
3,14,81,8,7,3-14
3,15,81,5,9,3-15
3,16,81,12,6,3-16
3,17,81,15,12,3-17
3,18,81,9,11,3-18
3,19,81,16,7,3-19
3,20,81,11,14,3-20
3,21,81,12,8,3-21
3,22,81,18,5,3-22
3,23,81,5,12,3-23
4,0,81,5,7,4-0
4,1,81,4,9,4-1
4,2,81,1,7,4-2
4,3,81,1,2,4-3
4,4,81,2,0,4-4
4,5,81,4,1,4-5
4,6,81,1,2,4-6
4,7,81,1,13,4-7
4,8,81,7,7,4-8
4,9,81,4,5,4-9
4,10,81,5,3,4-10
4,11,81,6,5,4-11
4,12,81,8,6,4-12
4,13,81,4,8,4-13
4,14,81,5,4,4-14
4,15,81,15,6,4-15
4,16,81,17,7,4-16
4,17,81,16,20,4-17
4,18,81,10,16,4-18
4,19,81,16,6,4-19
4,20,81,10,15,4-20
4,21,81,8,7,4-21
4,22,81,2,16,4-22
4,23,81,8,10,4-23
5,0,81,7,8,5-0
5,1,81,5,1,5-1
5,2,81,1,2,5-2
5,3,81,4,4,5-3
5,4,81,16,0,5-4
5,5,81,2,2,5-5
5,6,81,4,3,5-6
5,7,81,2,2,5-7
5,8,81,3,12,5-8
5,9,81,6,9,5-9
5,10,81,9,3,5-10
5,11,81,6,19,5-11
5,12,81,25,9,5-12
5,13,81,2,19,5-13
5,14,81,12,8,5-14
5,15,81,9,10,5-15
5,16,81,5,7,5-16
5,17,81,15,12,5-17
5,18,81,6,7,5-18
5,19,81,16,13,5-19
5,20,81,3,6,5-20
5,21,81,14,10,5-21
5,22,81,12,9,5-22
5,23,81,9,11,5-23
6,0,81,13,13,6-0
6,1,81,21,10,6-1
6,2,81,3,4,6-2
6,3,81,15,1,6-3
6,4,81,5,0,6-4
6,5,81,0,12,6-5
6,6,81,3,2,6-6
6,7,81,6,5,6-7
6,8,81,5,19,6-8
6,9,81,10,8,6-9
6,10,81,12,8,6-10
6,11,81,7,8,6-11
6,12,81,6,4,6-12
6,13,81,7,9,6-13
6,14,81,11,12,6-14
6,15,81,12,8,6-15
6,16,81,5,19,6-16
6,17,81,13,5,6-17
6,18,81,8,13,6-18
6,19,81,8,3,6-19
6,20,81,5,7,6-20
6,21,81,4,9,6-21
6,22,81,12,5,6-22
6,23,81,8,0,6-23
