week,hour,station_no,rent,lend,time_id
0,0,138,3,4,0-0
0,1,138,10,1,0-1
0,2,138,2,0,0-2
0,3,138,1,0,0-3
0,4,138,0,2,0-4
0,5,138,3,2,0-5
0,6,138,9,15,0-6
0,7,138,18,6,0-7
0,8,138,11,11,0-8
0,9,138,12,24,0-9
0,10,138,8,7,0-10
0,11,138,11,10,0-11
0,12,138,11,6,0-12
0,13,138,7,5,0-13
0,14,138,6,13,0-14
0,15,138,6,10,0-15
0,16,138,22,14,0-16
0,17,138,9,24,0-17
0,18,138,27,9,0-18
0,19,138,9,23,0-19
0,20,138,14,7,0-20
0,21,138,6,5,0-21
0,22,138,1,8,0-22
0,23,138,3,8,0-23
1,0,138,5,0,1-0
1,1,138,5,1,1-1
1,2,138,0,1,1-2
1,3,138,0,1,1-3
1,4,138,0,0,1-4
1,5,138,2,2,1-5
1,6,138,2,7,1-6
1,7,138,20,9,1-7
1,8,138,11,16,1-8
1,9,138,5,8,1-9
1,10,138,3,7,1-10
1,16,138,13,10,1-16
1,17,138,23,24,1-17
1,18,138,27,29,1-18
1,19,138,25,7,1-19
1,20,138,16,16,1-20
1,21,138,9,17,1-21
1,22,138,21,13,1-22
1,23,138,9,12,1-23
2,0,138,4,3,2-0
2,1,138,6,2,2-1
2,2,138,2,1,2-2
2,3,138,2,1,2-3
2,4,138,1,2,2-4
2,5,138,1,3,2-5
2,6,138,6,2,2-6
2,7,138,5,20,2-7
2,8,138,8,14,2-8
2,9,138,17,11,2-9
2,10,138,5,7,2-10
2,11,138,5,9,2-11
2,12,138,12,5,2-12
2,13,138,8,11,2-13
2,14,138,6,8,2-14
2,15,138,9,8,2-15
2,16,138,15,8,2-16
2,17,138,19,1,2-17
2,18,138,14,31,2-18
2,19,138,9,18,2-19
2,20,138,11,12,2-20
2,21,138,14,10,2-21
2,22,138,11,22,2-22
2,23,138,9,10,2-23
3,0,138,1,2,3-0
3,1,138,14,2,3-1
3,2,138,1,1,3-2
3,3,138,1,0,3-3
3,4,138,1,1,3-4
3,5,138,2,1,3-5
3,6,138,3,3,3-6
3,7,138,5,17,3-7
3,8,138,21,10,3-8
3,9,138,18,22,3-9
3,10,138,4,10,3-10
3,11,138,5,7,3-11
3,12,138,13,7,3-12
3,13,138,7,9,3-13
3,14,138,6,8,3-14
3,15,138,9,9,3-15
3,16,138,24,1,3-16
3,17,138,11,23,3-17
3,18,138,15,12,3-18
3,19,138,11,17,3-19
3,20,138,4,15,3-20
3,21,138,4,4,3-21
3,22,138,8,6,3-22
3,23,138,6,7,3-23
4,0,138,6,3,4-0
4,1,138,4,4,4-1
4,2,138,2,1,4-2
4,3,138,8,2,4-3
4,4,138,2,2,4-4
4,5,138,2,2,4-5
4,6,138,1,4,4-6
4,7,138,5,10,4-7
4,8,138,23,10,4-8
4,9,138,6,14,4-9
4,10,138,13,10,4-10
4,11,138,13,7,4-11
4,12,138,9,5,4-12
4,13,138,8,20,4-13
4,14,138,15,13,4-14
4,15,138,10,12,4-15
4,16,138,7,16,4-16
4,17,138,11,5,4-17
4,18,138,23,14,4-18
4,19,138,16,6,4-19
4,20,138,8,16,4-20
4,21,138,9,10,4-21
4,22,138,18,30,4-22
4,23,138,14,5,4-23
5,0,138,2,8,5-0
5,1,138,10,3,5-1
5,2,138,2,0,5-2
5,3,138,4,2,5-3
5,4,138,3,4,5-4
5,5,138,3,4,5-5
5,6,138,5,1,5-6
5,7,138,11,22,5-7
5,8,138,11,11,5-8
5,9,138,13,5,5-9
5,10,138,6,10,5-10
5,11,138,15,10,5-11
5,12,138,18,17,5-12
5,13,138,15,9,5-13
5,14,138,3,12,5-14
5,15,138,11,26,5-15
5,16,138,10,5,5-16
5,17,138,17,17,5-17
5,18,138,13,12,5-18
5,19,138,9,11,5-19
5,20,138,14,11,5-20
5,21,138,14,13,5-21
5,22,138,10,14,5-22
5,23,138,3,7,5-23
6,0,138,20,7,6-0
6,1,138,7,7,6-1
6,2,138,5,1,6-2
6,3,138,4,2,6-3
6,4,138,3,2,6-4
6,5,138,0,5,6-5
6,6,138,8,1,6-6
6,7,138,4,8,6-7
6,8,138,9,14,6-8
6,9,138,11,7,6-9
6,10,138,13,12,6-10
6,11,138,15,5,6-11
6,12,138,7,25,6-12
6,13,138,6,7,6-13
6,14,138,6,13,6-14
6,15,138,25,3,6-15
6,16,138,8,17,6-16
6,17,138,9,18,6-17
6,18,138,25,28,6-18
6,19,138,4,5,6-19
6,20,138,17,5,6-20
6,21,138,3,12,6-21
6,22,138,4,5,6-22
6,23,138,4,4,6-23
