week,hour,station_no,rent,lend,time_id
0,0,92,2,1,0-0
0,1,92,0,2,0-1
0,2,92,0,1,0-2
0,3,92,0,1,0-3
0,4,92,1,0,0-4
0,5,92,1,0,0-5
0,6,92,1,5,0-6
0,7,92,2,4,0-7
0,8,92,1,12,0-8
0,9,92,6,3,0-9
0,10,92,6,9,0-10
0,11,92,12,3,0-11
0,12,92,5,4,0-12
0,13,92,1,5,0-13
0,14,92,11,6,0-14
0,15,92,5,6,0-15
0,16,92,12,10,0-16
0,17,92,5,9,0-17
0,18,92,8,4,0-18
0,19,92,9,2,0-19
0,20,92,4,9,0-20
0,21,92,8,8,0-21
0,22,92,7,4,0-22
0,23,92,9,2,0-23
1,0,92,3,3,1-0
1,1,92,0,1,1-1
1,2,92,0,16,1-2
1,3,92,1,2,1-3
1,4,92,0,1,1-4
1,5,92,1,2,1-5
1,6,92,1,4,1-6
1,7,92,4,6,1-7
1,8,92,4,9,1-8
1,9,92,8,2,1-9
1,10,92,2,5,1-10
1,16,92,16,2,1-16
1,17,92,3,19,1-17
1,18,92,6,5,1-18
1,19,92,15,3,1-19
1,20,92,14,2,1-20
1,21,92,3,6,1-21
1,22,92,3,5,1-22
1,23,92,5,2,1-23
2,0,92,4,1,2-0
2,1,92,0,13,2-1
2,2,92,1,0,2-2
2,3,92,2,1,2-3
2,4,92,1,1,2-4
2,5,92,2,3,2-5
2,6,92,3,3,2-6
2,7,92,1,8,2-7
2,8,92,1,3,2-8
2,9,92,3,4,2-9
2,10,92,2,2,2-10
2,11,92,0,5,2-11
2,12,92,3,3,2-12
2,13,92,7,1,2-13
2,14,92,11,5,2-14
2,15,92,5,18,2-15
2,16,92,10,0,2-16
2,17,92,2,6,2-17
2,18,92,6,1,2-18
2,19,92,4,3,2-19
2,20,92,7,2,2-20
2,21,92,11,3,2-21
2,22,92,11,7,2-22
2,23,92,1,8,2-23
3,0,92,3,2,3-0
3,1,92,1,2,3-1
3,2,92,0,0,3-2
3,3,92,1,0,3-3
3,4,92,0,0,3-4
3,5,92,1,2,3-5
3,6,92,3,2,3-6
3,7,92,2,8,3-7
3,8,92,3,4,3-8
3,9,92,4,1,3-9
3,10,92,4,6,3-10
3,11,92,7,10,3-11
3,12,92,8,5,3-12
3,13,92,7,9,3-13
3,14,92,2,3,3-14
3,15,92,9,4,3-15
3,16,92,9,9,3-16
3,17,92,16,5,3-17
3,18,92,18,3,3-18
3,19,92,0,27,3-19
3,20,92,7,8,3-20
3,21,92,8,2,3-21
3,22,92,8,9,3-22
3,23,92,1,8,3-23
4,0,92,4,3,4-0
4,1,92,0,1,4-1
4,2,92,2,3,4-2
4,3,92,2,0,4-3
4,4,92,0,2,4-4
4,5,92,1,0,4-5
4,6,92,3,7,4-6
4,7,92,1,5,4-7
4,8,92,1,3,4-8
4,9,92,4,4,4-9
4,10,92,2,1,4-10
4,11,92,4,3,4-11
4,12,92,6,5,4-12
4,13,92,11,6,4-13
4,14,92,13,2,4-14
4,15,92,4,17,4-15
4,16,92,6,4,4-16
4,17,92,9,0,4-17
4,18,92,7,17,4-18
4,19,92,10,3,4-19
4,20,92,6,5,4-20
4,21,92,6,14,4-21
4,22,92,6,7,4-22
4,23,92,3,2,4-23
5,0,92,7,6,5-0
5,1,92,7,4,5-1
5,2,92,2,4,5-2
5,3,92,3,7,5-3
5,4,92,1,2,5-4
5,5,92,8,3,5-5
5,6,92,6,4,5-6
5,7,92,5,4,5-7
5,8,92,3,4,5-8
5,9,92,4,6,5-9
5,10,92,7,6,5-10
5,11,92,5,2,5-11
5,12,92,10,2,5-12
5,13,92,4,15,5-13
5,14,92,10,12,5-14
5,15,92,10,6,5-15
5,16,92,7,14,5-16
5,17,92,23,6,5-17
5,18,92,14,12,5-18
5,19,92,7,9,5-19
5,20,92,18,16,5-20
5,21,92,8,0,5-21
5,22,92,8,6,5-22
5,23,92,4,7,5-23
6,0,92,5,4,6-0
6,1,92,0,18,6-1
6,2,92,0,8,6-2
6,3,92,3,2,6-3
6,4,92,2,1,6-4
6,5,92,5,3,6-5
6,6,92,6,2,6-6
6,7,92,1,5,6-7
6,8,92,7,5,6-8
6,9,92,7,6,6-9
6,10,92,5,6,6-10
6,11,92,3,5,6-11
6,12,92,8,3,6-12
6,13,92,7,2,6-13
6,14,92,7,6,6-14
6,15,92,13,4,6-15
6,16,92,5,7,6-16
6,17,92,9,18,6-17
6,18,92,22,7,6-18
6,19,92,8,14,6-19
6,20,92,9,2,6-20
6,21,92,6,8,6-21
6,22,92,3,7,6-22
6,23,92,4,9,6-23
