week,hour,station_no,rent,lend,time_id
0,0,64,1,1,0-0
0,1,64,0,1,0-1
0,2,64,0,0,0-2
0,3,64,0,2,0-3
0,4,64,0,0,0-4
0,5,64,1,0,0-5
0,6,64,2,0,0-6
0,7,64,6,19,0-7
0,8,64,12,3,0-8
0,9,64,17,4,0-9
0,10,64,3,3,0-10
0,11,64,4,8,0-11
0,12,64,3,14,0-12
0,13,64,12,1,0-13
0,14,64,7,1,0-14
0,15,64,2,3,0-15
0,16,64,5,5,0-16
0,17,64,14,17,0-17
0,18,64,2,22,0-18
0,19,64,4,6,0-19
0,20,64,3,7,0-20
0,21,64,2,5,0-21
0,22,64,0,2,0-22
0,23,64,14,1,0-23
1,0,64,0,1,1-0
1,1,64,0,0,1-1
1,2,64,1,1,1-2
1,3,64,0,0,1-3
1,4,64,0,0,1-4
1,5,64,1,1,1-5
1,6,64,2,0,1-6
1,7,64,18,1,1-7
1,8,64,14,27,1-8
1,9,64,13,14,1-9
1,10,64,6,3,1-10
1,16,64,4,20,1-16
1,17,64,18,27,1-17
1,18,64,5,16,1-18
1,19,64,15,5,1-19
1,20,64,1,7,1-20
1,21,64,5,8,1-21
1,22,64,1,3,1-22
1,23,64,0,1,1-23
2,0,64,6,0,2-0
2,1,64,1,0,2-1
2,2,64,0,1,2-2
2,3,64,0,1,2-3
2,4,64,0,0,2-4
2,5,64,2,0,2-5
2,6,64,2,1,2-6
2,7,64,11,0,2-7
2,8,64,13,12,2-8
2,9,64,8,3,2-9
2,10,64,4,8,2-10
2,11,64,3,5,2-11
2,12,64,4,12,2-12
2,13,64,16,4,2-13
2,14,64,6,2,2-14
2,15,64,6,4,2-15
2,16,64,7,6,2-16
2,17,64,29,21,2-17
2,18,64,4,14,2-18
2,19,64,12,6,2-19
2,20,64,0,11,2-20
2,21,64,0,15,2-21
2,22,64,1,5,2-22
2,23,64,8,0,2-23
3,0,64,0,0,3-0
3,1,64,0,0,3-1
3,2,64,0,0,3-2
3,3,64,0,3,3-3
3,4,64,0,0,3-4
3,5,64,1,0,3-5
3,6,64,2,0,3-6
3,7,64,8,0,3-7
3,8,64,13,13,3-8
3,9,64,9,2,3-9
3,10,64,5,1,3-10
3,11,64,1,2,3-11
3,12,64,9,13,3-12
3,13,64,15,6,3-13
3,14,64,2,4,3-14
3,15,64,4,7,3-15
3,16,64,9,7,3-16
3,17,64,21,38,3-17
3,18,64,1,13,3-18
3,19,64,3,3,3-19
3,20,64,23,5,3-20
3,21,64,1,15,3-21
3,22,64,1,4,3-22
3,23,64,0,2,3-23
4,0,64,9,0,4-0
4,1,64,1,2,4-1
4,2,64,0,7,4-2
4,3,64,5,1,4-3
4,4,64,1,0,4-4
4,5,64,0,0,4-5
4,6,64,5,1,4-6
4,7,64,5,0,4-7
4,8,64,11,1,4-8
4,9,64,3,15,4-9
4,10,64,8,0,4-10
4,11,64,4,5,4-11
4,12,64,7,14,4-12
4,13,64,17,5,4-13
4,14,64,14,11,4-14
4,15,64,4,12,4-15
4,16,64,22,13,4-16
4,17,64,2,28,4-17
4,18,64,6,8,4-18
4,19,64,1,2,4-19
4,20,64,13,5,4-20
4,21,64,1,9,4-21
4,22,64,2,2,4-22
4,23,64,13,3,4-23
5,0,64,0,0,5-0
5,1,64,1,1,5-1
5,2,64,0,0,5-2
5,3,64,1,2,5-3
5,4,64,0,0,5-4
5,5,64,2,4,5-5
5,6,64,2,0,5-6
5,7,64,3,0,5-7
5,8,64,7,5,5-8
5,9,64,11,3,5-9
5,10,64,7,5,5-10
5,11,64,6,7,5-11
5,12,64,5,9,5-12
5,13,64,19,3,5-13
5,14,64,12,3,5-14
5,15,64,6,17,5-15
5,16,64,13,13,5-16
5,17,64,17,25,5-17
5,18,64,18,9,5-18
5,19,64,7,4,5-19
5,20,64,1,12,5-20
5,21,64,1,22,5-21
5,22,64,10,5,5-22
5,23,64,4,0,5-23
6,0,64,2,6,6-0
6,1,64,0,3,6-1
6,2,64,0,2,6-2
6,3,64,1,6,6-3
6,4,64,8,0,6-4
6,5,64,0,0,6-5
6,6,64,1,0,6-6
6,7,64,4,0,6-7
6,8,64,9,7,6-8
6,9,64,19,7,6-9
6,10,64,7,17,6-10
6,11,64,8,10,6-11
6,12,64,6,4,6-12
6,13,64,14,3,6-13
6,14,64,3,5,6-14
6,15,64,5,3,6-15
6,16,64,3,20,6-16
6,17,64,14,12,6-17
6,18,64,3,4,6-18
6,19,64,3,2,6-19
6,20,64,15,2,6-20
6,21,64,0,3,6-21
6,22,64,4,2,6-22
6,23,64,0,1,6-23
