week,hour,station_no,rent,lend,time_id
0,0,29,1,1,0-0
0,1,29,1,1,0-1
0,2,29,0,0,0-2
0,3,29,0,0,0-3
0,4,29,0,1,0-4
0,5,29,1,1,0-5
0,6,29,0,2,0-6
0,7,29,13,2,0-7
0,8,29,12,12,0-8
0,9,29,5,4,0-9
0,10,29,5,4,0-10
0,11,29,3,2,0-11
0,12,29,6,6,0-12
0,13,29,7,5,0-13
0,14,29,5,6,0-14
0,15,29,2,7,0-15
0,16,29,9,5,0-16
0,17,29,2,21,0-17
0,18,29,8,5,0-18
0,19,29,2,3,0-19
0,20,29,4,7,0-20
0,21,29,4,4,0-21
0,22,29,4,3,0-22
0,23,29,14,4,0-23
1,0,29,0,4,1-0
1,1,29,1,1,1-1
1,2,29,1,1,1-2
1,3,29,2,1,1-3
1,4,29,0,0,1-4
1,5,29,2,1,1-5
1,6,29,3,8,1-6
1,7,29,15,9,1-7
1,8,29,15,2,1-8
1,9,29,10,3,1-9
1,10,29,3,4,1-10
1,16,29,5,9,1-16
1,17,29,2,9,1-17
1,18,29,8,7,1-18
1,19,29,8,6,1-19
1,20,29,6,7,1-20
1,21,29,2,10,1-21
1,22,29,3,9,1-22
1,23,29,1,9,1-23
2,0,29,0,2,2-0
2,1,29,0,0,2-1
2,2,29,2,1,2-2
2,3,29,0,0,2-3
2,4,29,0,1,2-4
2,5,29,2,2,2-5
2,6,29,3,3,2-6
2,7,29,18,1,2-7
2,8,29,13,2,2-8
2,9,29,5,15,2-9
2,10,29,5,8,2-10
2,11,29,6,2,2-11
2,12,29,1,7,2-12
2,13,29,6,7,2-13
2,14,29,2,2,2-14
2,15,29,5,4,2-15
2,16,29,2,10,2-16
2,17,29,2,12,2-17
2,18,29,12,7,2-18
2,19,29,8,1,2-19
2,20,29,3,4,2-20
2,21,29,8,8,2-21
2,22,29,4,10,2-22
2,23,29,15,14,2-23
3,0,29,1,2,3-0
3,1,29,1,0,3-1
3,2,29,1,0,3-2
3,3,29,1,0,3-3
3,4,29,0,0,3-4
3,5,29,0,3,3-5
3,6,29,1,0,3-6
3,7,29,17,0,3-7
3,8,29,13,1,3-8
3,9,29,3,6,3-9
3,10,29,6,7,3-10
3,11,29,3,0,3-11
3,12,29,6,12,3-12
3,13,29,13,2,3-13
3,14,29,5,3,3-14
3,15,29,4,4,3-15
3,16,29,2,4,3-16
3,17,29,0,35,3-17
3,18,29,12,7,3-18
3,19,29,10,6,3-19
3,20,29,7,9,3-20
3,21,29,6,4,3-21
3,22,29,2,8,3-22
3,23,29,2,5,3-23
4,0,29,2,3,4-0
4,1,29,3,2,4-1
4,2,29,1,1,4-2
4,3,29,0,2,4-3
4,4,29,2,0,4-4
4,5,29,0,3,4-5
4,6,29,2,2,4-6
4,7,29,15,1,4-7
4,8,29,13,4,4-8
4,9,29,5,4,4-9
4,10,29,1,6,4-10
4,11,29,3,5,4-11
4,12,29,5,8,4-12
4,13,29,7,4,4-13
4,14,29,4,7,4-14
4,15,29,1,5,4-15
4,16,29,9,6,4-16
4,17,29,9,26,4-17
4,18,29,14,5,4-18
4,19,29,9,2,4-19
4,20,29,6,2,4-20
4,21,29,7,10,4-21
4,22,29,3,11,4-22
4,23,29,1,5,4-23
5,0,29,0,4,5-0
5,1,29,8,0,5-1
5,2,29,0,0,5-2
5,3,29,2,0,5-3
5,4,29,0,1,5-4
5,5,29,0,1,5-5
5,6,29,1,0,5-6
5,7,29,1,5,5-7
5,8,29,5,6,5-8
5,9,29,17,4,5-9
5,10,29,11,6,5-10
5,11,29,1,6,5-11
5,12,29,1,11,5-12
5,13,29,2,4,5-13
5,14,29,11,5,5-14
5,15,29,2,11,5-15
5,16,29,12,2,5-16
5,17,29,9,6,5-17
5,18,29,4,9,5-18
5,19,29,2,10,5-19
5,20,29,3,5,5-20
5,21,29,5,2,5-21
5,22,29,1,4,5-22
5,23,29,3,2,5-23
6,0,29,4,3,6-0
6,1,29,7,0,6-1
6,2,29,0,0,6-2
6,3,29,1,0,6-3
6,4,29,1,0,6-4
6,5,29,1,0,6-5
6,6,29,0,0,6-6
6,7,29,0,1,6-7
6,8,29,0,7,6-8
6,9,29,3,8,6-9
6,10,29,14,3,6-10
6,11,29,5,3,6-11
6,12,29,4,4,6-12
6,13,29,1,4,6-13
6,14,29,2,3,6-14
6,15,29,7,6,6-15
6,16,29,3,12,6-16
6,17,29,5,4,6-17
6,18,29,4,3,6-18
6,19,29,2,2,6-19
6,20,29,6,0,6-20
6,21,29,1,1,6-21
6,22,29,3,1,6-22
6,23,29,0,1,6-23
