week,hour,station_no,rent,lend,time_id
0,0,337,0,0,0-0
0,1,337,14,0,0-1
0,2,337,0,1,0-2
0,3,337,1,0,0-3
0,4,337,0,0,0-4
0,5,337,0,0,0-5
0,6,337,1,1,0-6
0,7,337,0,2,0-7
0,8,337,1,5,0-8
0,9,337,0,2,0-9
0,10,337,1,1,0-10
0,11,337,1,0,0-11
0,12,337,1,1,0-12
0,13,337,1,0,0-13
0,14,337,0,1,0-14
0,15,337,1,1,0-15
0,16,337,1,14,0-16
0,17,337,4,2,0-17
0,18,337,14,2,0-18
0,19,337,3,2,0-19
0,20,337,13,10,0-20
0,21,337,3,2,0-21
0,22,337,2,1,0-22
0,23,337,0,0,0-23
1,0,337,0,0,1-0
1,1,337,0,1,1-1
1,2,337,0,0,1-2
1,3,337,1,0,1-3
1,4,337,1,0,1-4
1,5,337,0,0,1-5
1,6,337,0,1,1-6
1,7,337,3,5,1-7
1,8,337,1,13,1-8
1,9,337,0,3,1-9
1,10,337,0,1,1-10
1,16,337,2,3,1-16
1,17,337,2,1,1-17
1,18,337,13,2,1-18
1,19,337,5,2,1-19
1,20,337,6,6,1-20
1,21,337,1,3,1-21
1,22,337,0,1,1-22
1,23,337,2,0,1-23
2,0,337,1,0,2-0
2,1,337,0,1,2-1
2,2,337,0,0,2-2
2,3,337,1,0,2-3
2,4,337,0,0,2-4
2,5,337,0,0,2-5
2,6,337,0,1,2-6
2,7,337,0,4,2-7
2,8,337,0,6,2-8
2,9,337,0,2,2-9
2,10,337,0,0,2-10
2,11,337,1,0,2-11
2,12,337,0,0,2-12
2,13,337,1,0,2-13
2,14,337,2,1,2-14
2,15,337,0,0,2-15
2,16,337,1,0,2-16
2,17,337,1,0,2-17
2,18,337,11,0,2-18
2,19,337,3,0,2-19
2,20,337,2,0,2-20
2,21,337,0,0,2-21
2,22,337,0,2,2-22
2,23,337,2,0,2-23
3,0,337,0,0,3-0
3,1,337,0,0,3-1
3,2,337,0,0,3-2
3,3,337,0,0,3-3
3,4,337,0,0,3-4
3,5,337,0,0,3-5
3,6,337,0,0,3-6
3,7,337,0,1,3-7
3,8,337,0,5,3-8
3,9,337,0,3,3-9
3,10,337,0,0,3-10
3,11,337,0,1,3-11
3,12,337,2,0,3-12
3,13,337,0,1,3-13
3,14,337,0,2,3-14
3,15,337,0,1,3-15
3,16,337,0,0,3-16
3,17,337,2,0,3-17
3,18,337,14,2,3-18
3,19,337,0,0,3-19
3,20,337,2,5,3-20
3,21,337,3,3,3-21
3,22,337,2,0,3-22
3,23,337,3,0,3-23
4,0,337,0,0,4-0
4,1,337,1,0,4-1
4,2,337,0,0,4-2
4,3,337,0,1,4-3
4,4,337,1,0,4-4
4,5,337,2,0,4-5
4,6,337,0,2,4-6
4,7,337,0,1,4-7
4,8,337,0,5,4-8
4,9,337,0,1,4-9
4,10,337,0,1,4-10
4,11,337,1,0,4-11
4,12,337,0,0,4-12
4,13,337,0,1,4-13
4,14,337,0,2,4-14
4,15,337,1,0,4-15
4,16,337,0,2,4-16
4,17,337,9,3,4-17
4,18,337,9,1,4-18
4,19,337,1,13,4-19
4,20,337,1,6,4-20
4,21,337,0,2,4-21
4,22,337,3,0,4-22
4,23,337,1,0,4-23
5,0,337,2,0,5-0
5,1,337,0,0,5-1
5,2,337,0,1,5-2
5,3,337,0,0,5-3
5,4,337,1,0,5-4
5,5,337,1,0,5-5
5,6,337,0,0,5-6
5,7,337,0,2,5-7
5,8,337,0,2,5-8
5,9,337,0,2,5-9
5,10,337,1,3,5-10
5,11,337,3,3,5-11
5,12,337,0,5,5-12
5,13,337,3,1,5-13
5,14,337,2,4,5-14
5,15,337,3,6,5-15
5,16,337,4,1,5-16
5,17,337,10,3,5-17
5,18,337,11,8,5-18
5,19,337,6,0,5-19
5,20,337,3,5,5-20
5,21,337,2,7,5-21
5,22,337,3,6,5-22
5,23,337,3,0,5-23
6,0,337,2,2,6-0
6,1,337,1,0,6-1
6,2,337,0,1,6-2
6,3,337,0,0,6-3
6,4,337,0,0,6-4
6,5,337,2,0,6-5
6,6,337,1,0,6-6
6,7,337,0,3,6-7
6,8,337,0,2,6-8
6,9,337,2,3,6-9
6,10,337,3,4,6-10
6,11,337,1,0,6-11
6,12,337,7,2,6-12
6,13,337,2,2,6-13
6,14,337,1,3,6-14
6,15,337,6,2,6-15
6,16,337,2,4,6-16
6,17,337,7,1,6-17
6,18,337,3,2,6-18
6,19,337,0,14,6-19
6,20,337,1,0,6-20
6,21,337,0,2,6-21
6,22,337,0,0,6-22
6,23,337,2,0,6-23
