week,hour,station_no,rent,lend,time_id
0,0,162,0,0,0-0
0,1,162,2,0,0-1
0,2,162,0,2,0-2
0,3,162,2,3,0-3
0,4,162,27,2,0-4
0,5,162,1,2,0-5
0,6,162,1,7,0-6
0,7,162,0,12,0-7
0,8,162,1,13,0-8
0,9,162,0,13,0-9
0,10,162,4,7,0-10
0,11,162,4,2,0-11
0,12,162,4,9,0-12
0,13,162,16,6,0-13
0,14,162,0,10,0-14
0,15,162,7,5,0-15
0,16,162,7,4,0-16
0,17,162,12,6,0-17
0,18,162,24,1,0-18
0,19,162,6,17,0-19
0,20,162,8,5,0-20
0,21,162,15,2,0-21
0,22,162,8,2,0-22
0,23,162,2,4,0-23
1,0,162,0,3,1-0
1,1,162,2,2,1-1
1,2,162,6,0,1-2
1,3,162,2,0,1-3
1,4,162,0,2,1-4
1,5,162,3,1,1-5
1,6,162,1,3,1-6
1,7,162,18,14,1-7
1,8,162,3,19,1-8
1,9,162,1,14,1-9
1,10,162,2,4,1-10
1,16,162,7,4,1-16
1,17,162,11,7,1-17
1,18,162,20,13,1-18
1,19,162,14,11,1-19
1,20,162,9,11,1-20
1,21,162,7,6,1-21
1,22,162,10,1,1-22
1,23,162,9,0,1-23
2,0,162,2,1,2-0
2,1,162,0,2,2-1
2,2,162,2,1,2-2
2,3,162,0,0,2-3
2,4,162,0,0,2-4
2,5,162,5,3,2-5
2,6,162,1,6,2-6
2,7,162,1,10,2-7
2,8,162,2,12,2-8
2,9,162,38,14,2-9
2,10,162,3,12,2-10
2,11,162,3,6,2-11
2,12,162,1,7,2-12
2,13,162,0,2,2-13
2,14,162,4,9,2-14
2,15,162,4,4,2-15
2,16,162,1,7,2-16
2,17,162,7,6,2-17
2,18,162,15,3,2-18
2,19,162,15,5,2-19
2,20,162,4,4,2-20
2,21,162,12,7,2-21
2,22,162,11,5,2-22
2,23,162,7,4,2-23
3,0,162,1,2,3-0
3,1,162,3,0,3-1
3,2,162,0,2,3-2
3,3,162,2,0,3-3
3,4,162,0,0,3-4
3,5,162,1,1,3-5
3,6,162,2,0,3-6
3,7,162,0,5,3-7
3,8,162,1,10,3-8
3,9,162,0,9,3-9
3,10,162,24,7,3-10
3,11,162,2,13,3-11
3,12,162,3,7,3-12
3,13,162,1,7,3-13
3,14,162,2,6,3-14
3,15,162,8,3,3-15
3,16,162,10,5,3-16
3,17,162,5,12,3-17
3,18,162,14,6,3-18
3,19,162,24,5,3-19
3,20,162,9,3,3-20
3,21,162,8,8,3-21
3,22,162,11,2,3-22
3,23,162,8,6,3-23
4,0,162,4,1,4-0
4,1,162,5,1,4-1
4,2,162,6,2,4-2
4,3,162,2,2,4-3
4,4,162,0,0,4-4
4,5,162,4,1,4-5
4,6,162,2,4,4-6
4,7,162,0,11,4-7
4,8,162,1,20,4-8
4,9,162,9,10,4-9
4,10,162,1,10,4-10
4,11,162,4,6,4-11
4,12,162,4,12,4-12
4,13,162,7,8,4-13
4,14,162,4,6,4-14
4,15,162,8,3,4-15
4,16,162,3,8,4-16
4,17,162,7,6,4-17
4,18,162,16,5,4-18
4,19,162,8,19,4-19
4,20,162,2,13,4-20
4,21,162,23,7,4-21
4,22,162,5,3,4-22
4,23,162,6,5,4-23
5,0,162,8,1,5-0
5,1,162,3,7,5-1
5,2,162,7,0,5-2
5,3,162,4,1,5-3
5,4,162,18,2,5-4
5,5,162,3,3,5-5
5,6,162,4,3,5-6
5,7,162,0,8,5-7
5,8,162,4,4,5-8
5,9,162,0,8,5-9
5,10,162,6,5,5-10
5,11,162,5,13,5-11
5,12,162,5,15,5-12
5,13,162,3,18,5-13
5,14,162,9,13,5-14
5,15,162,13,3,5-15
5,16,162,7,14,5-16
5,17,162,9,8,5-17
5,18,162,22,5,5-18
5,19,162,7,11,5-19
5,20,162,1,8,5-20
5,21,162,29,3,5-21
5,22,162,4,3,5-22
5,23,162,14,4,5-23
6,0,162,10,1,6-0
6,1,162,5,3,6-1
6,2,162,7,0,6-2
6,3,162,2,3,6-3
6,4,162,3,1,6-4
6,5,162,4,1,6-5
6,6,162,0,20,6-6
6,7,162,2,5,6-7
6,8,162,13,12,6-8
6,9,162,1,12,6-9
6,10,162,2,17,6-10
6,11,162,8,7,6-11
6,12,162,1,12,6-12
6,13,162,1,6,6-13
6,14,162,2,8,6-14
6,15,162,1,1,6-15
6,16,162,6,4,6-16
6,17,162,10,6,6-17
6,18,162,2,6,6-18
6,19,162,26,2,6-19
6,20,162,6,2,6-20
6,21,162,8,4,6-21
6,22,162,4,5,6-22
6,23,162,4,6,6-23
