week,hour,station_no,rent,lend,time_id
0,0,248,2,1,0-0
0,1,248,1,1,0-1
0,2,248,1,1,0-2
0,3,248,1,0,0-3
0,4,248,0,0,0-4
0,5,248,1,1,0-5
0,6,248,2,4,0-6
0,7,248,14,11,0-7
0,8,248,12,16,0-8
0,9,248,7,16,0-9
0,10,248,4,8,0-10
0,11,248,5,6,0-11
0,12,248,5,2,0-12
0,13,248,3,5,0-13
0,14,248,10,4,0-14
0,15,248,6,2,0-15
0,16,248,3,7,0-16
0,17,248,7,8,0-17
0,18,248,7,7,0-18
0,19,248,12,2,0-19
0,20,248,8,1,0-20
0,21,248,11,5,0-21
0,22,248,7,16,0-22
0,23,248,7,3,0-23
1,0,248,8,12,1-0
1,1,248,5,0,1-1
1,2,248,1,1,1-2
1,3,248,0,1,1-3
1,4,248,1,0,1-4
1,5,248,1,3,1-5
1,6,248,1,6,1-6
1,7,248,0,16,1-7
1,8,248,12,5,1-8
1,9,248,7,12,1-9
1,10,248,0,4,1-10
1,16,248,7,6,1-16
1,17,248,3,6,1-17
1,18,248,10,8,1-18
1,19,248,13,2,1-19
1,20,248,7,3,1-20
1,21,248,15,12,1-21
1,22,248,10,14,1-22
1,23,248,4,9,1-23
2,0,248,3,2,2-0
2,1,248,1,1,2-1
2,2,248,0,0,2-2
2,3,248,0,1,2-3
2,4,248,0,0,2-4
2,5,248,3,3,2-5
2,6,248,1,5,2-6
2,7,248,15,13,2-7
2,8,248,1,13,2-8
2,9,248,5,3,2-9
2,10,248,4,5,2-10
2,11,248,5,2,2-11
2,12,248,1,5,2-12
2,13,248,16,3,2-13
2,14,248,3,4,2-14
2,15,248,6,11,2-15
2,16,248,5,2,2-16
2,17,248,5,6,2-17
2,18,248,4,9,2-18
2,19,248,6,4,2-19
2,20,248,8,3,2-20
2,21,248,10,13,2-21
2,22,248,17,15,2-22
2,23,248,11,3,2-23
3,0,248,1,1,3-0
3,1,248,1,3,3-1
3,2,248,0,1,3-2
3,3,248,16,2,3-3
3,4,248,0,0,3-4
3,5,248,0,1,3-5
3,6,248,10,2,3-6
3,7,248,11,9,3-7
3,8,248,4,8,3-8
3,9,248,4,2,3-9
3,10,248,1,2,3-10
3,11,248,1,7,3-11
3,12,248,5,4,3-12
3,13,248,6,7,3-13
3,14,248,6,7,3-14
3,15,248,7,2,3-15
3,16,248,7,22,3-16
3,17,248,9,12,3-17
3,18,248,9,5,3-18
3,19,248,12,0,3-19
3,20,248,4,3,3-20
3,21,248,14,12,3-21
3,22,248,4,13,3-22
3,23,248,8,1,3-23
4,0,248,4,3,4-0
4,1,248,1,1,4-1
4,2,248,2,1,4-2
4,3,248,2,4,4-3
4,4,248,2,2,4-4
4,5,248,1,2,4-5
4,6,248,9,3,4-6
4,7,248,1,10,4-7
4,8,248,2,8,4-8
4,9,248,13,3,4-9
4,10,248,0,11,4-10
4,11,248,4,8,4-11
4,12,248,2,8,4-12
4,13,248,9,3,4-13
4,14,248,3,7,4-14
4,15,248,7,5,4-15
4,16,248,8,4,4-16
4,17,248,8,12,4-17
4,18,248,7,4,4-18
4,19,248,15,5,4-19
4,20,248,9,18,4-20
4,21,248,13,0,4-21
4,22,248,4,17,4-22
4,23,248,5,4,4-23
5,0,248,7,3,5-0
5,1,248,6,1,5-1
5,2,248,1,5,5-2
5,3,248,1,3,5-3
5,4,248,0,0,5-4
5,5,248,1,1,5-5
5,6,248,3,4,5-6
5,7,248,13,6,5-7
5,8,248,6,10,5-8
5,9,248,4,2,5-9
5,10,248,1,10,5-10
5,11,248,5,10,5-11
5,12,248,1,5,5-12
5,13,248,10,9,5-13
5,14,248,4,4,5-14
5,15,248,9,5,5-15
5,16,248,6,7,5-16
5,17,248,9,6,5-17
5,18,248,4,2,5-18
5,19,248,6,5,5-19
5,20,248,11,13,5-20
5,21,248,10,7,5-21
5,22,248,12,3,5-22
5,23,248,4,4,5-23
6,0,248,7,1,6-0
6,1,248,2,1,6-1
6,2,248,1,3,6-2
6,3,248,2,1,6-3
6,4,248,3,0,6-4
6,5,248,2,1,6-5
6,6,248,0,2,6-6
6,7,248,0,6,6-7
6,8,248,4,8,6-8
6,9,248,5,10,6-9
6,10,248,12,5,6-10
6,11,248,7,5,6-11
6,12,248,3,2,6-12
6,13,248,5,5,6-13
6,14,248,10,1,6-14
6,15,248,1,14,6-15
6,16,248,11,4,6-16
6,17,248,12,22,6-17
6,18,248,7,20,6-18
6,19,248,4,1,6-19
6,20,248,4,1,6-20
6,21,248,6,7,6-21
6,22,248,6,2,6-22
6,23,248,4,1,6-23
