week,hour,station_no,rent,lend,time_id
0,0,256,0,1,0-0
0,1,256,1,5,0-1
0,2,256,0,0,0-2
0,3,256,0,0,0-3
0,4,256,0,0,0-4
0,5,256,0,1,0-5
0,6,256,0,1,0-6
0,7,256,0,4,0-7
0,8,256,0,4,0-8
0,9,256,1,3,0-9
0,10,256,1,3,0-10
0,11,256,2,2,0-11
0,12,256,2,3,0-12
0,13,256,5,1,0-13
0,14,256,1,4,0-14
0,15,256,2,2,0-15
0,16,256,5,2,0-16
0,17,256,9,2,0-17
0,18,256,6,2,0-18
0,19,256,1,3,0-19
0,20,256,6,3,0-20
0,21,256,3,6,0-21
0,22,256,5,1,0-22
0,23,256,5,1,0-23
1,0,256,3,3,1-0
1,1,256,0,2,1-1
1,2,256,0,2,1-2
1,3,256,2,1,1-3
1,4,256,0,0,1-4
1,5,256,1,1,1-5
1,6,256,0,3,1-6
1,7,256,0,6,1-7
1,8,256,2,7,1-8
1,9,256,5,4,1-9
1,10,256,1,3,1-10
1,16,256,4,2,1-16
1,17,256,12,0,1-17
1,18,256,4,4,1-18
1,19,256,6,2,1-19
1,20,256,8,3,1-20
1,21,256,2,5,1-21
1,22,256,11,3,1-22
1,23,256,0,2,1-23
2,0,256,1,2,2-0
2,1,256,1,0,2-1
2,2,256,0,0,2-2
2,3,256,1,0,2-3
2,4,256,1,0,2-4
2,5,256,0,2,2-5
2,6,256,0,1,2-6
2,7,256,0,4,2-7
2,8,256,2,9,2-8
2,9,256,3,1,2-9
2,10,256,1,1,2-10
2,11,256,2,4,2-11
2,12,256,2,1,2-12
2,13,256,0,2,2-13
2,14,256,2,2,2-14
2,15,256,2,0,2-15
2,16,256,5,1,2-16
2,17,256,10,1,2-17
2,18,256,10,7,2-18
2,19,256,4,3,2-19
2,20,256,3,8,2-20
2,21,256,5,6,2-21
2,22,256,15,7,2-22
2,23,256,2,16,2-23
3,0,256,1,3,3-0
3,1,256,0,0,3-1
3,2,256,0,0,3-2
3,3,256,0,0,3-3
3,4,256,0,0,3-4
3,5,256,0,0,3-5
3,6,256,0,1,3-6
3,7,256,1,4,3-7
3,8,256,2,2,3-8
3,9,256,3,4,3-9
3,10,256,3,3,3-10
3,11,256,2,2,3-11
3,12,256,5,6,3-12
3,13,256,0,4,3-13
3,14,256,2,2,3-14
3,15,256,3,0,3-15
3,16,256,4,5,3-16
3,17,256,16,0,3-17
3,18,256,5,9,3-18
3,19,256,5,2,3-19
3,20,256,2,4,3-20
3,21,256,1,4,3-21
3,22,256,5,5,3-22
3,23,256,1,2,3-23
4,0,256,1,3,4-0
4,1,256,1,0,4-1
4,2,256,0,3,4-2
4,3,256,1,0,4-3
4,4,256,0,1,4-4
4,5,256,0,1,4-5
4,6,256,0,1,4-6
4,7,256,0,3,4-7
4,8,256,1,3,4-8
4,9,256,2,3,4-9
4,10,256,2,3,4-10
4,11,256,2,5,4-11
4,12,256,4,0,4-12
4,13,256,2,1,4-13
4,14,256,0,4,4-14
4,15,256,3,0,4-15
4,16,256,1,0,4-16
4,17,256,4,3,4-17
4,18,256,7,2,4-18
4,19,256,4,2,4-19
4,20,256,1,5,4-20
4,21,256,6,1,4-21
4,22,256,1,0,4-22
4,23,256,2,3,4-23
5,0,256,0,1,5-0
5,1,256,1,0,5-1
5,2,256,0,0,5-2
5,3,256,2,1,5-3
5,4,256,2,0,5-4
5,5,256,1,1,5-5
5,6,256,0,1,5-6
5,7,256,1,5,5-7
5,8,256,2,2,5-8
5,9,256,1,2,5-9
5,10,256,1,5,5-10
5,11,256,2,8,5-11
5,12,256,3,3,5-12
5,13,256,4,5,5-13
5,14,256,5,4,5-14
5,15,256,0,4,5-15
5,16,256,5,6,5-16
5,17,256,7,0,5-17
5,18,256,4,7,5-18
5,19,256,4,3,5-19
5,20,256,4,2,5-20
5,21,256,0,2,5-21
5,22,256,6,0,5-22
5,23,256,0,0,5-23
6,0,256,4,2,6-0
6,1,256,0,0,6-1
6,2,256,0,1,6-2
6,3,256,2,2,6-3
6,4,256,0,2,6-4
6,5,256,0,0,6-5
6,6,256,0,3,6-6
6,7,256,10,1,6-7
6,8,256,1,4,6-8
6,9,256,2,1,6-9
6,10,256,1,1,6-10
6,11,256,6,1,6-11
6,12,256,5,1,6-12
6,13,256,3,2,6-13
6,14,256,8,5,6-14
6,15,256,2,6,6-15
6,16,256,2,4,6-16
6,17,256,4,1,6-17
6,18,256,2,7,6-18
6,19,256,8,2,6-19
6,20,256,4,2,6-20
6,21,256,1,1,6-21
6,22,256,6,1,6-22
6,23,256,1,1,6-23
